actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
18,PT10M40.00S,2022-03-15T00:12:09.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628983,7.835085413929041,53.67647058823529,1610612760,5,3,2022-03-15T00:12:13Z,180000,-18.0,21.0,1,left,S. Gilgeous-Alexander driving Layup (2 PTS) (D. Bazley 1 AST),"[1628983, 1629647]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,2.8,Made,2.0,D. Bazley,1629647.0,1.0,,,,,,,,,,,,,,,
19,PT10M35.00S,2022-03-15T00:12:15.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,94.1688567674113,49.01960784313725,1610612766,5,5,2022-03-15T00:13:46Z,190000,-5.0,2.0,1,right,M. Bridges running alley-oop DUNK (4 PTS) (L. Ball 1 AST),"[1628970, 1630163]",1610612766.0,CHA,running alley-oop,,,Bridges,M. Bridges,,,,,0.54,Made,4.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,,
21,PT10M19.00S,2022-03-15T00:12:32.8Z,1,REGULAR,foul,personal,[],203486,,,1610612760,5,5,2022-03-15T00:12:39Z,210000,,,0,,M. Plumlee personal FOUL (1 PF),"[203486, 1629647]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,1627963.0,1.0,0.0,Bazley,1629647.0,,,,,,,,,,
24,PT10M11.00S,2022-03-15T00:12:57.8Z,1,REGULAR,3pt,Jump Shot,[],1630544,25.18068331143233,86.76470588235294,1610612760,8,5,2022-03-15T00:13:02Z,230000,-184.0,184.0,1,left,T. Mann 26' 3PT pullup (3 PTS) (D. Bazley 2 AST),"[1630544, 1629647]",1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,26.02,Made,3.0,D. Bazley,1629647.0,2.0,,,,,,,,,,,,,,,
26,PT09M47.00S,2022-03-15T00:13:21.6Z,1,REGULAR,3pt,Jump Shot,[],1626179,89.04402102496715,4.901960784313726,1610612766,8,8,2022-03-15T00:13:26Z,250000,-225.0,50.0,1,right,T. Rozier 3PT step back (3 PTS) (P. Washington 1 AST),"[1626179, 1629023]",1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,23.11,Made,3.0,P. Washington,1629023.0,1.0,,,,,,,,,,,,,,,
28,PT09M31.00S,2022-03-15T00:13:44.4Z,1,REGULAR,foul,technical,['1freethrow'],1629023,,,1610612760,8,8,2022-03-15T00:13:57Z,270000,,,0,,P. Washington defensive-3-second technical FOUL (1 Tech),[1629023],1610612766.0,CHA,defensive-3-second,,,Washington,P. Washington,,,,,,,,,,,202037.0,0.0,1.0,,,,,,,,,,,,
29,PT09M31.00S,2022-03-15T00:13:58.6Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,9,8,2022-03-15T00:13:58Z,280000,,,0,,S. Gilgeous-Alexander technical Free Throw 1 of 1 (3 PTS),[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
30,PT09M19.00S,2022-03-15T00:14:22.4Z,1,REGULAR,3pt,Jump Shot,[],1629647,7.440867279894875,95.58823529411765,1610612760,9,8,2022-03-15T00:14:26Z,290000,-228.0,17.0,1,left,MISS D. Bazley 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,22.86,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M15.00S,2022-03-15T00:14:26.4Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,9,8,2022-03-15T00:14:26Z,300000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,
32,PT09M02.00S,2022-03-15T00:14:39.3Z,1,REGULAR,3pt,Jump Shot,[],1630163,74.98357424441524,11.27450980392157,1610612766,9,11,2022-03-15T00:14:45Z,310000,-194.0,183.0,1,right,L. Ball 26' 3PT  (3 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,26.62,Made,3.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,,,
34,PT08M51.00S,2022-03-15T00:14:50.0Z,1,REGULAR,3pt,Jump Shot,[],1630846,32.933639947437584,52.94117647058824,1610612760,9,11,2022-03-15T00:14:54Z,330000,-15.0,257.0,1,left,MISS O. Sarr 25' 3PT,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M49.00S,2022-03-15T00:14:52.0Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,9,11,2022-03-15T00:14:54Z,340000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,
36,PT08M44.00S,2022-03-15T00:15:01.6Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,9,11,2022-03-15T00:15:08Z,350000,,,0,,L. Ball step out-of-bounds TURNOVER (1 TO),[1630163],1610612766.0,CHA,step,,,Ball,L. Ball,,,,,,,,,,,1627963.0,,,,,,,,,1.0,,,,,
37,PT08M33.00S,2022-03-15T00:15:23.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630177,7.30946123521682,95.83333333333334,1610612760,9,11,2022-03-15T00:15:27Z,360000,-229.0,16.0,1,left,MISS T. Maledon 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,22.98,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M30.00S,2022-03-15T00:15:26.1Z,1,REGULAR,rebound,offensive,[],1630846,,,1610612760,9,11,2022-03-15T00:15:26Z,370000,,,0,,O. Sarr REBOUND (Off:2 Def:0),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,37.0,2.0,0.0,2.0,,,,,,
39,PT08M30.00S,2022-03-15T00:15:29.5Z,1,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612760,9,11,2022-03-15T00:15:34Z,380000,,,0,,L. Ball shooting personal FOUL (1 PF) (Sarr 2 FT),"[1630163, 1630846]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,,,,,,,1627963.0,1.0,0.0,Sarr,1630846.0,,,,,,,,,,
41,PT08M30.00S,2022-03-15T00:15:51.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630846,,,1610612760,10,11,2022-03-15T00:15:51Z,400000,,,0,,O. Sarr Free Throw 1 of 2 (1 PTS),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
42,PT08M30.00S,2022-03-15T00:16:07.1Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630846,,,1610612760,11,11,2022-03-15T00:16:07Z,410000,,,0,,O. Sarr Free Throw 2 of 2 (2 PTS),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
43,PT08M21.00S,2022-03-15T00:16:17.6Z,1,REGULAR,3pt,Jump Shot,[],1626179,92.19776609724047,1.4705882352941175,1610612766,11,14,2022-03-15T00:16:22Z,420000,-243.0,21.0,1,right,T. Rozier 24' 3PT  (6 PTS) (L. Ball 2 AST),"[1626179, 1630163]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,24.35,Made,6.0,L. Ball,1630163.0,2.0,,,,,,,,,,,,,,,
45,PT08M08.00S,2022-03-15T00:16:30.3Z,1,REGULAR,3pt,Jump Shot,[],1629647,28.597240473061763,22.058823529411764,1610612760,14,14,2022-03-15T00:16:34Z,440000,140.0,216.0,1,left,D. Bazley 25' 3PT  (6 PTS) (O. Sarr 2 AST),"[1629647, 1630846]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,25.75,Made,6.0,O. Sarr,1630846.0,2.0,,,,,,,,,,,,,,,
47,PT07M57.00S,2022-03-15T00:16:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,93.51182654402102,45.09803921568628,1610612766,14,16,2022-03-15T00:16:45Z,460000,-25.0,8.0,1,right,T. Rozier cutting Layup (8 PTS) (M. Plumlee 2 AST),"[1626179, 203486]",1610612766.0,CHA,cutting,,,Rozier,T. Rozier,,,,,2.59,Made,8.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,,,,,
49,PT07M42.00S,2022-03-15T00:16:56.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,15.850854139290407,49.754901960784316,1610612760,14,16,2022-03-15T00:17:03Z,480000,1.0,96.0,1,left,MISS T. Mann 9' driving floating Shot,[1630544],1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,9.65,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M39.00S,2022-03-15T00:16:59.8Z,1,REGULAR,rebound,offensive,[],1630544,,,1610612760,14,16,2022-03-15T00:17:03Z,490000,,,0,,T. Mann REBOUND (Off:1 Def:0),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,49.0,1.0,0.0,1.0,,,,,,
51,PT07M38.00S,2022-03-15T00:16:59.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630544,8.623521681997373,48.77450980392157,1610612760,14,16,2022-03-15T00:17:05Z,500000,6.0,29.0,1,left,MISS T. Mann putback Layup,[1630544],1610612760.0,OKC,putback,,,Mann,T. Mann,,,,,2.92,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M36.00S,2022-03-15T00:17:02.0Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,14,16,2022-03-15T00:17:02Z,510000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,
53,PT07M22.00S,2022-03-15T00:17:16.4Z,1,REGULAR,3pt,Jump Shot,[],1628970,79.31997371879106,9.068627450980392,1610612766,14,19,2022-03-15T00:17:20Z,520000,-205.0,142.0,1,right,M. Bridges 24' 3PT  (7 PTS) (L. Ball 3 AST),"[1628970, 1630163]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,24.91,Made,7.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,,,
55,PT07M12.00S,2022-03-15T00:17:30.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,14,19,2022-03-15T00:17:30Z,540000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M01.00S,2022-03-15T00:20:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,8.623521681997373,42.64705882352941,1610612760,16,19,2022-03-15T00:20:36Z,550000,37.0,29.0,1,left,S. Gilgeous-Alexander driving Layup (5 PTS) (T. Mann 1 AST),"[1628983, 1630544]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,4.66,Made,5.0,T. Mann,1630544.0,1.0,,,,,,,,,,,,,,,
58,PT06M38.00S,2022-03-15T00:20:55.3Z,1,REGULAR,3pt,Jump Shot,[],1629023,87.46714848883047,4.166666666666666,1610612766,16,19,2022-03-15T00:21:00Z,570000,-229.0,65.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,23.83,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M36.00S,2022-03-15T00:20:57.3Z,1,REGULAR,rebound,defensive,[],1630177,,,1610612760,16,19,2022-03-15T00:21:00Z,580000,,,0,,T. Maledon REBOUND (Off:0 Def:1),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,
60,PT06M32.00S,2022-03-15T00:21:02.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628983,7.966491458607096,26.47058823529412,1610612760,18,19,2022-03-15T00:22:38Z,590000,118.0,22.0,1,left,S. Gilgeous-Alexander 11' running pullup Jump Shot (7 PTS) (T. Maledon 1 AST),"[1628983, 1630177]",1610612760.0,OKC,running pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,11.97,Made,7.0,T. Maledon,1630177.0,1.0,,,,,,,,,,,,,,,
62,PT06M15.00S,2022-03-15T00:21:18.8Z,1,REGULAR,2pt,Jump Shot,[],1630163,76.2976346911958,31.127450980392158,1610612766,18,21,2022-03-15T00:21:22Z,610000,-94.0,170.0,1,right,L. Ball 19' pullup Jump Shot (5 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,19.47,Made,5.0,,,,,,,,,,,,,,,,,,
63,PT05M58.00S,2022-03-15T00:21:36.0Z,1,REGULAR,3pt,Jump Shot,[],1630544,32.670827858081466,55.63725490196079,1610612760,21,21,2022-03-15T00:21:40Z,620000,-28.0,255.0,1,left,T. Mann 25' 3PT pullup (6 PTS),[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,25.62,Made,6.0,,,,,,,,,,,,,,,,,,
64,PT05M38.00S,2022-03-15T00:21:55.6Z,1,REGULAR,3pt,Jump Shot,[],1630163,66.17936925098554,66.17647058823529,1610612766,21,21,2022-03-15T00:21:59Z,630000,81.0,265.0,1,right,MISS L. Ball 27' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,27.75,Missed,,,,,,,,,,,,,,,,,,,
65,PT05M35.00S,2022-03-15T00:21:58.6Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,21,21,2022-03-15T00:21:59Z,640000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,64.0,1.0,1.0,0.0,,,,,,
66,PT05M28.00S,2022-03-15T00:22:06.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,7.178055190538765,54.65686274509803,1610612760,23,21,2022-03-15T00:22:10Z,650000,-23.0,15.0,1,left,D. Bazley driving Layup (8 PTS),[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,2.77,Made,8.0,,,,,,,,,,,,,,,,,,
68,PT05M13.00S,2022-03-15T00:22:20.2Z,1,REGULAR,3pt,Jump Shot,[],1629023,73.80091984231275,84.80392156862744,1610612766,23,21,2022-03-15T00:22:24Z,670000,174.0,194.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
69,PT05M11.00S,2022-03-15T00:22:22.2Z,1,REGULAR,rebound,defensive,[],1630177,,,1610612760,23,21,2022-03-15T00:22:24Z,680000,,,0,,T. Maledon REBOUND (Off:0 Def:2),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,68.0,2.0,2.0,0.0,,,,,,
70,PT05M02.00S,2022-03-15T00:22:32.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630846,8.886333771353483,45.83333333333333,1610612760,25,21,2022-03-15T00:27:47Z,690000,21.0,31.0,1,left,O. Sarr turnaround Jump Shot (4 PTS),[1630846],1610612760.0,OKC,turnaround,,,Sarr,O. Sarr,,,,,3.73,Made,4.0,,,,,,,,,,,,,,,,,,
72,PT04M48.00S,2022-03-15T00:22:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,90.62089356110381,40.44117647058824,1610612766,25,21,2022-03-15T00:22:49Z,710000,-48.0,36.0,1,right,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,5.97,Missed,,,,,,,,,,,,,,,,,,,
73,PT04M47.00S,2022-03-15T00:22:46.7Z,1,REGULAR,rebound,defensive,[],1630846,,,1610612760,25,21,2022-03-15T00:22:49Z,720000,,,0,,O. Sarr REBOUND (Off:2 Def:1),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,72.0,3.0,1.0,2.0,,,,,,
74,PT04M37.00S,2022-03-15T00:22:57.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,7.046649145860711,55.14705882352941,1610612760,27,21,2022-03-15T00:28:43Z,730000,-26.0,14.0,1,left,T. Maledon driving Layup (2 PTS) (T. Mann 2 AST),"[1630177, 1630544]",1610612760.0,OKC,driving,,,Maledon,T. Maledon,,,,,2.91,Made,2.0,T. Mann,1630544.0,2.0,,,,,,,,,,,,,,,
76,PT04M33.00S,2022-03-15T00:23:06.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,27,21,2022-03-15T00:23:06Z,750000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M33.00S,2022-03-15T00:25:00.8Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,27,21,2022-03-15T00:25:36Z,760000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M33.00S,2022-03-15T00:25:00.8Z,1,REGULAR,substitution,out,[],203486,,,1610612766,27,21,2022-03-15T00:25:36Z,770000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M33.00S,2022-03-15T00:25:00.8Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,27,21,2022-03-15T00:25:36Z,780000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M33.00S,2022-03-15T00:25:00.8Z,1,REGULAR,substitution,out,[],1629023,,,1610612766,27,21,2022-03-15T00:25:36Z,790000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M33.00S,2022-03-15T00:25:00.8Z,1,REGULAR,substitution,in,[],1626162,,,1610612766,27,21,2022-03-15T00:25:36Z,800000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M33.00S,2022-03-15T00:25:00.8Z,1,REGULAR,substitution,in,[],1626149,,,1610612766,27,21,2022-03-15T00:25:36Z,810000,,,0,,SUB in: M. Harrell,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M33.00S,2022-03-15T00:25:00.8Z,1,REGULAR,substitution,in,[],1629667,,,1610612766,27,21,2022-03-15T00:25:36Z,820000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M33.00S,2022-03-15T00:25:00.8Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,27,21,2022-03-15T00:25:36Z,830000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M18.00S,2022-03-15T00:26:10.5Z,1,REGULAR,3pt,Jump Shot,[],1626179,78.79434954007884,9.558823529411764,1610612766,27,21,2022-03-15T00:26:15Z,840000,-202.0,147.0,1,right,MISS T. Rozier 24' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M14.00S,2022-03-15T00:26:14.5Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612760,27,21,2022-03-15T00:26:15Z,850000,,,0,,T. Mann REBOUND (Off:1 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,85.0,2.0,1.0,1.0,,,,,,
87,PT04M04.00S,2022-03-15T00:26:23.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,9.806176084099869,42.8921568627451,1610612760,29,21,2022-03-15T00:26:27Z,860000,36.0,40.0,1,left,S. Gilgeous-Alexander driving Layup (9 PTS) (T. Mann 3 AST),"[1628983, 1630544]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,5.33,Made,9.0,T. Mann,1630544.0,3.0,,,,,,,,,,,,,,,
89,PT03M51.00S,2022-03-15T00:26:37.1Z,1,REGULAR,2pt,Jump Shot,[],1628998,86.67871222076215,73.0392156862745,1610612766,29,21,2022-03-15T00:29:52Z,880000,115.0,73.0,1,right,MISS C. Martin 13' pullup Shot,[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,13.62,Missed,,,,,,,,,,,,,,,,,,,
90,PT03M48.00S,2022-03-15T00:26:40.1Z,1,REGULAR,rebound,defensive,[],1630846,,,1610612760,29,21,2022-03-15T00:26:42Z,890000,,,0,,O. Sarr REBOUND (Off:2 Def:2),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,89.0,4.0,2.0,2.0,,,,,,
91,PT03M39.00S,2022-03-15T00:26:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,9.543363994743759,58.333333333333336,1610612760,29,21,2022-03-15T00:26:59Z,900000,-42.0,37.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,5.59,Missed,,,,,,,,,,,,,,,,,,,
92,PT03M39.00S,2022-03-15T00:26:52.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,29,21,2022-03-15T00:26:52Z,910000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,
93,PT03M39.00S,2022-03-15T00:26:55.3Z,1,REGULAR,foul,personal,[],1626162,,,1610612760,29,21,2022-03-15T00:27:11Z,920000,,,0,,K. Oubre Jr. loose ball personal FOUL (1 PF),"[1626162, 1630846]",1610612766.0,CHA,loose ball,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,1627963.0,1.0,0.0,Sarr,1630846.0,,,,,,,,,,
95,PT03M39.00S,2022-03-15T00:27:02.7Z,1,REGULAR,substitution,out,[],1630177,,,1610612760,29,21,2022-03-15T00:27:05Z,940000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
