actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
94,PT05M09.00S,2022-03-13T23:32:01.0Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,12,27,2022-03-13T23:32:03Z,940000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,,
95,PT04M58.00S,2022-03-13T23:32:11.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629647,80.1084099868594,46.81372549019608,1610612760,14,27,2022-03-13T23:32:16Z,950000,-16.0,134.0,1,right,D. Bazley 13' pullup Jump Shot (7 PTS) (S. Gilgeous-Alexander 2 AST),"[1629647, 1628983]",1610612760.0,OKC,pullup,,,Bazley,D. Bazley,,,,,,,,,,13.54,Made,,,,,,7.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,
97,PT04M42.00S,2022-03-13T23:32:27.6Z,1,REGULAR,3pt,Jump Shot,[],1630217,27.94021024967148,80.63725490196079,1610612763,14,27,2022-03-13T23:32:32Z,970000,-153.0,210.0,1,left,MISS D. Bane 26' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,26.0,Missed,,,,,,,,,,,,,,
98,PT04M39.00S,2022-03-13T23:32:30.6Z,1,REGULAR,rebound,defensive,[],1630177,,,1610612760,14,27,2022-03-13T23:32:32Z,980000,,,0,,T. Maledon REBOUND (Off:0 Def:1),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,
99,PT04M31.00S,2022-03-13T23:32:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,92.06636005256242,54.65686274509803,1610612760,14,27,2022-03-13T23:32:48Z,990000,23.0,22.0,1,right,MISS T. Maledon cutting Layup,[1630177],1610612760.0,OKC,cutting,,,Maledon,T. Maledon,,,,,,,,,,3.21,Missed,,,,,,,,,,,,,,
100,PT04M28.00S,2022-03-13T23:32:41.5Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,14,27,2022-03-13T23:32:44Z,1000000,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,99.0,2.0,2.0,0.0,,,,,,,,,,
730,PT04M27.00S,2022-03-13T23:32:44.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203937,7.013797634691201,44.85294117647059,1610612763,14,27,2022-03-14T01:49:28Z,1005000,26.0,13.0,1,left,MISS K. Anderson running Layup - blocked,"[203937, 1629647]",1610612763.0,MEM,running,,,Anderson,K. Anderson,,,,,,,,,,2.9,Missed,,,,,,,,,,,,Bazley,1629647.0,
731,PT04M27.00S,2022-03-13T23:32:44.6Z,1,REGULAR,block,,[],1629647,,,1610612763,14,27,2022-03-14T01:49:28Z,1007500,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
732,PT04M25.00S,2022-03-13T23:32:46.6Z,1,REGULAR,rebound,offensive,[],1630217,,,1610612763,14,27,2022-03-14T01:49:28Z,1008750,,,0,,D. Bane REBOUND (Off:1 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,730.0,3.0,2.0,1.0,,,,,,,,,,
101,PT04M19.00S,2022-03-13T23:32:50.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203937,7.178055190538765,48.529411764705884,1610612763,14,29,2022-03-14T01:49:28Z,1010000,7.0,15.0,1,left,K. Anderson DUNK (2 PTS) (J. Morant 3 AST),"[203937, 1629630]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,1.67,Made,,,,,,2.0,J. Morant,1629630.0,3.0,,,,,
103,PT04M03.00S,2022-03-13T23:33:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,89.4053876478318,43.627450980392155,1610612760,14,29,2022-03-13T23:35:20Z,1030000,-32.0,47.0,1,right,MISS T. Maledon driving floating Shot,[1630177],1610612760.0,OKC,driving floating,,,Maledon,T. Maledon,,,,,,,,,,5.69,Missed,,,,,,,,,,,,,,
104,PT03M59.00S,2022-03-13T23:33:10.5Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,14,29,2022-03-13T23:33:11Z,1040000,,,0,,S. Adams REBOUND (Off:4 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,103.0,8.0,4.0,4.0,,,,,,,,,,
105,PT03M55.00S,2022-03-13T23:33:15.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629001,10.726018396846255,46.32352941176471,1610612763,14,29,2022-03-13T23:43:47Z,1050000,18.0,48.0,1,left,MISS D. Melton driving floating Shot,[1629001],1610612763.0,MEM,driving floating,,,Melton,D. Melton,,,,,,,,,,5.17,Missed,,,,,,,,,,,,,,
106,PT03M52.00S,2022-03-13T23:33:18.3Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,14,29,2022-03-13T23:33:20Z,1060000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,105.0,2.0,2.0,0.0,,,,,,,,,,
107,PT03M48.00S,2022-03-13T23:33:22.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629647,93.38042049934296,50.245098039215684,1610612760,16,29,2022-03-13T23:36:35Z,1070000,1.0,10.0,1,right,D. Bazley cutting DUNK (9 PTS) (T. Maledon 2 AST),"[1629647, 1630177]",1610612760.0,OKC,cutting,,,Bazley,D. Bazley,,,,,,,,,,0.98,Made,,,,,,9.0,T. Maledon,1630177.0,2.0,,,,,
109,PT03M26.00S,2022-03-13T23:33:43.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,18.347568988173457,51.470588235294116,1610612763,16,29,2022-03-13T23:37:05Z,1090000,-7.0,120.0,1,left,MISS J. Morant 12' fadeaway Shot,[1629630],1610612763.0,MEM,fadeaway,,,Morant,J. Morant,,,,,,,,,,12.02,Missed,,,,,,,,,,,,,,
110,PT03M24.00S,2022-03-13T23:33:45.6Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,16,29,2022-03-13T23:33:48Z,1100000,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,
111,PT03M22.00S,2022-03-13T23:33:51.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,16,29,2022-03-13T23:33:51Z,1110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M22.00S,2022-03-13T23:33:52.4Z,1,REGULAR,substitution,out,[],1630177,,,1610612760,16,29,2022-03-13T23:34:05Z,1120000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M22.00S,2022-03-13T23:33:52.4Z,1,REGULAR,substitution,out,[],1630197,,,1610612760,16,29,2022-03-13T23:34:05Z,1130000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M22.00S,2022-03-13T23:33:52.4Z,1,REGULAR,substitution,out,[],203500,,,1610612760,16,29,2022-03-13T23:34:05Z,1140000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M22.00S,2022-03-13T23:33:52.4Z,1,REGULAR,substitution,in,[],1630322,,,1610612760,16,29,2022-03-13T23:34:05Z,1150000,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M22.00S,2022-03-13T23:33:52.4Z,1,REGULAR,substitution,in,[],1630249,,,1610612760,16,29,2022-03-13T23:34:05Z,1160000,,,0,,SUB in: V. Krejci,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M22.00S,2022-03-13T23:33:52.4Z,1,REGULAR,substitution,in,[],1629634,,,1610612760,16,29,2022-03-13T23:34:05Z,1170000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M14.00S,2022-03-13T23:34:27.6Z,1,REGULAR,foul,personal,[],1629634,,,1610612760,16,29,2022-03-13T23:34:38Z,1180000,,,0,,B. Clarke personal FOUL (1 PF),"[1629634, 1629647]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,202058.0,1.0,0.0,Bazley,1629647.0,,,,,,,,,,,,,,,,
120,PT03M08.00S,2022-03-13T23:34:55.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630249,88.64980289093299,49.50980392156863,1610612760,16,29,2022-03-13T23:37:54Z,1200000,-2.0,54.0,1,right,MISS V. Krejci driving finger roll Layup,[1630249],1610612760.0,OKC,driving finger roll,,,Krejci,V. Krejci,,,,,,,,,,5.43,Missed,,,,,,,,,,,,,,
121,PT03M01.00S,2022-03-13T23:35:02.8Z,1,REGULAR,rebound,offensive,[],1630846,,,1610612760,16,29,2022-03-13T23:35:03Z,1210000,,,0,,O. Sarr REBOUND (Off:1 Def:0),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,120.0,1.0,0.0,1.0,,,,,,,,,,
122,PT03M01.00S,2022-03-13T23:35:02.1Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630846,94.40999984741211,50.0,1610612760,18,29,2022-03-13T23:35:23Z,1220000,0.0,0.0,1,right,O. Sarr tip DUNK (2 PTS),[1630846],1610612760.0,OKC,tip,,,Sarr,O. Sarr,,,,,,,,,,0.0,Made,,,,,,2.0,,,,,,,,
123,PT02M56.00S,2022-03-13T23:35:11.2Z,1,REGULAR,turnover,traveling,[],1629001,,,1610612763,18,29,2022-03-13T23:35:17Z,1230000,,,0,,D. Melton traveling TURNOVER (1 TO),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,202058.0,,,,,,,,,,,1.0,,,,,,,,,
124,PT02M56.00S,2022-03-13T23:35:15.5Z,1,REGULAR,substitution,out,[],1629630,,,1610612760,18,29,2022-03-13T23:35:24Z,1240000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M56.00S,2022-03-13T23:35:15.5Z,1,REGULAR,substitution,out,[],1630217,,,1610612760,18,29,2022-03-13T23:35:24Z,1250000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M56.00S,2022-03-13T23:35:15.5Z,1,REGULAR,substitution,in,[],1626145,,,1610612760,18,29,2022-03-13T23:35:24Z,1260000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M56.00S,2022-03-13T23:35:15.5Z,1,REGULAR,substitution,in,[],1630533,,,1610612760,18,29,2022-03-13T23:35:24Z,1270000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M45.00S,2022-03-13T23:35:45.8Z,1,REGULAR,turnover,lost ball,[],1629647,,,1610612760,18,29,2022-03-13T23:35:49Z,1280000,,,0,,D. Bazley lost ball TURNOVER (1 TO),"[1629647, 1629634]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,1.0,,,,,Clarke,1629634.0,,,
129,PT02M45.00S,2022-03-13T23:35:45.8Z,1,REGULAR,steal,,[],1629634,,,1610612763,18,29,2022-03-13T23:35:47Z,1290000,,,0,,B. Clarke STEAL (1 STL),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M34.00S,2022-03-13T23:35:56.9Z,1,REGULAR,turnover,bad pass,[],1629001,,,1610612763,18,29,2022-03-13T23:36:05Z,1300000,,,0,,D. Melton bad pass TURNOVER (2 TO),"[1629001, 1630846]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,2.0,,,,,Sarr,1630846.0,,,
131,PT02M34.00S,2022-03-13T23:35:56.9Z,1,REGULAR,steal,,[],1630846,,,1610612760,18,29,2022-03-13T23:36:04Z,1310000,,,0,,O. Sarr STEAL (1 STL),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M25.00S,2022-03-13T23:36:06.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630322,94.30026281208936,4.901960784313726,1610612760,21,29,2022-03-13T23:41:00Z,1320000,-225.0,1.0,1,right,L. Waters III 3PT pullup (3 PTS) (S. Gilgeous-Alexander 3 AST),"[1630322, 1628983]",1610612760.0,OKC,pullup,,,Waters III,L. Waters III,,,,,,,,,,22.55,Made,,,,,,3.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,
134,PT02M23.00S,2022-03-13T23:36:14.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612763,21,29,2022-03-13T23:36:14Z,1340000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M23.00S,2022-03-13T23:36:51.6Z,1,REGULAR,substitution,out,[],1629647,,,1610612763,21,29,2022-03-13T23:37:27Z,1350000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M23.00S,2022-03-13T23:36:51.6Z,1,REGULAR,substitution,in,[],1630544,,,1610612763,21,29,2022-03-13T23:37:27Z,1360000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M14.00S,2022-03-13T23:37:55.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203937,12.959921156373195,49.26470588235294,1610612763,21,31,2022-03-13T23:38:02Z,1370000,4.0,69.0,1,left,K. Anderson 6' turnaround Hook (4 PTS) (D. Melton 1 AST),"[203937, 1629001]",1610612763.0,MEM,turnaround,,,Anderson,K. Anderson,,,,,,,,,,6.94,Made,,,,,,4.0,D. Melton,1629001.0,1.0,,,,,
139,PT02M00.00S,2022-03-13T23:38:12.1Z,1,REGULAR,foul,offensive,[],1630846,,,1610612760,21,31,2022-03-13T23:38:21Z,1390000,,,0,,O. Sarr offensive FOUL (1 PF),"[1630846, 1630533]",1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,202058.0,1.0,0.0,Williams,1630533.0,,,,,,,,,,,,,,,,
141,PT02M00.00S,2022-03-13T23:38:12.1Z,1,REGULAR,turnover,offensive foul,[],1630846,,,1610612760,21,31,2022-03-13T23:38:12Z,1410000,,,0,,O. Sarr offensive foul TURNOVER (1 TO),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,202058.0,,,,,,,,,,,1.0,,,,,,,,,
142,PT01M45.00S,2022-03-13T23:38:42.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630533,9.937582128777924,2.941176470588235,1610612763,21,34,2022-03-13T23:38:47Z,1420000,235.0,41.0,1,left,Z. Williams 3PT  (3 PTS) (D. Melton 2 AST),"[1630533, 1629001]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,23.88,Made,,,,,,3.0,D. Melton,1629001.0,2.0,,,,,
144,PT01M31.00S,2022-03-13T23:38:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,86.02168199737189,35.049019607843135,1610612760,23,34,2022-03-13T23:39:00Z,1440000,-75.0,79.0,1,right,S. Gilgeous-Alexander 10' pullup Jump Shot (7 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,10.87,Made,,,,,,7.0,,,,,,,,
145,PT01M20.00S,2022-03-13T23:39:07.3Z,1,REGULAR,3pt,Jump Shot,[],1626145,6.915243101182654,96.07843137254902,1610612763,23,34,2022-03-13T23:39:13Z,1450000,-230.0,13.0,1,left,MISS T. Jones 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,23.07,Missed,,,,,,,,,,,,,,
146,PT01M14.00S,2022-03-13T23:39:13.3Z,1,REGULAR,rebound,offensive,[],203937,,,1610612763,23,34,2022-03-13T23:39:13Z,1460000,,,0,,K. Anderson REBOUND (Off:1 Def:2),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,145.0,3.0,2.0,1.0,,,,,,,,,,
147,PT01M14.00S,2022-03-13T23:39:12.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203937,5.590000152587891,50.0,1610612763,23,36,2022-03-13T23:39:12Z,1470000,0.0,0.0,1,left,K. Anderson tip Layup (6 PTS),[203937],1610612763.0,MEM,tip,,,Anderson,K. Anderson,,,,,,,,,,0.0,Made,,,,,,6.0,,,,,,,,
148,PT01M00.00S,2022-03-13T23:39:27.2Z,1,REGULAR,3pt,Jump Shot,[],1628983,69.85873850197109,21.323529411764707,1610612760,23,36,2022-03-13T23:39:33Z,1480000,-143.0,231.0,1,right,MISS S. Gilgeous-Alexander 27' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,27.17,Missed,,,,,,,,,,,,,,
149,PT00M56.70S,2022-03-13T23:39:30.5Z,1,REGULAR,rebound,offensive,[],1630846,,,1610612760,23,36,2022-03-13T23:39:33Z,1490000,,,0,,O. Sarr REBOUND (Off:2 Def:0),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,148.0,2.0,0.0,2.0,,,,,,,,,,
150,PT00M53.30S,2022-03-13T23:39:34.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630322,66.70499342969777,40.68627450980392,1610612760,26,36,2022-03-13T23:39:39Z,1500000,-47.0,260.0,1,right,L. Waters III 26' 3PT pullup (6 PTS) (S. Gilgeous-Alexander 4 AST),"[1630322, 1628983]",1610612760.0,OKC,pullup,,,Waters III,L. Waters III,,,,,,,,,,26.46,Made,,,,,,6.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,
152,PT00M29.50S,2022-03-13T23:40:03.7Z,1,REGULAR,2pt,Jump Shot,[],1629001,24.392247043363994,44.11764705882353,1610612763,26,36,2022-03-13T23:40:11Z,1520000,29.0,177.0,1,left,MISS D. Melton 17' pullup Shot,[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,,,,,,17.92,Missed,,,,,,,,,,,,,,
153,PT00M28.10S,2022-03-13T23:40:05.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,26,36,2022-03-13T23:40:11Z,1530000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,152.0,,,,,,,,,,,,,
154,PT00M28.10S,2022-03-13T23:40:11.8Z,1,REGULAR,foul,personal,[],1628983,,,1610612763,26,36,2022-03-13T23:40:25Z,1540000,,,0,,S. Gilgeous-Alexander loose ball personal FOUL (1 PF),"[1628983, 1629634]",1610612760.0,OKC,loose ball,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,202058.0,1.0,0.0,Clarke,1629634.0,,,,,,,,,,,,,,,,
156,PT00M28.10S,2022-03-13T23:40:20.9Z,1,REGULAR,substitution,out,[],1630846,,,1610612763,26,36,2022-03-13T23:40:25Z,1560000,,,0,,SUB out: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M28.10S,2022-03-13T23:40:20.9Z,1,REGULAR,substitution,in,[],1630197,,,1610612763,26,36,2022-03-13T23:40:25Z,1570000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M21.00S,2022-03-13T23:40:42.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626145,9.017739816031538,56.61764705882353,1610612763,26,38,2022-03-13T23:40:48Z,1580000,-33.0,32.0,1,left,T. Jones driving floating bank Jump Shot (2 PTS),[1626145],1610612763.0,MEM,driving floating bank,,,Jones,T. Jones,,,,,,,,,,4.62,Made,,,,,,2.0,,,,,,,,
159,PT00M00.90S,2022-03-13T23:41:03.0Z,1,REGULAR,3pt,Jump Shot,[],1628983,70.51576872536137,77.45098039215686,1610612760,26,38,2022-03-13T23:43:25Z,1590000,137.0,225.0,1,right,MISS S. Gilgeous-Alexander 26' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,26.33,Missed,,,,,,,,,,,,,,
160,PT00M00.90S,2022-03-13T23:41:03.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,26,38,2022-03-13T23:41:12Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,159.0,,,,,,,,,,,,,
161,PT00M00.00S,2022-03-13T23:41:10.6Z,1,REGULAR,period,end,[],0,,,1610612760,26,38,2022-03-13T23:41:10Z,1610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-03-13T23:43:21.3Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,26,38,2022-03-13T23:43:34Z,1620000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-03-13T23:43:21.3Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612760,26,38,2022-03-13T23:43:34Z,1630000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-03-13T23:43:21.3Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612760,26,38,2022-03-13T23:43:34Z,1640000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-03-13T23:43:21.3Z,2,REGULAR,substitution,in,['startperiod'],1629647,,,1610612760,26,38,2022-03-13T23:43:34Z,1650000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-03-13T23:43:21.3Z,2,REGULAR,substitution,in,['startperiod'],1628415,,,1610612760,26,38,2022-03-13T23:43:34Z,1660000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-03-13T23:43:21.3Z,2,REGULAR,substitution,in,['startperiod'],1628991,,,1610612760,26,38,2022-03-13T23:43:34Z,1670000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-03-13T23:43:49.6Z,2,REGULAR,period,start,[],0,,,1610612760,26,38,2022-03-13T23:43:49Z,1680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M50.00S,2022-03-13T23:43:58.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,88.91261498028909,59.31372549019608,1610612760,26,38,2022-03-13T23:45:05Z,1690000,47.0,52.0,1,right,MISS T. Mann 6' driving floating Shot,[1630544],1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,,,,,,6.96,Missed,,,,,,,,,,,,,,
170,PT11M47.00S,2022-03-13T23:44:01.6Z,2,REGULAR,rebound,offensive,[],1630544,,,1610612760,26,38,2022-03-13T23:45:05Z,1700000,,,0,,T. Mann REBOUND (Off:1 Def:0),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,169.0,1.0,0.0,1.0,,,,,,,,,,
171,PT11M45.00S,2022-03-13T23:44:03.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630544,77.7431011826544,11.27450980392157,1610612760,26,38,2022-03-13T23:44:09Z,1710000,-194.0,157.0,1,right,MISS T. Mann 24' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,24.91,Missed,,,,,,,,,,,,,,
172,PT11M42.00S,2022-03-13T23:44:06.2Z,2,REGULAR,rebound,offensive,[],1629647,,,1610612760,26,38,2022-03-13T23:44:09Z,1720000,,,0,,D. Bazley REBOUND (Off:1 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,171.0,2.0,1.0,1.0,,,,,,,,,,
173,PT11M40.00S,2022-03-13T23:44:08.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630322,65.91655716162943,44.6078431372549,1610612760,26,38,2022-03-13T23:44:18Z,1730000,-27.0,268.0,1,right,MISS L. Waters III 26' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,26.93,Missed,,,,,,,,,,,,,,
174,PT11M36.00S,2022-03-13T23:44:12.1Z,2,REGULAR,rebound,offensive,[],1629647,,,1610612760,26,38,2022-03-13T23:44:18Z,1740000,,,0,,D. Bazley REBOUND (Off:2 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,173.0,3.0,1.0,2.0,,,,,,,,,,
175,PT11M36.00S,2022-03-13T23:44:15.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629647,94.40999984741211,50.0,1610612760,28,38,2022-03-13T23:44:15Z,1750000,0.0,0.0,1,right,D. Bazley tip DUNK (11 PTS),[1629647],1610612760.0,OKC,tip,,,Bazley,D. Bazley,,,,,,,,,,0.0,Made,,,,,,11.0,,,,,,,,
176,PT11M36.00S,2022-03-13T23:44:19.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,28,38,2022-03-13T23:44:19Z,1760000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
