actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
86,PT04M12.00S,2021-11-16T01:22:07.0Z,1,REGULAR,foul,offensive,[],200768,,,1610612748,17,14,2021-11-16T01:22:17Z,850000,,,0,,K. Lowry offensive FOUL (1 PF),"[200768, 1630526]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Robinson-Earl,1630526.0,
88,PT04M12.00S,2021-11-16T01:22:07.0Z,1,REGULAR,turnover,offensive foul,[],200768,,,1610612748,17,14,2021-11-16T01:22:07Z,870000,,,0,,K. Lowry offensive foul TURNOVER (2 TO),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,2.0,,,2004.0,,,,,
89,PT03M48.00S,2021-11-16T01:23:01.4Z,1,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612760,17,14,2021-11-16T01:23:34Z,880000,,,0,,D. Robinson shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1629130, 1628983]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Gilgeous-Alexander,1628983.0,
91,PT03M48.00S,2021-11-16T01:23:35.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628983,,,1610612760,17,14,2021-11-16T01:23:35Z,900000,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Missed,,,,,,,,,,,,,,,,,,,
92,PT03M48.00S,2021-11-16T01:23:35.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,17,14,2021-11-16T01:23:35Z,910000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,
93,PT03M48.00S,2021-11-16T01:23:40.2Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,17,14,2021-11-16T01:23:47Z,920000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M48.00S,2021-11-16T01:23:40.2Z,1,REGULAR,substitution,in,[],1630197,,,1610612760,17,14,2021-11-16T01:23:47Z,930000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M48.00S,2021-11-16T01:23:59.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628983,,,1610612760,18,14,2021-11-16T01:23:59Z,940000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (3 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
96,PT03M40.00S,2021-11-16T01:24:10.1Z,1,REGULAR,3pt,Jump Shot,[],1629622,73.27529566360053,83.82352941176471,1610612748,18,14,2021-11-16T01:24:15Z,950000,169.0,199.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,,
97,PT03M36.00S,2021-11-16T01:24:14.1Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,18,14,2021-11-16T01:24:15Z,960000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,96.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
98,PT03M30.00S,2021-11-16T01:24:19.3Z,1,REGULAR,3pt,Jump Shot,[],1630598,12.828515111695138,3.9215686274509802,1610612760,21,14,2021-11-16T01:24:24Z,970000,230.0,68.0,1,left,A. Wiggins 24' 3PT  (3 PTS) (L. Dort 1 AST),"[1630598, 1629652]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,24.03,Made,,,,,3.0,L. Dort,1629652.0,1.0,,,,,,,,,,,
100,PT03M29.00S,2021-11-16T01:24:24.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,21,14,2021-11-16T01:24:24Z,990000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M29.00S,2021-11-16T01:26:46.2Z,1,REGULAR,substitution,out,[],200782,,,1610612748,21,14,2021-11-16T01:27:03Z,1000000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M29.00S,2021-11-16T01:26:46.2Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,21,14,2021-11-16T01:27:03Z,1010000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M12.00S,2021-11-16T01:27:34.5Z,1,REGULAR,foul,offensive,[],1630209,,,1610612748,21,14,2021-11-16T01:27:59Z,1020000,,,0,,O. Yurtseven offensive FOUL (1 PF),"[1630209, 1630526]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Robinson-Earl,1630526.0,
105,PT03M12.00S,2021-11-16T01:27:34.5Z,1,REGULAR,turnover,offensive foul,[],1630209,,,1610612748,21,14,2021-11-16T01:27:59Z,1040000,,,0,,O. Yurtseven offensive foul TURNOVER (1 TO),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,1.0,,,201638.0,,,,,
106,PT03M12.00S,2021-11-16T01:27:40.2Z,1,REGULAR,substitution,out,[],1630209,,,1610612760,21,14,2021-11-16T01:27:52Z,1050000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M12.00S,2021-11-16T01:27:40.2Z,1,REGULAR,substitution,in,[],203473,,,1610612760,21,14,2021-11-16T01:27:52Z,1060000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M54.00S,2021-11-16T01:28:10.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,19.66162943495401,32.1078431372549,1610612760,21,14,2021-11-16T01:28:15Z,1070000,89.0,132.0,1,left,MISS S. Gilgeous-Alexander 15' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,15.97,Missed,,,,,,,,,,,,,,,,,,,
109,PT02M50.00S,2021-11-16T01:28:14.6Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,21,14,2021-11-16T01:28:15Z,1080000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
110,PT02M41.00S,2021-11-16T01:28:27.1Z,1,REGULAR,foul,offensive,[],1628997,,,1610612748,21,14,2021-11-16T01:28:38Z,1090000,,,0,,C. Martin offensive FOUL (1 PF),"[1628997, 1629652]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Dort,1629652.0,
112,PT02M41.00S,2021-11-16T01:28:27.1Z,1,REGULAR,turnover,offensive foul,[],1628997,,,1610612748,21,14,2021-11-16T01:28:27Z,1110000,,,0,,C. Martin offensive foul TURNOVER (1 TO),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,1.0,,,2004.0,,,,,
113,PT02M41.00S,2021-11-16T01:28:33.8Z,1,REGULAR,substitution,out,[],1628983,,,1610612760,21,14,2021-11-16T01:28:47Z,1120000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M41.00S,2021-11-16T01:28:33.8Z,1,REGULAR,substitution,out,[],1630526,,,1610612760,21,14,2021-11-16T01:28:47Z,1130000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M41.00S,2021-11-16T01:28:33.8Z,1,REGULAR,substitution,out,[],200768,,,1610612760,21,14,2021-11-16T01:28:47Z,1140000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M41.00S,2021-11-16T01:28:33.8Z,1,REGULAR,substitution,out,[],1629130,,,1610612760,21,14,2021-11-16T01:28:47Z,1150000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M41.00S,2021-11-16T01:28:33.8Z,1,REGULAR,substitution,in,[],1629660,,,1610612760,21,14,2021-11-16T01:28:47Z,1160000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M41.00S,2021-11-16T01:28:33.8Z,1,REGULAR,substitution,in,[],1629676,,,1610612760,21,14,2021-11-16T01:28:47Z,1170000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M41.00S,2021-11-16T01:28:33.8Z,1,REGULAR,substitution,in,[],1629216,,,1610612760,21,14,2021-11-16T01:28:47Z,1180000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M41.00S,2021-11-16T01:28:33.8Z,1,REGULAR,substitution,in,[],1629639,,,1610612760,21,14,2021-11-16T01:28:47Z,1190000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M31.00S,2021-11-16T01:28:57.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629652,5.206964520367937,56.127450980392155,1610612760,21,14,2021-11-16T01:29:01Z,1200000,-31.0,-4.0,1,left,MISS L. Dort driving Layup - blocked,"[1629652, 203473]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,3.08,Missed,,,,,,,,,Dedmon,203473.0,,,,,,,,,
122,PT02M31.00S,2021-11-16T01:28:57.7Z,1,REGULAR,block,,[],203473,,,1610612760,21,14,2021-11-16T01:29:00Z,1210000,,,0,,D. Dedmon BLOCK (2 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M28.00S,2021-11-16T01:29:00.7Z,1,REGULAR,rebound,offensive,[],1629652,,,1610612760,21,14,2021-11-16T01:29:01Z,1220000,,,0,,L. Dort REBOUND (Off:1 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,121.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
124,PT02M27.00S,2021-11-16T01:29:02.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629660,27.94021024967148,22.54901960784314,1610612760,21,14,2021-11-16T01:29:06Z,1230000,137.0,210.0,1,left,MISS T. Jerome 25' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,,
125,PT02M23.00S,2021-11-16T01:29:06.0Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,21,14,2021-11-16T01:29:06Z,1240000,,,0,,D. Dedmon REBOUND (Off:0 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,124.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
126,PT02M14.00S,2021-11-16T01:29:18.4Z,1,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,21,14,2021-11-16T01:29:26Z,1250000,,,0,,T. Herro step out-of-bounds TURNOVER (2 TO),[1629639],1610612748.0,MIA,step,,,Herro,T. Herro,,,,,,,,,,,,,,,,,2.0,,,2004.0,,,,,
127,PT02M10.00S,2021-11-16T01:29:27.6Z,1,REGULAR,turnover,out-of-bounds,[],1630598,,,1610612760,21,14,2021-11-16T01:29:34Z,1260000,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (1 TO),[1630598],1610612760.0,OKC,lost ball,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,1.0,,,1627526.0,,,,,
128,PT01M55.00S,2021-11-16T01:29:54.8Z,1,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612748,21,14,2021-11-16T01:30:00Z,1270000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Martin 2 FT),"[1630598, 1628997]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,1627526.0,1.0,0.0,Martin,1628997.0,
130,PT01M55.00S,2021-11-16T01:30:24.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628997,,,1610612748,21,14,2021-11-16T01:30:24Z,1290000,,,0,,MISS C. Martin Free Throw 1 of 2,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,Missed,,,,,,,,,,,,,,,,,,,
131,PT01M55.00S,2021-11-16T01:30:24.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,21,14,2021-11-16T01:30:24Z,1300000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,
132,PT01M55.00S,2021-11-16T01:30:25.2Z,1,REGULAR,substitution,out,[],1629652,,,1610612748,21,14,2021-11-16T01:30:30Z,1310000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M55.00S,2021-11-16T01:30:25.2Z,1,REGULAR,substitution,in,[],1629026,,,1610612748,21,14,2021-11-16T01:30:30Z,1320000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M55.00S,2021-11-16T01:30:46.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628997,,,1610612748,21,15,2021-11-16T01:30:46Z,1330000,,,0,,C. Martin Free Throw 2 of 2 (1 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
135,PT01M32.00S,2021-11-16T01:31:11.7Z,1,REGULAR,2pt,Jump Shot,[],1629676,6.389618922470433,66.42156862745098,1610612760,21,15,2021-11-16T01:35:00Z,1340000,-82.0,8.0,1,left,MISS I. Roby 8' turnaround Shot,[1629676],1610612760.0,OKC,turnaround,,,Roby,I. Roby,,,,,8.25,Missed,,,,,,,,,,,,,,,,,,,
136,PT01M26.00S,2021-11-16T01:31:17.7Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,21,15,2021-11-16T01:31:18Z,1350000,,,0,,D. Dedmon REBOUND (Off:0 Def:4),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,135.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
137,PT01M17.00S,2021-11-16T01:31:25.8Z,1,REGULAR,3pt,Jump Shot,[],1629639,73.27529566360053,17.15686274509804,1610612748,21,18,2021-11-16T01:31:31Z,1360000,-164.0,199.0,1,right,T. Herro 25' 3PT pullup (9 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,25.78,Made,,,,,9.0,,,,,,,,,,,,,,
138,PT00M59.10S,2021-11-16T01:31:45.7Z,1,REGULAR,3pt,Jump Shot,[],1630598,3.630091984231275,95.09803921568627,1610612760,24,18,2021-11-16T01:31:50Z,1370000,-225.0,-18.0,1,left,A. Wiggins 3PT  (6 PTS) (A. Pokusevski 1 AST),"[1630598, 1630197]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,22.62,Made,,,,,6.0,A. Pokusevski,1630197.0,1.0,,,,,,,,,,,
140,PT00M45.40S,2021-11-16T01:32:05.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630197,,,1610612748,24,18,2021-11-16T01:32:15Z,1390000,,,0,,A. Pokusevski shooting personal FOUL (1 PF) (Martin 2 FT),"[1630197, 1628997]",1610612760.0,OKC,shooting,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Martin,1628997.0,
142,PT00M45.40S,2021-11-16T01:32:33.7Z,1,REGULAR,freethrow,1 of 2,[],1628997,,,1610612748,24,19,2021-11-16T01:32:33Z,1410000,,,0,,C. Martin Free Throw 1 of 2 (2 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
143,PT00M45.40S,2021-11-16T01:32:34.4Z,1,REGULAR,substitution,out,[],1629676,,,1610612748,24,19,2021-11-16T01:32:38Z,1420000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M45.40S,2021-11-16T01:32:34.4Z,1,REGULAR,substitution,in,[],203488,,,1610612748,24,19,2021-11-16T01:32:38Z,1430000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M45.40S,2021-11-16T01:32:53.9Z,1,REGULAR,freethrow,2 of 2,[],1628997,,,1610612748,24,20,2021-11-16T01:32:53Z,1440000,,,0,,C. Martin Free Throw 2 of 2 (3 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
146,PT00M40.00S,2021-11-16T01:33:00.8Z,1,REGULAR,turnover,bad pass,[],1630197,,,1610612760,24,20,2021-11-16T01:33:05Z,1450000,,,0,,A. Pokusevski bad pass TURNOVER (1 TO),"[1630197, 1628997]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,1.0,Martin,1628997.0,,,,,,
147,PT00M40.00S,2021-11-16T01:33:00.8Z,1,REGULAR,steal,,[],1628997,,,1610612748,24,20,2021-11-16T01:33:03Z,1460000,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M35.50S,2021-11-16T01:33:05.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,74.58935611038108,17.401960784313726,1610612748,24,23,2021-11-16T01:33:10Z,1470000,-163.0,186.0,1,right,M. Strus 24' 3PT  (3 PTS) (G. Vincent 1 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,24.76,Made,,,,,3.0,G. Vincent,1629216.0,1.0,,,,,,,,,,,
150,PT00M25.90S,2021-11-16T01:33:17.3Z,1,REGULAR,3pt,Jump Shot,[],203488,2.1846254927726676,95.34313725490196,1610612760,24,23,2021-11-16T01:33:21Z,1490000,-227.0,-32.0,1,left,MISS M. Muscala 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,22.89,Missed,,,,,,,,,,,,,,,,,,,
151,PT00M22.60S,2021-11-16T01:33:20.4Z,1,REGULAR,rebound,offensive,[],1630197,,,1610612760,24,23,2021-11-16T01:33:20Z,1500000,,,0,,A. Pokusevski REBOUND (Off:1 Def:0),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
152,PT00M14.30S,2021-11-16T01:33:28.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629660,31.488173455978973,69.85294117647058,1610612760,24,23,2021-11-16T01:33:33Z,1510000,-99.0,243.0,1,left,MISS T. Jerome 26' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,,
153,PT00M10.90S,2021-11-16T01:33:32.2Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,24,23,2021-11-16T01:33:33Z,1520000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,152.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
154,PT00M00.00S,2021-11-16T01:33:52.5Z,1,REGULAR,period,end,[],0,,,1610612748,24,23,2021-11-16T01:33:52Z,1530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-11-16T01:33:55.8Z,2,REGULAR,substitution,out,['startperiod'],1630197,,,1610612748,24,23,2021-11-16T01:36:11Z,1540000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-11-16T01:33:55.8Z,2,REGULAR,substitution,in,['startperiod'],1630544,,,1610612748,24,23,2021-11-16T01:36:11Z,1550000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-11-16T01:36:26.6Z,2,REGULAR,period,start,[],0,,,1610612760,24,23,2021-11-16T01:36:26Z,1560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M44.00S,2021-11-16T01:36:41.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,10.33180026281209,62.745098039215684,1610612760,24,23,2021-11-16T01:36:49Z,1570000,-64.0,45.0,1,left,MISS T. Mann 7' floating Shot,[1630544],1610612760.0,OKC,floating,,,Mann,T. Mann,,,,,7.78,Missed,,,,,,,,,,,,,,,,,,,
159,PT11M42.00S,2021-11-16T01:36:43.6Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,24,23,2021-11-16T01:36:49Z,1580000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
160,PT11M31.00S,2021-11-16T01:36:54.3Z,2,REGULAR,turnover,bad pass,[],1629639,,,1610612748,24,23,2021-11-16T01:36:58Z,1590000,,,0,,T. Herro bad pass TURNOVER (3 TO),"[1629639, 1629026]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,3.0,Williams,1629026.0,,,,,,
161,PT11M31.00S,2021-11-16T01:36:54.3Z,2,REGULAR,steal,,[],1629026,,,1610612760,24,23,2021-11-16T01:36:56Z,1600000,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M27.00S,2021-11-16T01:37:00.7Z,2,REGULAR,turnover,out-of-bounds,[],1630598,,,1610612760,24,23,2021-11-16T01:37:07Z,1610000,,,0,,A. Wiggins bad pass out-of-bounds TURNOVER (2 TO),[1630598],1610612760.0,OKC,bad pass,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,2.0,,,1627526.0,,,,,
163,PT11M08.00S,2021-11-16T01:37:24.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,95.74572930354796,1.4705882352941175,1610612748,24,23,2021-11-16T01:38:18Z,1620000,-243.0,-13.0,1,right,MISS G. Vincent 24' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,24.29,Missed,,,,,,,,,,,,,,,,,,,
164,PT11M06.00S,2021-11-16T01:37:26.1Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,24,23,2021-11-16T01:37:28Z,1630000,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
165,PT10M59.00S,2021-11-16T01:37:32.6Z,2,REGULAR,3pt,Jump Shot,[],1630598,24.129434954007884,11.27450980392157,1610612760,24,23,2021-11-16T01:37:38Z,1640000,194.0,174.0,1,left,MISS A. Wiggins 26' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
166,PT10M56.00S,2021-11-16T01:37:36.3Z,2,REGULAR,rebound,offensive,[],203488,,,1610612760,24,23,2021-11-16T01:37:36Z,1650000,,,0,,M. Muscala REBOUND (Off:1 Def:0),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,165.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
167,PT10M55.00S,2021-11-16T01:37:38.9Z,2,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612760,24,23,2021-11-16T01:37:43Z,1660000,,,0,,C. Martin shooting personal FOUL (2 PF) (Williams 2 FT),"[1628997, 1629026]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,1627526.0,2.0,0.0,Williams,1629026.0,
169,PT10M55.00S,2021-11-16T01:38:09.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629026,,,1610612760,24,23,2021-11-16T01:38:09Z,1680000,,,0,,MISS K. Williams Free Throw 1 of 2,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
170,PT10M55.00S,2021-11-16T01:38:09.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,24,23,2021-11-16T01:38:09Z,1690000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,,,
171,PT10M55.00S,2021-11-16T01:38:27.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629026,,,1610612760,25,23,2021-11-16T01:38:27Z,1700000,,,0,,K. Williams Free Throw 2 of 2 (1 PTS),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
172,PT10M44.00S,2021-11-16T01:38:39.5Z,2,REGULAR,3pt,Jump Shot,[],1629622,73.80091984231275,17.15686274509804,1610612748,25,26,2021-11-16T01:38:43Z,1710000,-164.0,194.0,1,right,M. Strus 25' 3PT  (6 PTS) (G. Vincent 2 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,25.4,Made,,,,,6.0,G. Vincent,1629216.0,2.0,,,,,,,,,,,
