actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
456,PT02M47.00S,2021-10-27T01:40:14.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203110,5.338370565045992,46.07843137254902,1610612744,74,70,2021-10-27T01:40:18Z,4330000,20.0,-2.0,1,left,D. Green Layup (8 PTS) (S. Curry 2 AST),"[203110, 201939]",1610612744.0,GSW,,,,Green,D. Green,,,,,1.97,Made,,,,,,,,,,,8.0,S. Curry,201939.0,2.0,,,,,
458,PT02M47.00S,2021-10-27T01:40:19.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612760,74,70,2021-10-27T01:40:19Z,4350000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M47.00S,2021-10-27T01:41:43.6Z,3,REGULAR,substitution,out,[],1630177,,,1610612760,74,70,2021-10-27T01:41:55Z,4360000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M47.00S,2021-10-27T01:41:43.6Z,3,REGULAR,substitution,out,[],203952,,,1610612760,74,70,2021-10-27T01:41:55Z,4370000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M47.00S,2021-10-27T01:41:43.6Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,74,70,2021-10-27T01:41:55Z,4380000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M47.00S,2021-10-27T01:41:43.6Z,3,REGULAR,substitution,in,[],203490,,,1610612760,74,70,2021-10-27T01:41:55Z,4390000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M39.00S,2021-10-27T01:42:20.4Z,3,REGULAR,foul,personal,['2freethrow'],1629308,,,1610612760,74,70,2021-10-27T01:42:40Z,4400000,,,0,,J. Toscano-Anderson shooting personal FOUL (1 PF) (Pokusevski 2 FT),"[1629308, 1630197]",1610612744.0,GSW,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,1155.0,,,,,,,,,,,1.0,0.0,Pokusevski,1630197.0,
465,PT02M39.00S,2021-10-27T01:42:55.6Z,3,REGULAR,freethrow,1 of 2,[],1630197,,,1610612760,75,70,2021-10-27T01:42:55Z,4420000,,,0,,A. Pokusevski Free Throw 1 of 2 (8 PTS),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,Made,,,,,,,,,,,8.0,,,,,,,,
466,PT02M39.00S,2021-10-27T01:43:00.4Z,3,REGULAR,freethrow,2 of 2,[],1630197,,,1610612760,76,70,2021-10-27T01:43:00Z,4430000,,,0,,A. Pokusevski Free Throw 2 of 2 (9 PTS),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,Made,,,,,,,,,,,9.0,,,,,,,,
467,PT02M27.00S,2021-10-27T01:43:11.5Z,3,REGULAR,3pt,Jump Shot,[],201939,18.873193166885677,93.38235294117648,1610612744,76,70,2021-10-27T01:43:17Z,4440000,-217.0,125.0,1,left,MISS S. Curry 25' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,,
468,PT02M24.00S,2021-10-27T01:43:14.5Z,3,REGULAR,rebound,defensive,[],1630197,,,1610612760,76,70,2021-10-27T01:43:17Z,4450000,,,0,,A. Pokusevski REBOUND (Off:0 Def:4),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,467.0,,,4.0,4.0,0.0,,,,,,,,,,,
469,PT02M14.00S,2021-10-27T01:43:24.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.38042049934296,39.21568627450981,1610612760,76,70,2021-10-27T01:43:30Z,4460000,-54.0,10.0,1,right,MISS S. Gilgeous-Alexander driving Layup - blocked,"[1628983, 203110]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,5.48,Missed,Green,203110.0,,,,,,,,,,,,,,,,,
470,PT02M14.00S,2021-10-27T01:43:24.5Z,3,REGULAR,block,,[],203110,,,1610612760,76,70,2021-10-27T01:43:29Z,4470000,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M07.00S,2021-10-27T01:43:31.5Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,76,70,2021-10-27T01:43:30Z,4480000,,,0,,D. Green REBOUND (Off:0 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,469.0,,,7.0,7.0,0.0,,,,,,,,,,,
472,PT02M04.00S,2021-10-27T01:43:56.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630197,,,1610612744,76,70,2021-10-27T01:44:25Z,4490000,,,0,,A. Pokusevski personal FOUL (1 PF) (Curry 2 FT),"[1630197, 201939]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,1155.0,,,,,,,,,,,1.0,0.0,Curry,201939.0,
475,PT02M04.00S,2021-10-27T01:44:26.6Z,3,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,76,71,2021-10-27T01:44:26Z,4510000,,,0,,S. Curry Free Throw 1 of 2 (22 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,,,,,,,22.0,,,,,,,,
476,PT02M04.00S,2021-10-27T01:44:28.4Z,3,REGULAR,substitution,out,[],203110,,,1610612744,76,71,2021-10-27T01:44:37Z,4520000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT02M04.00S,2021-10-27T01:44:28.4Z,3,REGULAR,substitution,in,[],2738,,,1610612744,76,71,2021-10-27T01:44:37Z,4530000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M04.00S,2021-10-27T01:44:55.0Z,3,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,76,72,2021-10-27T01:44:55Z,4540000,,,0,,S. Curry Free Throw 2 of 2 (23 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,,,,,,,23.0,,,,,,,,
479,PT01M45.00S,2021-10-27T01:45:14.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,91.67214191852825,41.17647058823529,1610612760,76,72,2021-10-27T01:45:18Z,4550000,-44.0,26.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,5.11,Missed,,,,,,,,,,,,,,,,,,,
480,PT01M43.00S,2021-10-27T01:45:16.2Z,3,REGULAR,rebound,defensive,[],1627814,,,1610612744,76,72,2021-10-27T01:45:18Z,4560000,,,0,,D. Lee REBOUND (Off:0 Def:3),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,479.0,,,3.0,3.0,0.0,,,,,,,,,,,
481,PT01M34.00S,2021-10-27T01:45:25.0Z,3,REGULAR,3pt,Jump Shot,[],1627814,6.258212877792378,4.166666666666666,1610612744,76,75,2021-10-27T01:45:29Z,4570000,229.0,6.0,1,left,D. Lee 3PT  (15 PTS) (O. Porter Jr. 1 AST),"[1627814, 203490]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,22.93,Made,,,,,,,,,,,15.0,O. Porter Jr.,203490.0,1.0,,,,,
483,PT01M16.00S,2021-10-27T01:45:50.6Z,3,REGULAR,foul,offensive,['inpenalty'],1630197,,,1610612760,76,75,2021-10-27T01:45:57Z,4590000,,,0,,A. Pokusevski offensive FOUL (2 PF),"[1630197, 201939]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,1155.0,,,,,,,,,,,2.0,0.0,Curry,201939.0,
485,PT01M16.00S,2021-10-27T01:45:50.6Z,3,REGULAR,turnover,offensive foul,[],1630197,,,1610612760,76,75,2021-10-27T01:45:50Z,4610000,,,0,,A. Pokusevski offensive foul TURNOVER (2 TO),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,1155.0,2.0,,,,,,,,,,,,,,
486,PT01M16.00S,2021-10-27T01:46:09.5Z,3,REGULAR,substitution,out,[],1628983,,,1610612744,76,75,2021-10-27T01:46:20Z,4620000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT01M16.00S,2021-10-27T01:46:09.5Z,3,REGULAR,substitution,in,[],1630177,,,1610612744,76,75,2021-10-27T01:46:20Z,4630000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT01M01.00S,2021-10-27T01:46:34.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203490,23.47240473061761,10.53921568627451,1610612744,76,78,2021-10-27T01:46:39Z,4640000,197.0,168.0,1,left,O. Porter Jr. 25' 3PT  (3 PTS) (D. Lee 1 AST),"[203490, 1627814]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,25.92,Made,,,,,,,,,,,3.0,D. Lee,1627814.0,1.0,,,,,
490,PT00M45.90S,2021-10-27T01:46:55.6Z,3,REGULAR,foul,personal,[],2738,,,1610612760,76,78,2021-10-27T01:47:28Z,4660000,,,0,,A. Iguodala personal FOUL (1 PF),"[2738, 1629652]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,201245.0,,,,,,,,,,,1.0,0.0,Dort,1629652.0,
492,PT00M38.40S,2021-10-27T01:47:39.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,89.70105124835742,41.911764705882355,1610612760,76,78,2021-10-27T01:47:45Z,4680000,-40.0,44.0,1,right,MISS A. Pokusevski 6' driving Layup - blocked,"[1630197, 203490]",1610612760.0,OKC,driving,,,Pokusevski,A. Pokusevski,,,,,6.0,Missed,Porter Jr.,203490.0,,,,,,,,,,,,,,,,,
493,PT00M38.40S,2021-10-27T01:47:39.9Z,3,REGULAR,block,,[],203490,,,1610612760,76,78,2021-10-27T01:47:42Z,4690000,,,0,,O. Porter Jr. BLOCK (1 BLK),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT00M34.80S,2021-10-27T01:47:43.5Z,3,REGULAR,rebound,offensive,[],1629652,,,1610612760,76,78,2021-10-27T01:47:45Z,4700000,,,0,,L. Dort REBOUND (Off:1 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,492.0,,,3.0,2.0,1.0,,,,,,,,,,,
495,PT00M32.30S,2021-10-27T01:47:45.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629652,91.80354796320631,45.34313725490196,1610612760,76,78,2021-10-27T01:49:23Z,4710000,-23.0,25.0,1,right,MISS L. Dort driving finger roll Layup,[1629652],1610612760.0,OKC,driving finger roll,,,Dort,L. Dort,,,,,3.38,Missed,,,,,,,,,,,,,,,,,,,
496,PT00M30.10S,2021-10-27T01:47:48.1Z,3,REGULAR,rebound,defensive,[],2738,,,1610612744,76,78,2021-10-27T01:47:52Z,4720000,,,0,,A. Iguodala REBOUND (Off:1 Def:3),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,495.0,,,4.0,3.0,1.0,,,,,,,,,,,
497,PT00M24.40S,2021-10-27T01:47:53.9Z,3,REGULAR,3pt,Jump Shot,[],203490,8.754927726675426,3.1862745098039214,1610612744,76,81,2021-10-27T01:47:59Z,4730000,234.0,30.0,1,left,O. Porter Jr. 3PT  (6 PTS) (A. Iguodala 2 AST),"[203490, 2738]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,23.6,Made,,,,,,,,,,,6.0,A. Iguodala,2738.0,2.0,,,,,
499,PT00M00.00S,2021-10-27T01:48:21.3Z,3,REGULAR,3pt,Jump Shot,[],203488,64.47109067017082,72.79411764705883,1610612760,76,81,2021-10-27T01:48:27Z,4750000,114.0,281.0,1,right,MISS M. Muscala 30' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,30.37,Missed,,,,,,,,,,,,,,,,,,,
500,PT00M00.00S,2021-10-27T01:48:24.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,76,81,2021-10-27T01:48:24Z,4760000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,,
501,PT00M00.00S,2021-10-27T01:48:37.5Z,3,REGULAR,period,end,[],0,,,1610612760,76,81,2021-10-27T01:48:37Z,4770000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2021-10-27T01:48:42.6Z,4,REGULAR,substitution,out,['startperiod'],1629652,,,1610612760,76,81,2021-10-27T01:51:10Z,4780000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2021-10-27T01:48:42.6Z,4,REGULAR,substitution,out,['startperiod'],203488,,,1610612760,76,81,2021-10-27T01:51:10Z,4790000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2021-10-27T01:48:42.6Z,4,REGULAR,substitution,out,['startperiod'],201939,,,1610612760,76,81,2021-10-27T01:51:10Z,4800000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2021-10-27T01:48:42.6Z,4,REGULAR,substitution,in,['startperiod'],1630526,,,1610612760,76,81,2021-10-27T01:51:10Z,4810000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2021-10-27T01:48:42.6Z,4,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,76,81,2021-10-27T01:51:10Z,4820000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2021-10-27T01:48:42.6Z,4,REGULAR,substitution,in,['startperiod'],1629673,,,1610612760,76,81,2021-10-27T01:51:10Z,4830000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2021-10-27T01:51:09.1Z,4,REGULAR,period,start,[],0,,,1610612744,76,81,2021-10-27T01:51:11Z,4840000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT11M46.00S,2021-10-27T01:51:23.1Z,4,REGULAR,3pt,Jump Shot,[],2738,9.017739816031538,2.941176470588235,1610612744,76,81,2021-10-27T01:51:27Z,4850000,235.0,32.0,1,left,MISS A. Iguodala 3PT,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,23.75,Missed,,,,,,,,,,,,,,,,,,,
510,PT11M42.00S,2021-10-27T01:51:27.1Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,76,81,2021-10-27T01:51:27Z,4860000,,,0,,J. Giddey REBOUND (Off:1 Def:7),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,509.0,,,8.0,7.0,1.0,,,,,,,,,,,
511,PT11M36.00S,2021-10-27T01:51:33.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,93.24901445466492,50.245098039215684,1610612760,76,81,2021-10-27T01:51:40Z,4870000,1.0,11.0,1,right,MISS J. Robinson-Earl cutting Layup - blocked,"[1630526, 2738]",1610612760.0,OKC,cutting,,,Robinson-Earl,J. Robinson-Earl,,,,,1.11,Missed,Iguodala,2738.0,,,,,,,,,,,,,,,,,
512,PT11M36.00S,2021-10-27T01:51:33.8Z,4,REGULAR,block,,[],2738,,,1610612760,76,81,2021-10-27T01:51:36Z,4880000,,,0,,A. Iguodala BLOCK (1 BLK),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT11M36.00S,2021-10-27T01:51:33.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,76,81,2021-10-27T01:51:40Z,4890000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,511.0,,,,,,,,,,,,,,,,
514,PT11M36.00S,2021-10-27T01:51:39.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,76,81,2021-10-27T01:51:39Z,4900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT11M32.00S,2021-10-27T01:51:54.4Z,4,REGULAR,turnover,traveling,[],1630526,,,1610612760,76,81,2021-10-27T01:52:01Z,4910000,,,0,,J. Robinson-Earl traveling TURNOVER (3 TO),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,201245.0,3.0,,,,,,,,,,,,,,
516,PT11M10.00S,2021-10-27T01:52:28.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629308,7.30946123521682,95.58823529411765,1610612744,76,81,2021-10-27T01:52:33Z,4920000,-228.0,16.0,1,left,MISS J. Toscano-Anderson 3PT,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,22.85,Missed,,,,,,,,,,,,,,,,,,,
517,PT11M06.00S,2021-10-27T01:52:32.2Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,76,81,2021-10-27T01:52:33Z,4930000,,,0,,K. Williams REBOUND (Off:0 Def:4),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,516.0,,,4.0,4.0,0.0,,,,,,,,,,,
518,PT10M49.00S,2021-10-27T01:52:52.5Z,4,REGULAR,foul,personal,[],203490,,,1610612760,76,81,2021-10-27T01:52:57Z,4940000,,,0,,O. Porter Jr. personal FOUL (1 PF),"[203490, 1630581]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,201245.0,,,,,,,,,,,1.0,0.0,Giddey,1630581.0,
520,PT10M38.00S,2021-10-27T01:53:14.6Z,4,REGULAR,3pt,Jump Shot,[],1630526,96.13994743758212,94.85294117647058,1610612760,76,81,2021-10-27T01:53:20Z,4960000,224.0,-16.0,1,right,MISS J. Robinson-Earl 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,22.49,Missed,,,,,,,,,,,,,,,,,,,
521,PT10M35.00S,2021-10-27T01:53:17.6Z,4,REGULAR,rebound,defensive,[],2738,,,1610612744,76,81,2021-10-27T01:53:20Z,4970000,,,0,,A. Iguodala REBOUND (Off:1 Def:4),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,520.0,,,5.0,4.0,1.0,,,,,,,,,,,
522,PT10M28.00S,2021-10-27T01:53:24.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,4.5499342969776615,52.20588235294118,1610612744,76,83,2021-10-27T01:53:28Z,4980000,-11.0,-10.0,1,left,J. Poole driving Layup (6 PTS) (A. Iguodala 3 AST),"[1629673, 2738]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,1.47,Made,,,,,,,,,,,6.0,A. Iguodala,2738.0,3.0,,,,,
524,PT10M14.00S,2021-10-27T01:53:38.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,92.46057818659659,49.754901960784316,1610612760,76,83,2021-10-27T01:53:41Z,5000000,-1.0,18.0,1,right,MISS K. Williams Layup,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,,
525,PT10M12.00S,2021-10-27T01:53:40.1Z,4,REGULAR,rebound,defensive,[],203490,,,1610612744,76,83,2021-10-27T01:53:41Z,5010000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:3),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,524.0,,,3.0,3.0,0.0,,,,,,,,,,,
526,PT10M07.00S,2021-10-27T01:53:45.4Z,4,REGULAR,3pt,Jump Shot,[],1629673,33.590670170827856,12.254901960784313,1610612744,76,83,2021-10-27T01:53:53Z,5020000,189.0,263.0,1,left,MISS J. Poole 32' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,32.39,Missed,,,,,,,,,,,,,,,,,,,
527,PT10M03.00S,2021-10-27T01:53:49.4Z,4,REGULAR,rebound,defensive,[],1630526,,,1610612760,76,83,2021-10-27T01:53:53Z,5030000,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,526.0,,,4.0,2.0,2.0,,,,,,,,,,,
528,PT09M52.00S,2021-10-27T01:53:59.6Z,4,REGULAR,2pt,Jump Shot,[],1630197,72.88107752956637,53.92156862745098,1610612760,76,83,2021-10-27T01:54:04Z,5040000,20.0,202.0,1,right,MISS A. Pokusevski 20' pullup Shot,[1630197],1610612760.0,OKC,pullup,,,Pokusevski,A. Pokusevski,,,,,20.33,Missed,,,,,,,,,,,,,,,,,,,
529,PT09M50.00S,2021-10-27T01:54:01.9Z,4,REGULAR,rebound,offensive,[],1630526,,,1610612760,76,83,2021-10-27T01:54:01Z,5050000,,,0,,J. Robinson-Earl REBOUND (Off:3 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,528.0,,,5.0,2.0,3.0,,,,,,,,,,,
530,PT09M50.00S,2021-10-27T01:54:08.1Z,4,REGULAR,violation,kicked ball,[],2738,,,1610612760,76,83,2021-10-27T01:54:12Z,5060000,,,0,,A. Iguodala kicked ball VIOLATION,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,202049.0,,,,,,,,,,,,,,,
531,PT09M50.00S,2021-10-27T01:54:09.8Z,4,REGULAR,substitution,out,[],1630197,,,1610612760,76,83,2021-10-27T01:54:15Z,5070000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT09M50.00S,2021-10-27T01:54:09.8Z,4,REGULAR,substitution,out,[],1627814,,,1610612760,76,83,2021-10-27T01:54:15Z,5080000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT09M50.00S,2021-10-27T01:54:09.8Z,4,REGULAR,substitution,in,[],1628983,,,1610612760,76,83,2021-10-27T01:54:15Z,5090000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT09M50.00S,2021-10-27T01:54:09.8Z,4,REGULAR,substitution,in,[],203952,,,1610612760,76,83,2021-10-27T01:54:15Z,5100000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT09M48.00S,2021-10-27T01:54:26.6Z,4,REGULAR,turnover,bad pass,[],1630581,,,1610612760,76,83,2021-10-27T01:54:30Z,5110000,,,0,,J. Giddey bad pass TURNOVER (2 TO),"[1630581, 1629308]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,2.0,,,,Toscano-Anderson,1629308.0,,,,,,,,,
536,PT09M48.00S,2021-10-27T01:54:26.6Z,4,REGULAR,steal,,[],1629308,,,1610612744,76,83,2021-10-27T01:54:28Z,5120000,,,0,,J. Toscano-Anderson STEAL (1 STL),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT09M47.00S,2021-10-27T01:54:32.6Z,4,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612744,76,83,2021-10-27T01:54:56Z,5130000,,,0,,J. Robinson-Earl shooting personal FOUL (1 PF) (Toscano-Anderson 2 FT),"[1630526, 1629308]",1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,201245.0,,,,,,,,,,,1.0,0.0,Toscano-Anderson,1629308.0,
539,PT09M47.00S,2021-10-27T01:55:02.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629308,,,1610612744,76,84,2021-10-27T01:55:02Z,5150000,,,0,,J. Toscano-Anderson Free Throw 1 of 2 (1 PTS),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
540,PT09M47.00S,2021-10-27T01:55:19.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629308,,,1610612744,76,85,2021-10-27T01:55:19Z,5160000,,,0,,J. Toscano-Anderson Free Throw 2 of 2 (2 PTS),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
541,PT09M30.00S,2021-10-27T01:55:39.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,88.64980289093299,49.26470588235294,1610612760,76,85,2021-10-27T01:55:48Z,5170000,-4.0,54.0,1,right,MISS J. Giddey Layup - blocked,"[1630581, 1629308]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,5.43,Missed,Toscano-Anderson,1629308.0,,,,,,,,,,,,,,,,,
542,PT09M30.00S,2021-10-27T01:55:39.1Z,4,REGULAR,block,,[],1629308,,,1610612760,76,85,2021-10-27T01:57:06Z,5180000,,,0,,J. Toscano-Anderson BLOCK (1 BLK),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M22.00S,2021-10-27T01:55:47.1Z,4,REGULAR,rebound,offensive,[],1630581,,,1610612760,76,85,2021-10-27T01:55:48Z,5190000,,,0,,J. Giddey REBOUND (Off:2 Def:7),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,541.0,,,9.0,7.0,2.0,,,,,,,,,,,
