actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
182,PT11M07.00S,2022-04-02T00:40:25.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630691,68.01905387647832,28.186274509803923,1610612765,23,21,2022-04-02T00:40:30Z,1780000,-109.0,248.0,1,right,MISS J. Pickett 27' 3PT,[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,27.1,Missed,,,,,,,,,,,,,,,,,,
183,PT11M03.00S,2022-04-02T00:40:29.0Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,23,21,2022-04-02T00:40:30Z,1790000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,182.0,,,1.0,1.0,0.0,,,,,,,,,,,,
184,PT10M58.00S,2022-04-02T00:40:35.2Z,2,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612760,23,21,2022-04-02T00:40:45Z,1800000,,,0,,K. Hayes shooting personal FOUL (2 PF) (Wiggins 2 FT),"[1630165, 1630598]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,202053.0,2.0,0.0,Wiggins,1630598.0,,,
186,PT10M58.00S,2022-04-02T00:40:57.8Z,2,REGULAR,freethrow,1 of 2,[],1630598,,,1610612760,23,21,2022-04-02T00:40:57Z,1820000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,
187,PT10M58.00S,2022-04-02T00:40:57.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,23,21,2022-04-02T00:40:57Z,1830000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,186.0,,,,,,,,,,,,,,,,,
188,PT10M58.00S,2022-04-02T00:41:10.0Z,2,REGULAR,freethrow,2 of 2,[],1630598,,,1610612760,24,21,2022-04-02T00:41:10Z,1840000,,,0,,A. Wiggins Free Throw 2 of 2 (1 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
189,PT10M49.00S,2022-04-02T00:41:20.8Z,2,REGULAR,3pt,Jump Shot,[],1630240,91.67214191852825,3.9215686274509802,1610612765,24,21,2022-04-02T00:41:26Z,1850000,-230.0,26.0,1,right,MISS S. Lee 3PT,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,
190,PT10M43.00S,2022-04-02T00:41:26.8Z,2,REGULAR,rebound,defensive,[],1629658,,,1610612760,24,21,2022-04-02T00:41:26Z,1860000,,,0,,J. Hoard REBOUND (Off:1 Def:2),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,189.0,,,3.0,2.0,1.0,,,,,,,,,,,,
191,PT10M38.00S,2022-04-02T00:41:31.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630322,5.995400788436268,96.81372549019608,1610612760,24,21,2022-04-02T00:41:42Z,1870000,-234.0,4.0,1,left,MISS L. Waters III 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
192,PT10M33.00S,2022-04-02T00:41:36.6Z,2,REGULAR,rebound,defensive,[],1630296,,,1610612765,24,21,2022-04-02T00:41:42Z,1880000,,,0,,B. Key REBOUND (Off:0 Def:3),[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,191.0,,,3.0,3.0,0.0,,,,,,,,,,,,
193,PT10M27.00S,2022-04-02T00:41:41.6Z,2,REGULAR,3pt,Jump Shot,[],1630691,71.56701708278581,15.196078431372548,1610612765,24,21,2022-04-02T00:41:47Z,1890000,-174.0,215.0,1,right,MISS J. Pickett 27' 3PT,[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,27.64,Missed,,,,,,,,,,,,,,,,,,
194,PT10M22.00S,2022-04-02T00:41:46.6Z,2,REGULAR,rebound,defensive,[],1629658,,,1610612760,24,21,2022-04-02T00:41:47Z,1900000,,,0,,J. Hoard REBOUND (Off:1 Def:3),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,193.0,,,4.0,3.0,1.0,,,,,,,,,,,,
195,PT10M16.00S,2022-04-02T00:41:53.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,5.863994743758213,52.69607843137255,1610612760,26,21,2022-04-02T00:42:01Z,1910000,-13.0,3.0,1,left,A. Wiggins driving Layup (3 PTS),[1630598],1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,1.37,Made,,,,,,,3.0,,,,,,,,,,,
196,PT10M03.00S,2022-04-02T00:42:07.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,82.21090670170827,50.73529411764706,1610612765,26,21,2022-04-02T00:48:57Z,1920000,4.0,115.0,1,right,MISS K. Hayes 11' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,11.48,Missed,,,,,,,,,,,,,,,,,,
197,PT09M59.00S,2022-04-02T00:42:11.2Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612760,26,21,2022-04-02T00:42:12Z,1930000,,,0,,L. Waters III REBOUND (Off:0 Def:3),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,196.0,,,3.0,3.0,0.0,,,,,,,,,,,,
198,PT09M55.00S,2022-04-02T00:42:14.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630322,8.754927726675426,42.64705882352941,1610612760,28,21,2022-04-02T00:49:26Z,1940000,37.0,30.0,1,left,L. Waters III running Layup (2 PTS),[1630322],1610612760.0,OKC,running,,,Waters III,L. Waters III,,,,,4.74,Made,,,,,,,2.0,,,,,,,,,,,
199,PT09M42.00S,2022-04-02T00:42:26.7Z,2,REGULAR,3pt,Jump Shot,[],1628402,94.82588699080158,2.450980392156863,1610612765,28,24,2022-04-02T00:42:31Z,1950000,-238.0,-4.0,1,right,F. Jackson 3PT  (4 PTS) (K. Hayes 2 AST),"[1628402, 1630165]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,23.77,Made,,,,,,,4.0,K. Hayes,1630165.0,2.0,,,,,,,,
201,PT09M20.00S,2022-04-02T00:42:49.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,6.521024967148489,44.11764705882353,1610612760,30,24,2022-04-02T00:42:52Z,1970000,29.0,9.0,1,left,A. Wiggins driving finger roll Layup (5 PTS),[1630598],1610612760.0,OKC,driving finger roll,,,Wiggins,A. Wiggins,,,,,3.07,Made,,,,,,,5.0,,,,,,,,,,,
202,PT09M04.00S,2022-04-02T00:43:05.1Z,2,REGULAR,3pt,Jump Shot,[],1630165,66.70499342969777,27.696078431372552,1610612765,30,27,2022-04-02T00:43:09Z,1980000,-112.0,260.0,1,right,K. Hayes 28' 3PT  (10 PTS) (J. Pickett 1 AST),"[1630165, 1630691]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,28.34,Made,,,,,,,10.0,J. Pickett,1630691.0,1.0,,,,,,,,
204,PT08M47.00S,2022-04-02T00:43:21.7Z,2,REGULAR,3pt,Jump Shot,[],1630526,12.302890932982917,95.83333333333334,1610612760,30,27,2022-04-02T00:43:26Z,2000000,-229.0,63.0,1,left,MISS J. Robinson-Earl 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,23.77,Missed,,,,,,,,,,,,,,,,,,
206,PT08M44.00S,2022-04-02T00:43:24.7Z,2,REGULAR,rebound,defensive,[],1630165,,,1610612765,30,27,2022-04-02T00:43:26Z,2010000,,,0,,K. Hayes REBOUND (Off:1 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,204.0,,,3.0,2.0,1.0,,,,,,,,,,,,
207,PT08M41.00S,2022-04-02T00:43:30.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630240,88.91261498028909,51.225490196078425,1610612765,30,29,2022-04-02T00:43:34Z,2020000,6.0,52.0,1,right,S. Lee driving finger roll Layup (5 PTS) (K. Hayes 3 AST),"[1630240, 1630165]",1610612765.0,DET,driving finger roll,,,Lee,S. Lee,,,,,5.21,Made,,,,,,,5.0,K. Hayes,1630165.0,3.0,,,,,,,,
209,PT08M41.00S,2022-04-02T00:43:33.7Z,2,REGULAR,foul,personal,['1freethrow'],1630598,,,1610612765,30,29,2022-04-02T00:43:42Z,2040000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Lee 1 FT),"[1630598, 1630240]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Lee,1630240.0,,,
211,PT08M41.00S,2022-04-02T00:43:55.5Z,2,REGULAR,freethrow,1 of 1,[],1630240,,,1610612765,30,30,2022-04-02T00:43:55Z,2060000,,,0,,S. Lee Free Throw 1 of 1 (6 PTS),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
212,PT08M29.00S,2022-04-02T00:44:08.0Z,2,REGULAR,turnover,bad pass,[],1630598,,,1610612760,30,30,2022-04-02T00:44:11Z,2070000,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[1630598, 1630165]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,1.0,Hayes,1630165.0
213,PT08M29.00S,2022-04-02T00:44:08.0Z,2,REGULAR,steal,,[],1630165,,,1610612765,30,30,2022-04-02T00:44:10Z,2080000,,,0,,K. Hayes STEAL (2 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M23.00S,2022-04-02T00:44:13.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630296,93.11760840998686,4.901960784313726,1610612765,30,30,2022-04-02T00:52:02Z,2090000,-225.0,12.0,1,right,MISS B. Key running 3PT,[1630296],1610612765.0,DET,running,,,Key,B. Key,,,,,22.58,Missed,,,,,,,,,,,,,,,,,,
215,PT08M20.00S,2022-04-02T00:44:16.5Z,2,REGULAR,rebound,defensive,[],1629658,,,1610612760,30,30,2022-04-02T00:44:18Z,2100000,,,0,,J. Hoard REBOUND (Off:1 Def:4),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,214.0,,,5.0,4.0,1.0,,,,,,,,,,,,
216,PT08M18.00S,2022-04-02T00:44:19.7Z,2,REGULAR,turnover,bad pass,[],1630598,,,1610612760,30,30,2022-04-02T00:52:53Z,2110000,,,0,,A. Wiggins bad pass TURNOVER (2 TO),"[1630598, 1630240]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,2.0,Lee,1630240.0
217,PT08M18.00S,2022-04-02T00:44:19.7Z,2,REGULAR,steal,,[],1630240,,,1610612765,30,30,2022-04-02T00:44:21Z,2120000,,,0,,S. Lee STEAL (1 STL),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M13.00S,2022-04-02T00:44:23.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630165,92.59198423127464,45.09803921568628,1610612765,30,32,2022-04-02T00:54:28Z,2130000,-25.0,17.0,1,right,K. Hayes running DUNK (12 PTS) (S. Lee 2 AST),"[1630165, 1630240]",1610612765.0,DET,running,,,Hayes,K. Hayes,,,,,2.99,Made,,,,,,,12.0,S. Lee,1630240.0,2.0,,,,,,,,
235,PT07M51.00S,2022-04-02T00:44:39.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,10.512483574244415,49.28768382352941,1610612760,30,32,2022-04-02T00:55:46Z,2145000,4.0,46.0,1,left,MISS J. Robinson-Earl Layup - blocked,"[1630526, 1630691]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,4.64,Missed,,Pickett,1630691.0,,,,,,,,,,,,,,,
236,PT07M51.00S,2022-04-02T00:44:39.1Z,2,REGULAR,block,,[],1630691,,,1610612760,30,32,2022-04-02T00:47:59Z,2147500,,,0,,J. Pickett BLOCK (2 BLK),[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M47.00S,2022-04-02T00:44:43.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,30,32,2022-04-02T00:55:46Z,2148750,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,235.0,,,,,,,,,,,,,,,,,
220,PT07M47.00S,2022-04-02T00:44:54.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612760,30,32,2022-04-02T00:51:39Z,2149062,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,202041.0,,,,,,,
221,PT07M47.00S,2022-04-02T00:45:04.1Z,2,REGULAR,substitution,out,[],1630296,,,1610612765,30,32,2022-04-02T00:51:39Z,2149375,,,0,,SUB out: B. Key,[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M47.00S,2022-04-02T00:45:04.1Z,2,REGULAR,substitution,in,[],1630587,,,1610612765,30,32,2022-04-02T00:51:39Z,2149687,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M40.00S,2022-04-02T00:45:24.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630240,67.23061760840999,31.127450980392158,1610612765,30,32,2022-04-02T00:56:27Z,2180000,-94.0,256.0,1,right,MISS S. Lee 27' pullup 3PT,[1630240],1610612765.0,DET,pullup,,,Lee,S. Lee,,,,,27.24,Missed,,,,,,,,,,,,,,,,,,
224,PT07M37.00S,2022-04-02T00:45:27.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,30,32,2022-04-02T00:45:30Z,2190000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,223.0,,,,,,,,,,,,,,,,,
225,PT07M37.00S,2022-04-02T00:45:30.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,30,32,2022-04-02T00:45:30Z,2200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M25.00S,2022-04-02T00:45:46.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630846,8.754927726675426,54.90196078431373,1610612760,32,32,2022-04-02T00:57:09Z,2210000,-25.0,30.0,1,left,O. Sarr cutting DUNK (2 PTS) (A. Wiggins 1 AST),"[1630846, 1630598]",1610612760.0,OKC,cutting,,,Sarr,O. Sarr,,,,,3.86,Made,,,,,,,2.0,A. Wiggins,1630598.0,1.0,,,,,,,,
228,PT07M16.00S,2022-04-02T00:45:54.8Z,2,REGULAR,3pt,Jump Shot,[],1628402,75.1149802890933,87.00980392156863,1610612765,32,32,2022-04-02T00:45:58Z,2230000,185.0,181.0,1,right,MISS F. Jackson 25' 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,
229,PT07M13.00S,2022-04-02T00:45:57.8Z,2,REGULAR,rebound,defensive,[],1629658,,,1610612760,32,32,2022-04-02T00:45:58Z,2240000,,,0,,J. Hoard REBOUND (Off:1 Def:5),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,228.0,,,6.0,5.0,1.0,,,,,,,,,,,,
230,PT07M04.00S,2022-04-02T00:46:07.3Z,2,REGULAR,3pt,Jump Shot,[],1630322,32.933639947437584,23.284313725490197,1610612760,35,32,2022-04-02T00:58:12Z,2250000,134.0,257.0,1,left,L. Waters III 28' 3PT pullup (5 PTS) (J. Robinson-Earl 2 AST),"[1630322, 1630526]",1610612760.0,OKC,pullup,,,Waters III,L. Waters III,,,,,28.97,Made,,,,,,,5.0,J. Robinson-Earl,1630526.0,2.0,,,,,,,,
231,PT06M49.00S,2022-04-02T00:46:21.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628402,89.56964520367937,43.38235294117647,1610612765,35,32,2022-04-02T00:59:33Z,2260000,-33.0,46.0,1,right,MISS F. Jackson driving Layup - blocked,"[1628402, 1630846]",1610612765.0,DET,driving,,,Jackson,F. Jackson,,,,,5.63,Missed,,Sarr,1630846.0,,,,,,,,,,,,,,,
342,PT06M49.00S,2022-04-02T00:46:21.8Z,2,REGULAR,block,,[],1630846,,,1610612765,35,32,2022-04-02T01:03:09Z,2265000,,,0,,O. Sarr BLOCK (2 BLK),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M46.00S,2022-04-02T00:46:24.8Z,2,REGULAR,rebound,defensive,[],1629658,,,1610612760,35,32,2022-04-02T01:03:21Z,2270000,,,0,,J. Hoard REBOUND (Off:1 Def:6),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,231.0,,,7.0,6.0,1.0,,,,,,,,,,,,
233,PT06M45.00S,2022-04-02T00:46:28.7Z,2,REGULAR,turnover,out-of-bounds,[],1630846,,,1610612760,35,32,2022-04-02T00:46:35Z,2280000,,,0,,O. Sarr bad pass out-of-bounds TURNOVER (1 TO),[1630846],1610612760.0,OKC,bad pass,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,202053.0,,,,,1.0,,
234,PT06M45.00S,2022-04-02T00:46:38.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,35,32,2022-04-02T00:46:38Z,2290000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M45.00S,2022-04-02T00:48:58.1Z,2,REGULAR,substitution,out,[],1630598,,,1610612765,35,32,2022-04-02T00:49:14Z,2300000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M45.00S,2022-04-02T00:48:58.1Z,2,REGULAR,substitution,out,[],1630526,,,1610612765,35,32,2022-04-02T00:49:14Z,2310000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M45.00S,2022-04-02T00:48:58.1Z,2,REGULAR,substitution,out,[],1630240,,,1610612765,35,32,2022-04-02T00:49:14Z,2320000,,,0,,SUB out: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M45.00S,2022-04-02T00:48:58.1Z,2,REGULAR,substitution,in,[],1630177,,,1610612765,35,32,2022-04-02T00:49:14Z,2330000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M45.00S,2022-04-02T00:48:58.1Z,2,REGULAR,substitution,in,[],1630249,,,1610612765,35,32,2022-04-02T00:49:14Z,2340000,,,0,,SUB in: V. Krejci,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M45.00S,2022-04-02T00:48:58.1Z,2,REGULAR,substitution,in,[],1630296,,,1610612765,35,32,2022-04-02T00:49:14Z,2350000,,,0,,SUB in: B. Key,[1630296],1610612765.0,DET,,,,Key,B. Key,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M39.00S,2022-04-02T00:49:31.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628402,69.20170827858082,25.49019607843137,1610612765,35,35,2022-04-02T00:49:36Z,2360000,-123.0,237.0,1,right,F. Jackson 26' 3PT  (7 PTS) (J. Pickett 2 AST),"[1628402, 1630691]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,26.68,Made,,,,,,,7.0,J. Pickett,1630691.0,2.0,,,,,,,,
246,PT06M27.00S,2022-04-02T00:49:43.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,11.251642575558476,57.35294117647059,1610612760,35,35,2022-04-02T00:49:47Z,2380000,-37.0,53.0,1,left,MISS T. Maledon 6' driving Layup,[1630177],1610612760.0,OKC,driving,,,Maledon,T. Maledon,,,,,6.48,Missed,,,,,,,,,,,,,,,,,,
247,PT06M25.00S,2022-04-02T00:49:45.3Z,2,REGULAR,rebound,defensive,[],1628402,,,1610612765,35,35,2022-04-02T00:49:47Z,2390000,,,0,,F. Jackson REBOUND (Off:0 Def:1),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,246.0,,,1.0,1.0,0.0,,,,,,,,,,,,
248,PT06M23.00S,2022-04-02T00:49:49.4Z,2,REGULAR,foul,personal,['2freethrow'],1630322,,,1610612765,35,35,2022-04-02T00:50:00Z,2400000,,,0,,L. Waters III shooting personal FOUL (1 PF) (Pickett 2 FT),"[1630322, 1630691]",1610612760.0,OKC,shooting,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,202007.0,1.0,1.0,Pickett,1630691.0,,,
250,PT06M23.00S,2022-04-02T00:50:16.9Z,2,REGULAR,freethrow,1 of 2,[],1630691,,,1610612765,35,35,2022-04-02T00:50:16Z,2420000,,,0,,MISS J. Pickett Free Throw 1 of 2,[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,Missed,,,,,,,,,,,,,,,,,,
251,PT06M23.00S,2022-04-02T00:50:16.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,35,35,2022-04-02T00:50:16Z,2430000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,
252,PT06M23.00S,2022-04-02T00:50:32.4Z,2,REGULAR,freethrow,2 of 2,[],1630691,,,1610612765,35,36,2022-04-02T00:50:32Z,2440000,,,0,,J. Pickett Free Throw 2 of 2 (4 PTS),[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
253,PT06M04.00S,2022-04-02T00:50:52.1Z,2,REGULAR,turnover,bad pass,[],1630249,,,1610612760,35,36,2022-04-02T00:50:56Z,2450000,,,0,,V. Krejci bad pass TURNOVER (2 TO),"[1630249, 1630165]",1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,2.0,Hayes,1630165.0
254,PT06M04.00S,2022-04-02T00:50:52.1Z,2,REGULAR,steal,,[],1630165,,,1610612765,35,36,2022-04-02T00:50:53Z,2460000,,,0,,K. Hayes STEAL (3 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M59.00S,2022-04-02T00:50:56.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630165,89.30683311432325,48.77450980392157,1610612765,35,38,2022-04-02T01:02:56Z,2470000,-6.0,48.0,1,right,K. Hayes running Layup (14 PTS),[1630165],1610612765.0,DET,running,,,Hayes,K. Hayes,,,,,4.84,Made,,,,,,,14.0,,,,,,,,,,,
256,PT05M38.00S,2022-04-02T00:51:21.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,35,38,2022-04-02T00:51:21Z,2480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M38.00S,2022-04-02T00:51:49.9Z,2,REGULAR,substitution,out,[],1630165,,,1610612760,35,38,2022-04-02T00:52:47Z,2485000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M38.00S,2022-04-02T00:51:49.9Z,2,REGULAR,substitution,in,[],1630240,,,1610612760,35,38,2022-04-02T00:52:47Z,2487500,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M37.00S,2022-04-02T00:51:52.5Z,2,REGULAR,3pt,Jump Shot,[],1630177,26.888961892247043,86.27450980392157,1610612760,35,38,2022-04-02T01:04:22Z,2490000,-181.0,200.0,1,left,MISS T. Maledon 27' 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,27.02,Missed,,,,,,,,,,,,,,,,,,
258,PT05M30.00S,2022-04-02T00:51:59.5Z,2,REGULAR,rebound,defensive,[],1630691,,,1610612765,35,38,2022-04-02T01:04:22Z,2500000,,,0,,J. Pickett REBOUND (Off:1 Def:3),[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,257.0,,,4.0,3.0,1.0,,,,,,,,,,,,
261,PT05M23.00S,2022-04-02T00:51:55.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630587,92.32917214191852,55.63725490196079,1610612765,35,40,2022-04-02T00:52:10Z,2530000,28.0,20.0,1,right,I. Livers driving Layup (2 PTS) (S. Lee 3 AST),"[1630587, 1630240]",1610612765.0,DET,driving,,,Livers,I. Livers,,,,,3.43,Made,,,,,,,2.0,S. Lee,1630240.0,3.0,,,,,,,,
262,PT05M23.00S,2022-04-02T00:52:07.7Z,2,REGULAR,foul,personal,['1freethrow'],1630846,,,1610612765,35,40,2022-04-02T00:52:17Z,2540000,,,0,,O. Sarr shooting personal FOUL (1 PF) (Livers 1 FT),"[1630846, 1630587]",1610612760.0,OKC,shooting,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Livers,1630587.0,,,
264,PT05M23.00S,2022-04-02T00:52:22.3Z,2,REGULAR,freethrow,1 of 1,[],1630587,,,1610612765,35,41,2022-04-02T00:52:22Z,2560000,,,0,,I. Livers Free Throw 1 of 1 (3 PTS),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
265,PT05M16.00S,2022-04-02T00:52:30.2Z,2,REGULAR,3pt,Jump Shot,[],1630322,27.151773981603156,12.254901960784313,1610612760,35,41,2022-04-02T00:52:36Z,2570000,189.0,203.0,1,left,MISS L. Waters III 27' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,27.69,Missed,,,,,,,,,,,,,,,,,,
266,PT05M11.00S,2022-04-02T00:52:35.2Z,2,REGULAR,rebound,defensive,[],1630587,,,1610612765,35,41,2022-04-02T00:52:36Z,2580000,,,0,,I. Livers REBOUND (Off:0 Def:5),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,265.0,,,5.0,5.0,0.0,,,,,,,,,,,,
