actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
355,PT08M15.00S,2022-03-24T01:29:04.3Z,3,REGULAR,rebound,defensive,[],1629643,,,1610612753,64,61,2022-03-24T01:29:09Z,3400000,,,0,,C. Okeke REBOUND (Off:0 Def:3),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,354.0,3.0,3.0,0.0,,,,,,,,,
356,PT08M11.00S,2022-03-24T01:29:08.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630175,29.352825229960573,18.627450980392155,1610612753,64,61,2022-03-24T01:29:17Z,3410000,157.0,223.0,1,left,MISS C. Anthony 27' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,27.3,Missed,,,,,,,,,,,,,,,,,,,
357,PT08M07.00S,2022-03-24T01:29:12.4Z,3,REGULAR,rebound,defensive,[],1630197,,,1610612760,64,61,2022-03-24T01:29:17Z,3420000,,,0,,A. Pokusevski REBOUND (Off:0 Def:5),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,356.0,5.0,5.0,0.0,,,,,,,,,
358,PT08M00.00S,2022-03-24T01:29:18.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630197,82.9664914586071,61.76470588235294,1610612760,64,61,2022-03-24T01:29:24Z,3430000,59.0,108.0,1,right,MISS A. Pokusevski 12' pullup Shot,[1630197],1610612760.0,OKC,pullup,,,Pokusevski,A. Pokusevski,,,,,12.26,Missed,,,,,,,,,,,,,,,,,,,
359,PT07M56.00S,2022-03-24T01:29:22.7Z,3,REGULAR,rebound,defensive,[],1629643,,,1610612753,64,61,2022-03-24T01:29:24Z,3440000,,,0,,C. Okeke REBOUND (Off:0 Def:4),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,358.0,4.0,4.0,0.0,,,,,,,,,
360,PT07M54.00S,2022-03-24T01:29:27.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630532,8.853482260183966,50.245098039215684,1610612753,64,61,2022-03-24T01:29:35Z,3450000,-1.0,31.0,1,left,MISS F. Wagner running Layup - blocked,"[1630532, 1629676]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,3.07,Missed,,,,,,,,,,,,,,,Roby,1629676.0,,,
361,PT07M54.00S,2022-03-24T01:29:27.4Z,3,REGULAR,block,,[],1629676,,,1610612753,64,61,2022-03-24T01:29:29Z,3460000,,,0,,I. Roby BLOCK (2 BLK),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT07M54.00S,2022-03-24T01:29:27.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,64,61,2022-03-24T01:29:35Z,3470000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,
363,PT07M54.00S,2022-03-24T01:29:31.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,64,61,2022-03-24T01:29:31Z,3480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT07M52.00S,2022-03-24T01:29:47.2Z,3,REGULAR,turnover,bad pass,[],1628964,,,1610612753,64,61,2022-03-24T01:29:50Z,3490000,,,0,,M. Bamba bad pass TURNOVER (1 TO),"[1628964, 1630197]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,1.0,,,,,,,,,,,Pokusevski,1630197.0,
365,PT07M52.00S,2022-03-24T01:29:47.2Z,3,REGULAR,steal,,[],1630197,,,1610612760,64,61,2022-03-24T01:29:49Z,3500000,,,0,,A. Pokusevski STEAL (2 STL),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT07M39.00S,2022-03-24T01:30:00.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630544,87.0400788436268,85.5392156862745,1610612760,64,61,2022-03-24T01:30:04Z,3510000,178.0,69.0,1,right,MISS T. Mann 19' step back Shot,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,19.07,Missed,,,,,,,,,,,,,,,,,,,
367,PT07M37.00S,2022-03-24T01:30:02.0Z,3,REGULAR,rebound,offensive,[],1630197,,,1610612760,64,61,2022-03-24T01:30:04Z,3520000,,,0,,A. Pokusevski REBOUND (Off:1 Def:5),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,366.0,6.0,5.0,1.0,,,,,,,,,
368,PT07M35.00S,2022-03-24T01:30:04.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629647,78.49868593955321,8.57843137254902,1610612760,64,61,2022-03-24T01:30:10Z,3530000,-207.0,150.0,1,right,MISS D. Bazley 25' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,,
369,PT07M30.00S,2022-03-24T01:30:09.8Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,64,61,2022-03-24T01:30:10Z,3540000,,,0,,M. Bamba REBOUND (Off:3 Def:5),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,368.0,8.0,5.0,3.0,,,,,,,,,
370,PT07M17.00S,2022-03-24T01:30:25.1Z,3,REGULAR,turnover,out-of-bounds,[],1630181,,,1610612753,64,61,2022-03-24T01:30:31Z,3550000,,,0,,R. Hampton bad pass out-of-bounds TURNOVER (1 TO),[1630181],1610612753.0,ORL,bad pass,,,Hampton,R. Hampton,,,,,,,,,,,1628171.0,1.0,,,,,,,,,,,,,
371,PT07M17.00S,2022-03-24T01:30:36.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,64,61,2022-03-24T01:30:36Z,3560000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT07M17.00S,2022-03-24T01:33:06.0Z,3,REGULAR,substitution,out,[],1630181,,,1610612760,64,61,2022-03-24T01:33:35Z,3570000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT07M17.00S,2022-03-24T01:33:06.0Z,3,REGULAR,substitution,in,[],1630288,,,1610612760,64,61,2022-03-24T01:33:35Z,3580000,,,0,,SUB in: J. Dowtin,[1630288],1610612753.0,ORL,,,,Dowtin,J. Dowtin,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT07M01.00S,2022-03-24T01:33:55.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630598,92.95335085413929,39.4607843137255,1610612760,64,61,2022-03-24T01:35:06Z,3590000,-53.0,14.0,1,right,MISS A. Wiggins driving Layup,[1630598],1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,5.45,Missed,,,,,,,,,,,,,,,,,,,
375,PT06M59.00S,2022-03-24T01:33:57.0Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,64,61,2022-03-24T01:33:58Z,3600000,,,0,,M. Bamba REBOUND (Off:3 Def:6),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,374.0,9.0,6.0,3.0,,,,,,,,,
376,PT06M42.00S,2022-03-24T01:34:13.8Z,3,REGULAR,3pt,Jump Shot,[],1628964,31.980946123521676,24.509803921568633,1610612753,64,61,2022-03-24T01:34:18Z,3610000,127.0,248.0,1,left,MISS M. Bamba 27' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,27.89,Missed,,,,,,,,,,,,,,,,,,,
377,PT06M39.00S,2022-03-24T01:34:16.8Z,3,REGULAR,rebound,offensive,[],1630532,,,1610612753,64,61,2022-03-24T01:34:18Z,3620000,,,0,,F. Wagner REBOUND (Off:2 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,376.0,3.0,1.0,2.0,,,,,,,,,
378,PT06M35.00S,2022-03-24T01:34:21.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629643,32.90078843626807,35.049019607843135,1610612753,64,61,2022-03-24T01:34:27Z,3630000,75.0,257.0,1,left,MISS C. Okeke 26' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,,
379,PT06M33.00S,2022-03-24T01:34:23.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,64,61,2022-03-24T01:34:27Z,3640000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,378.0,,,,,,,,,,,,
380,PT06M33.00S,2022-03-24T01:34:26.0Z,3,REGULAR,foul,personal,[],1630197,,,1610612753,64,61,2022-03-24T01:34:33Z,3650000,,,0,,A. Pokusevski loose ball personal FOUL (2 PF),"[1630197, 1628964]",1610612760.0,OKC,loose ball,,,Pokusevski,A. Pokusevski,,,,,,,,,,,1628171.0,,,,,,2.0,0.0,Bamba,1628964.0,,,,,
382,PT06M23.00S,2022-03-24T01:34:55.0Z,3,REGULAR,foul,personal,['2freethrow'],1630544,,,1610612753,64,61,2022-03-24T01:35:02Z,3670000,,,0,,T. Mann shooting personal FOUL (1 PF) (Okeke 2 FT),"[1630544, 1629643]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,,,,,,,2003.0,,,,,,1.0,0.0,Okeke,1629643.0,,,,,
384,PT06M23.00S,2022-03-24T01:35:17.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629643,,,1610612753,64,62,2022-03-24T01:35:17Z,3690000,,,0,,C. Okeke Free Throw 1 of 2 (10 PTS),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
385,PT06M23.00S,2022-03-24T01:35:30.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629643,,,1610612753,64,63,2022-03-24T01:35:30Z,3700000,,,0,,C. Okeke Free Throw 2 of 2 (11 PTS),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
386,PT06M12.00S,2022-03-24T01:35:44.3Z,3,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612760,64,63,2022-03-24T01:35:49Z,3710000,,,0,,C. Anthony shooting personal FOUL (2 PF) (Roby 2 FT),"[1630175, 1629676]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,2003.0,,,,,,2.0,0.0,Roby,1629676.0,,,,,
388,PT06M12.00S,2022-03-24T01:36:10.3Z,3,REGULAR,freethrow,1 of 2,[],1629676,,,1610612760,65,63,2022-03-24T01:36:10Z,3730000,,,0,,I. Roby Free Throw 1 of 2 (14 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
389,PT06M12.00S,2022-03-24T01:36:28.1Z,3,REGULAR,freethrow,2 of 2,[],1629676,,,1610612760,66,63,2022-03-24T01:36:28Z,3740000,,,0,,I. Roby Free Throw 2 of 2 (15 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
390,PT05M51.00S,2022-03-24T01:36:50.5Z,3,REGULAR,3pt,Jump Shot,[],1628964,29.878449408672807,24.75490196078431,1610612753,66,66,2022-03-24T01:36:55Z,3750000,126.0,228.0,1,left,M. Bamba 26' 3PT  (11 PTS) (C. Anthony 8 AST),"[1628964, 1630175]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.09,Made,11.0,C. Anthony,1630175.0,8.0,,,,,,,,,,,,,,,
392,PT05M32.00S,2022-03-24T01:37:08.3Z,3,REGULAR,3pt,Jump Shot,[],1630598,67.46057818659658,74.26470588235294,1610612760,69,66,2022-03-24T01:37:13Z,3770000,121.0,253.0,1,right,A. Wiggins 28' 3PT  (3 PTS) (I. Roby 2 AST),"[1630598, 1629676]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,28.09,Made,3.0,I. Roby,1629676.0,2.0,,,,,,,,,,,,,,,
394,PT05M17.00S,2022-03-24T01:37:24.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,9.510512483574246,55.88235294117647,1610612753,69,68,2022-03-24T01:38:02Z,3790000,-29.0,37.0,1,left,F. Wagner driving Layup (15 PTS) (C. Anthony 9 AST),"[1630532, 1630175]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,4.72,Made,15.0,C. Anthony,1630175.0,9.0,,,,,,,,,,,,,,,
395,PT05M08.00S,2022-03-24T01:37:33.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,90.19382391590013,55.88235294117647,1610612760,69,68,2022-03-24T01:38:36Z,3800000,29.0,40.0,1,right,MISS A. Wiggins cutting finger roll Layup,[1630598],1610612760.0,OKC,cutting finger roll,,,Wiggins,A. Wiggins,,,,,4.94,Missed,,,,,,,,,,,,,,,,,,,
396,PT05M07.00S,2022-03-24T01:37:34.7Z,3,REGULAR,rebound,offensive,[],1630544,,,1610612760,69,68,2022-03-24T01:37:34Z,3810000,,,0,,T. Mann REBOUND (Off:1 Def:0),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,395.0,1.0,0.0,1.0,,,,,,,,,
397,PT05M00.00S,2022-03-24T01:37:41.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630598,92.42772667542707,44.85294117647059,1610612760,69,68,2022-03-24T01:37:46Z,3820000,-26.0,19.0,1,right,MISS A. Wiggins driving DUNK - blocked,"[1630598, 1628964]",1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,3.18,Missed,,,,,,,,,,,,,,,Bamba,1628964.0,,,
398,PT05M00.00S,2022-03-24T01:37:41.1Z,3,REGULAR,block,,[],1628964,,,1610612760,69,68,2022-03-24T01:37:43Z,3830000,,,0,,M. Bamba BLOCK (2 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M57.00S,2022-03-24T01:37:44.1Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,69,68,2022-03-24T01:37:46Z,3840000,,,0,,M. Bamba REBOUND (Off:3 Def:7),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,397.0,10.0,7.0,3.0,,,,,,,,,
400,PT04M50.00S,2022-03-24T01:37:51.2Z,3,REGULAR,3pt,Jump Shot,[],1628964,30.798291721419176,77.69607843137254,1610612753,69,68,2022-03-24T01:37:57Z,3850000,-138.0,237.0,1,left,MISS M. Bamba 27' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,27.45,Missed,,,,,,,,,,,,,,,,,,,
401,PT04M49.00S,2022-03-24T01:37:52.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,69,68,2022-03-24T01:37:57Z,3860000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,
402,PT04M49.00S,2022-03-24T01:37:55.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,69,68,2022-03-24T01:37:55Z,3870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M49.00S,2022-03-24T01:37:56.9Z,3,REGULAR,substitution,out,[],1629676,,,1610612760,69,68,2022-03-24T01:38:02Z,3880000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M49.00S,2022-03-24T01:37:56.9Z,3,REGULAR,substitution,out,[],1630532,,,1610612760,69,68,2022-03-24T01:38:02Z,3890000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M49.00S,2022-03-24T01:37:56.9Z,3,REGULAR,substitution,in,[],1630177,,,1610612760,69,68,2022-03-24T01:38:02Z,3900000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT04M49.00S,2022-03-24T01:37:56.9Z,3,REGULAR,substitution,in,[],1629649,,,1610612760,69,68,2022-03-24T01:38:02Z,3910000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M37.00S,2022-03-24T01:38:23.2Z,3,REGULAR,3pt,Jump Shot,[],1629647,92.82194480946123,4.656862745098039,1610612760,72,68,2022-03-24T01:38:27Z,3920000,-227.0,15.0,1,right,D. Bazley 3PT  (10 PTS) (T. Maledon 4 AST),"[1629647, 1630177]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,22.72,Made,10.0,T. Maledon,1630177.0,4.0,,,,,,,,,,,,,,,
409,PT04M29.00S,2022-03-24T01:38:32.3Z,3,REGULAR,foul,personal,['2freethrow'],1630544,,,1610612753,72,68,2022-03-24T01:38:40Z,3940000,,,0,,T. Mann shooting personal FOUL (2 PF) (Anthony 2 FT),"[1630544, 1630175]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,,,,,,,1628171.0,,,,,,2.0,0.0,Anthony,1630175.0,,,,,
411,PT04M29.00S,2022-03-24T01:39:14.4Z,3,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,72,69,2022-03-24T01:41:15Z,3960000,,,0,,C. Anthony Free Throw 1 of 2 (14 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
413,PT04M29.00S,2022-03-24T01:39:15.1Z,3,REGULAR,substitution,out,[],1629643,,,1610612753,72,69,2022-03-24T01:39:18Z,3980000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M29.00S,2022-03-24T01:39:15.1Z,3,REGULAR,substitution,in,[],1629021,,,1610612753,72,69,2022-03-24T01:39:18Z,3990000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M29.00S,2022-03-24T01:39:21.4Z,3,REGULAR,substitution,out,[],1628964,,,1610612753,72,69,2022-03-24T01:39:36Z,4000000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M29.00S,2022-03-24T01:39:21.4Z,3,REGULAR,substitution,in,[],1629643,,,1610612753,72,69,2022-03-24T01:39:36Z,4010000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M29.00S,2022-03-24T01:39:14.4Z,3,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,72,69,2022-03-24T01:39:40Z,4020000,,,0,,MISS C. Anthony Free Throw 2 of 2,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Missed,,,,,,,,,,,,,,,,,,,
418,PT04M18.00S,2022-03-24T01:39:25.4Z,3,REGULAR,rebound,defensive,[],1630197,,,1610612760,72,69,2022-03-24T01:39:40Z,4030000,,,0,,A. Pokusevski REBOUND (Off:1 Def:6),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,417.0,7.0,6.0,1.0,,,,,,,,,
419,PT04M16.00S,2022-03-24T01:39:41.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630544,72.05978975032852,78.43137254901961,1610612760,72,69,2022-03-24T01:39:53Z,4040000,142.0,210.0,1,right,MISS T. Mann 25' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,,
420,PT04M15.00S,2022-03-24T01:39:42.0Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,72,69,2022-03-24T01:39:53Z,4050000,,,0,,C. Anthony REBOUND (Off:0 Def:5),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,419.0,5.0,5.0,0.0,,,,,,,,,
421,PT04M00.00S,2022-03-24T01:39:56.0Z,3,REGULAR,3pt,Jump Shot,[],1629643,28.43298291721419,21.568627450980387,1610612753,72,69,2022-03-24T01:40:00Z,4060000,142.0,215.0,1,left,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
422,PT03M59.00S,2022-03-24T01:39:57.0Z,3,REGULAR,rebound,defensive,[],1630197,,,1610612760,72,69,2022-03-24T01:40:00Z,4070000,,,0,,A. Pokusevski REBOUND (Off:1 Def:7),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,421.0,8.0,7.0,1.0,,,,,,,,,
423,PT03M50.00S,2022-03-24T01:40:06.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,91.90210249671485,53.67647058823529,1610612760,74,69,2022-03-24T01:40:17Z,4080000,18.0,24.0,1,right,T. Maledon cutting Layup (8 PTS) (D. Bazley 2 AST),"[1630177, 1629647]",1610612760.0,OKC,cutting,,,Maledon,T. Maledon,,,,,2.99,Made,8.0,D. Bazley,1629647.0,2.0,,,,,,,,,,,,,,,
424,PT03M32.00S,2022-03-24T01:40:24.5Z,3,REGULAR,3pt,Jump Shot,[],1629649,7.933639947437584,3.9215686274509807,1610612753,74,69,2022-03-24T01:40:30Z,4090000,230.0,22.0,1,left,MISS I. Brazdeikis 3PT,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,23.15,Missed,,,,,,,,,,,,,,,,,,,
425,PT03M28.00S,2022-03-24T01:40:28.5Z,3,REGULAR,rebound,defensive,[],1630598,,,1610612760,74,69,2022-03-24T01:40:30Z,4100000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,424.0,1.0,1.0,0.0,,,,,,,,,
426,PT03M18.00S,2022-03-24T01:40:38.7Z,3,REGULAR,3pt,Jump Shot,[],1630544,65.75229960578187,52.205882352941174,1610612760,74,69,2022-03-24T01:43:22Z,4110000,11.0,269.0,1,right,MISS T. Mann 26' pullup 3PT,[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,,
427,PT03M15.00S,2022-03-24T01:40:41.7Z,3,REGULAR,rebound,defensive,[],1629643,,,1610612753,74,69,2022-03-24T01:40:43Z,4120000,,,0,,C. Okeke REBOUND (Off:0 Def:5),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,426.0,5.0,5.0,0.0,,,,,,,,,
428,PT03M10.00S,2022-03-24T01:40:47.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630288,10.036136662286467,44.85294117647059,1610612753,74,71,2022-03-24T01:40:52Z,4130000,26.0,42.0,1,left,J. Dowtin running Layup (4 PTS),[1630288],1610612753.0,ORL,running,,,Dowtin,J. Dowtin,,,,,4.91,Made,4.0,,,,,,,,,,,,,,,,,,
429,PT02M55.00S,2022-03-24T01:41:04.3Z,3,REGULAR,foul,offensive,[],1630197,,,1610612760,74,71,2022-03-24T01:44:08Z,4140000,,,0,,A. Pokusevski offensive FOUL (3 PF),"[1630197, 1630175]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,1628171.0,,,,,,3.0,0.0,Anthony,1630175.0,,,,,
431,PT02M55.00S,2022-03-24T01:41:04.3Z,3,REGULAR,turnover,offensive foul,[],1630197,,,1610612760,74,71,2022-03-24T01:41:04Z,4160000,,,0,,A. Pokusevski offensive foul TURNOVER (2 TO),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,1628171.0,2.0,,,,,,,,,,,,,
434,PT02M55.00S,2022-03-24T01:43:05.3Z,3,REGULAR,substitution,out,[],1630175,,,1610612753,74,71,2022-03-24T01:43:50Z,4170000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M55.00S,2022-03-24T01:43:05.3Z,3,REGULAR,substitution,out,[],1629643,,,1610612753,74,71,2022-03-24T01:43:50Z,4180000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M55.00S,2022-03-24T01:43:05.3Z,3,REGULAR,substitution,in,[],1629678,,,1610612753,74,71,2022-03-24T01:43:50Z,4190000,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M55.00S,2022-03-24T01:43:05.3Z,3,REGULAR,substitution,in,[],1630181,,,1610612753,74,71,2022-03-24T01:43:50Z,4200000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M29.00S,2022-03-24T01:44:30.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630181,15.029566360052556,49.26470588235294,1610612753,74,71,2022-03-24T01:45:04Z,4210000,4.0,89.0,1,left,MISS R. Hampton 8' driving Hook,[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,8.89,Missed,,,,,,,,,,,,,,,,,,,
439,PT02M26.00S,2022-03-24T01:44:33.8Z,3,REGULAR,rebound,defensive,[],1630177,,,1610612760,74,71,2022-03-24T01:45:04Z,4220000,,,0,,T. Maledon REBOUND (Off:0 Def:2),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,438.0,2.0,2.0,0.0,,,,,,,,,
440,PT02M18.00S,2022-03-24T01:44:41.3Z,3,REGULAR,3pt,Jump Shot,[],1630598,95.84428383705651,4.166666666666657,1610612760,77,71,2022-03-24T01:44:45Z,4230000,-229.0,-13.0,1,right,A. Wiggins 3PT  (6 PTS) (A. Pokusevski 4 AST),"[1630598, 1630197]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,22.96,Made,6.0,A. Pokusevski,1630197.0,4.0,,,,,,,,,,,,,,,
