actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
92,PT03M55.00S,2022-01-10T00:24:09.6Z,1,REGULAR,2pt,Jump Shot,[],202324,20.844283837056505,60.78431372549019,1610612760,12,25,2022-01-10T00:28:43Z,910000,-54.0,143.0,1,left,MISS D. Favors 15' Jump Shot,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,15.32,Missed,,,,,,,,,,,,
93,PT03M55.00S,2022-01-10T00:24:09.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,12,25,2022-01-10T00:24:21Z,920000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,
94,PT03M55.00S,2022-01-10T00:24:19.8Z,1,REGULAR,foul,personal,[],201145,,,1610612760,12,25,2022-01-10T00:29:08Z,930000,,,0,,J. Green loose ball personal FOUL (1 PF),"[201145, 1630526]",1610612743.0,DEN,loose ball,,,Green,J. Green,,,,,101283.0,1.0,0.0,Robinson-Earl,1630526.0,,,,,,,,,,,,,,,
96,PT03M55.00S,2022-01-10T00:24:27.5Z,1,REGULAR,substitution,out,[],1628420,,,1610612760,12,25,2022-01-10T00:24:32Z,950000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M55.00S,2022-01-10T00:24:27.5Z,1,REGULAR,substitution,in,[],1630267,,,1610612760,12,25,2022-01-10T00:24:32Z,960000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M55.00S,2022-01-10T00:24:41.1Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,12,25,2022-01-10T00:26:02Z,965000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M55.00S,2022-01-10T00:24:41.1Z,1,REGULAR,substitution,in,[],1629647,,,1610612760,12,25,2022-01-10T00:26:02Z,967500,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M52.00S,2022-01-10T00:24:41.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628983,9.280551905387648,55.14705882352941,1610612760,14,25,2022-01-10T00:29:36Z,970000,-26.0,35.0,1,left,S. Gilgeous-Alexander cutting Layup (4 PTS) (J. Giddey 3 AST),"[1628983, 1630581]",1610612760.0,OKC,cutting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,4.32,Made,,,,,4.0,J. Giddey,1630581.0,3.0,,,,
102,PT03M32.00S,2022-01-10T00:24:54.6Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,14,25,2022-01-10T00:24:58Z,1010000,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1630526]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,1.0,,,,,,,,,,,Robinson-Earl,1630526.0,,
103,PT03M32.00S,2022-01-10T00:24:54.6Z,1,REGULAR,steal,,[],1630526,,,1610612760,14,25,2022-01-10T00:33:00Z,1020000,,,0,,J. Robinson-Earl STEAL (1 STL),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M26.00S,2022-01-10T00:25:01.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630526,4.418528252299605,94.36274509803921,1610612760,14,25,2022-01-10T00:25:07Z,1030000,-222.0,-11.0,1,left,MISS J. Robinson-Earl 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,22.21,Missed,,,,,,,,,,,,
105,PT03M21.00S,2022-01-10T00:25:06.7Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,14,25,2022-01-10T00:25:07Z,1040000,,,0,,W. Barton REBOUND (Off:1 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,104.0,2.0,1.0,1.0,,,,,,,,
106,PT03M21.00S,2022-01-10T00:25:09.1Z,1,REGULAR,substitution,out,[],202324,,,1610612743,14,25,2022-01-10T00:25:13Z,1050000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M21.00S,2022-01-10T00:25:09.1Z,1,REGULAR,substitution,in,[],1629652,,,1610612743,14,25,2022-01-10T00:25:13Z,1060000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M21.00S,2022-01-10T00:25:13.9Z,1,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612743,14,25,2022-01-10T00:25:20Z,1070000,,,0,,L. Dort shooting personal FOUL (1 PF) (Green 2 FT),"[1629652, 201145]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,101283.0,1.0,0.0,Green,201145.0,,,,,,,,,,,,,,,
110,PT03M21.00S,2022-01-10T00:25:39.3Z,1,REGULAR,freethrow,1 of 2,[],201145,,,1610612743,14,26,2022-01-10T00:25:39Z,1090000,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
111,PT03M21.00S,2022-01-10T00:25:40.9Z,1,REGULAR,substitution,out,[],203115,,,1610612743,14,26,2022-01-10T00:25:48Z,1100000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M21.00S,2022-01-10T00:25:40.9Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,14,26,2022-01-10T00:25:48Z,1110000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M21.00S,2022-01-10T00:26:10.1Z,1,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,14,27,2022-01-10T00:26:10Z,1120000,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,Made,,,,,2.0,,,,,,,
114,PT03M11.00S,2022-01-10T00:26:20.1Z,1,REGULAR,3pt,Jump Shot,[],1630581,24.129434954007884,85.04901960784314,1610612760,14,27,2022-01-10T00:26:25Z,1130000,-175.0,174.0,1,left,MISS J. Giddey 24' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,24.71,Missed,,,,,,,,,,,,
115,PT03M05.00S,2022-01-10T00:26:26.1Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612760,14,27,2022-01-10T00:26:25Z,1140000,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,114.0,3.0,2.0,1.0,,,,,,,,
116,PT03M05.00S,2022-01-10T00:26:25.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630526,5.590000152587891,50.0,1610612760,16,27,2022-01-10T00:26:25Z,1150000,0.0,0.0,1,left,J. Robinson-Earl tip DUNK (4 PTS),[1630526],1610612760.0,OKC,tip,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,0.0,Made,,,,,4.0,,,,,,,
117,PT02M51.00S,2022-01-10T00:26:39.3Z,1,REGULAR,3pt,Jump Shot,[],203085,90.75229960578186,4.166666666666666,1610612743,16,30,2022-01-10T00:26:43Z,1160000,-229.0,34.0,1,right,A. Rivers 3PT  (3 PTS) (F. Campazzo 1 AST),"[203085, 1630267]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,23.18,Made,,,,,3.0,F. Campazzo,1630267.0,1.0,,,,
119,PT02M36.00S,2022-01-10T00:26:55.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,12.565703022339028,54.65686274509803,1610612760,16,30,2022-01-10T00:26:59Z,1180000,-23.0,66.0,1,left,MISS S. Gilgeous-Alexander 6' driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,6.96,Missed,,,,,,,,,,,,
120,PT02M34.00S,2022-01-10T00:26:57.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,16,30,2022-01-10T00:26:59Z,1190000,,,0,,N. Jokic REBOUND (Off:2 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,119.0,7.0,5.0,2.0,,,,,,,,
121,PT02M24.00S,2022-01-10T00:27:08.7Z,1,REGULAR,violation,kicked ball,[],1630526,,,1610612743,16,30,2022-01-10T00:27:21Z,1200000,,,0,,J. Robinson-Earl kicked ball VIOLATION,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,1628954.0,,,,,,,,,,,,,,,,,,,
122,PT02M24.00S,2022-01-10T00:27:19.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,16,30,2022-01-10T00:37:35Z,1210000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M24.00S,2022-01-10T00:28:41.2Z,1,REGULAR,substitution,out,[],1630581,,,1610612743,16,30,2022-01-10T00:29:57Z,1220000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M24.00S,2022-01-10T00:28:41.2Z,1,REGULAR,substitution,out,[],1629652,,,1610612743,16,30,2022-01-10T00:29:57Z,1230000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M24.00S,2022-01-10T00:28:41.2Z,1,REGULAR,substitution,out,[],1630526,,,1610612743,16,30,2022-01-10T00:29:57Z,1240000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M24.00S,2022-01-10T00:28:41.2Z,1,REGULAR,substitution,out,[],203999,,,1610612743,16,30,2022-01-10T00:29:57Z,1250000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M24.00S,2022-01-10T00:28:41.2Z,1,REGULAR,substitution,in,[],1629026,,,1610612743,16,30,2022-01-10T00:29:57Z,1260000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M24.00S,2022-01-10T00:28:41.2Z,1,REGULAR,substitution,in,[],1630598,,,1610612743,16,30,2022-01-10T00:29:57Z,1270000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M24.00S,2022-01-10T00:28:41.2Z,1,REGULAR,substitution,in,[],1630544,,,1610612743,16,30,2022-01-10T00:29:57Z,1280000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M24.00S,2022-01-10T00:28:41.2Z,1,REGULAR,substitution,in,[],1630192,,,1610612743,16,30,2022-01-10T00:29:57Z,1290000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M09.00S,2022-01-10T00:30:24.7Z,1,REGULAR,3pt,Jump Shot,[],1630538,69.20170827858082,29.65686274509804,1610612743,16,30,2022-01-10T00:30:28Z,1300000,-102.0,237.0,1,right,MISS B. Hyland 25' pullup 3PT,[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,,,,,,,25.79,Missed,,,,,,,,,,,,
132,PT02M06.00S,2022-01-10T00:30:28.0Z,1,REGULAR,rebound,offensive,[],203085,,,1610612743,16,30,2022-01-10T00:30:28Z,1310000,,,0,,A. Rivers REBOUND (Off:1 Def:0),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,131.0,1.0,0.0,1.0,,,,,,,,
133,PT01M59.00S,2022-01-10T00:30:34.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203085,91.14651773981603,56.61764705882353,1610612743,16,32,2022-01-10T00:30:38Z,1320000,33.0,31.0,1,right,A. Rivers driving Layup (5 PTS),[203085],1610612743.0,DEN,driving,,,Rivers,A. Rivers,,,,,,,,,,,4.51,Made,,,,,5.0,,,,,,,
134,PT01M41.00S,2022-01-10T00:30:56.5Z,1,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612760,16,32,2022-01-10T00:31:29Z,1330000,,,0,,Z. Nnaji shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1630192, 1628983]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,1628954.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
136,PT01M41.00S,2022-01-10T00:31:20.2Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,17,32,2022-01-10T00:31:20Z,1350000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (5 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,,,,,5.0,,,,,,,
137,PT01M41.00S,2022-01-10T00:31:34.1Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,18,32,2022-01-10T00:31:34Z,1360000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (6 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,,,,,6.0,,,,,,,
138,PT01M23.00S,2022-01-10T00:31:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,90.62089356110381,36.51960784313725,1610612743,18,32,2022-01-10T00:35:42Z,1370000,-67.0,36.0,1,right,MISS B. Hyland 7' driving Layup,[1630538],1610612743.0,DEN,driving,,,Hyland,B. Hyland,,,,,,,,,,,7.63,Missed,,,,,,,,,,,,
139,PT01M21.00S,2022-01-10T00:31:55.2Z,1,REGULAR,rebound,offensive,[],1630267,,,1610612743,18,32,2022-01-10T00:32:00Z,1380000,,,0,,F. Campazzo REBOUND (Off:1 Def:0),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,138.0,1.0,0.0,1.0,,,,,,,,
140,PT01M19.00S,2022-01-10T00:31:56.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201145,78.26872536136662,5.392156862745098,1610612743,18,32,2022-01-10T00:32:03Z,1390000,-223.0,152.0,1,right,MISS J. Green 26' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,26.98,Missed,,,,,,,,,,,,
141,PT01M19.00S,2022-01-10T00:31:56.9Z,1,REGULAR,rebound,offensive,[],1630538,,,1610612743,18,32,2022-01-10T00:32:03Z,1400000,,,0,,B. Hyland REBOUND (Off:1 Def:0),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,140.0,1.0,0.0,1.0,,,,,,,,
142,PT01M09.00S,2022-01-10T00:32:09.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,18,32,2022-01-10T00:32:09Z,1410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M02.00S,2022-01-10T00:32:30.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630538,85.3646517739816,51.9607843137255,1610612743,18,32,2022-01-10T00:37:00Z,1420000,10.0,85.0,1,right,MISS B. Hyland 8' turnaround Shot,[1630538],1610612743.0,DEN,turnaround,,,Hyland,B. Hyland,,,,,,,,,,,8.57,Missed,,,,,,,,,,,,
144,PT01M00.00S,2022-01-10T00:32:32.8Z,1,REGULAR,rebound,offensive,[],1630192,,,1610612743,18,32,2022-01-10T00:32:38Z,1430000,,,0,,Z. Nnaji REBOUND (Off:1 Def:0),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,143.0,1.0,0.0,1.0,,,,,,,,
145,PT01M00.00S,2022-01-10T00:32:36.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630192,94.40999984741211,50.0,1610612743,18,32,2022-01-10T00:32:43Z,1440000,0.0,0.0,1,right,MISS Z. Nnaji putback Layup,[1630192],1610612743.0,DEN,putback,,,Nnaji,Z. Nnaji,,,,,,,,,,,0.0,Missed,,,,,,,,,,,,
146,PT01M00.00S,2022-01-10T00:32:36.7Z,1,REGULAR,rebound,offensive,[],1630192,,,1610612743,18,32,2022-01-10T00:32:43Z,1450000,,,0,,Z. Nnaji REBOUND (Off:2 Def:0),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,145.0,2.0,0.0,2.0,,,,,,,,
147,PT01M00.00S,2022-01-10T00:32:42.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,94.40999984741211,50.0,1610612743,18,34,2022-01-10T00:32:42Z,1460000,0.0,0.0,1,right,Z. Nnaji tip Layup (2 PTS),[1630192],1610612743.0,DEN,tip,,,Nnaji,Z. Nnaji,,,,,,,,,,,0.0,Made,,,,,2.0,,,,,,,
148,PT01M00.00S,2022-01-10T00:32:47.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612760,18,34,2022-01-10T00:32:47Z,1470000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M00.00S,2022-01-10T00:33:47.3Z,1,REGULAR,substitution,out,[],1628983,,,1610612760,18,34,2022-01-10T00:34:06Z,1480000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M00.00S,2022-01-10T00:33:47.3Z,1,REGULAR,substitution,in,[],1630197,,,1610612760,18,34,2022-01-10T00:34:06Z,1490000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M51.90S,2022-01-10T00:34:24.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629026,11.908672798948752,44.11764705882353,1610612760,20,34,2022-01-10T00:34:31Z,1500000,29.0,59.0,1,left,K. Williams 6' turnaround Hook (2 PTS),[1629026],1610612760.0,OKC,turnaround,,,Williams,K. Williams,,,,,,,,,,,6.63,Made,,,,,2.0,,,,,,,
153,PT00M40.40S,2022-01-10T00:34:41.6Z,1,REGULAR,violation,kicked ball,[],1629026,,,1610612743,20,34,2022-01-10T00:35:02Z,1520000,,,0,,K. Williams kicked ball VIOLATION,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,1628954.0,,,,,,,,,,,,,,,,,,,
154,PT00M32.80S,2022-01-10T00:35:09.9Z,1,REGULAR,violation,kicked ball,[],1630197,,,1610612743,20,34,2022-01-10T00:35:22Z,1530000,,,0,,A. Pokusevski kicked ball VIOLATION,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,101283.0,,,,,,,,,,,,,,,,,,,
155,PT00M21.50S,2022-01-10T00:35:40.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,87.72996057818659,50.49019607843137,1610612743,20,36,2022-01-10T00:38:14Z,1540000,2.0,63.0,1,right,J. Green 6' driving Layup (4 PTS),[201145],1610612743.0,DEN,driving,,,Green,J. Green,,,,,,,,,,,6.28,Made,,,,,4.0,,,,,,,
156,PT00M04.00S,2022-01-10T00:36:02.4Z,1,REGULAR,3pt,Jump Shot,[],1630544,34.247700394218136,39.46078431372549,1610612760,23,36,2022-01-10T00:38:34Z,1550000,53.0,269.0,1,left,T. Mann 27' 3PT pullup (3 PTS),[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,,,,,,,27.45,Made,,,,,3.0,,,,,,,
157,PT00M01.00S,2022-01-10T00:36:12.7Z,1,REGULAR,turnover,bad pass,[],1630267,,,1610612743,23,36,2022-01-10T00:36:17Z,1560000,,,0,,F. Campazzo bad pass TURNOVER (1 TO),"[1630267, 1630598]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,1.0,,,,,,,,,,,Wiggins,1630598.0,,
158,PT00M01.00S,2022-01-10T00:36:12.7Z,1,REGULAR,steal,,[],1630598,,,1610612760,23,36,2022-01-10T00:36:15Z,1570000,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2022-01-10T00:36:16.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630544,22.552562417871222,90.68627450980392,1610612760,23,36,2022-01-10T00:36:27Z,1580000,-203.0,159.0,1,left,MISS T. Mann 25' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,25.85,Missed,,,,,,,,,,,,
160,PT00M00.00S,2022-01-10T00:36:16.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,23,36,2022-01-10T00:36:27Z,1590000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,159.0,,,,,,,,,,,
161,PT00M00.00S,2022-01-10T00:36:28.3Z,1,REGULAR,period,end,[],0,,,1610612743,23,36,2022-01-10T00:36:28Z,1600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-01-10T00:38:58.1Z,2,REGULAR,period,start,[],0,,,1610612760,23,36,2022-01-10T00:38:58Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M37.00S,2022-01-10T00:39:20.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,14.931011826544022,58.333333333333336,1610612760,23,36,2022-01-10T00:39:28Z,1620000,-42.0,88.0,1,left,MISS A. Wiggins 9' reverse Layup - blocked,"[1630598, 1630267]",1610612760.0,OKC,reverse,,,Wiggins,A. Wiggins,,,,,,,,,,,9.73,Missed,,,,,,,,,,,Campazzo,1630267.0
164,PT11M37.00S,2022-01-10T00:39:20.1Z,2,REGULAR,block,,[],1630267,,,1610612760,23,36,2022-01-10T00:39:23Z,1630000,,,0,,F. Campazzo BLOCK (1 BLK),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M33.00S,2022-01-10T00:39:24.1Z,2,REGULAR,rebound,defensive,[],203085,,,1610612743,23,36,2022-01-10T00:39:28Z,1640000,,,0,,A. Rivers REBOUND (Off:1 Def:1),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,163.0,2.0,1.0,1.0,,,,,,,,
166,PT11M24.00S,2022-01-10T00:39:35.7Z,2,REGULAR,turnover,traveling,[],1630538,,,1610612743,23,36,2022-01-10T00:39:40Z,1650000,,,0,,B. Hyland traveling TURNOVER (1 TO),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,101283.0,,,,,1.0,,,,,,,,,,,,,,
167,PT11M12.00S,2022-01-10T00:40:02.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630197,34.510512483574246,34.55882352941176,1610612760,23,36,2022-01-10T00:40:09Z,1660000,77.0,272.0,1,left,MISS A. Pokusevski 28' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,28.26,Missed,,,,,,,,,,,,
168,PT11M09.00S,2022-01-10T00:40:05.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,23,36,2022-01-10T00:40:09Z,1670000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,
169,PT10M58.00S,2022-01-10T00:40:27.9Z,2,REGULAR,2pt,Jump Shot,[],201145,91.14651773981603,69.85294117647058,1610612743,23,36,2022-01-10T00:40:32Z,1680000,99.0,31.0,1,right,MISS J. Green 10' turnaround Shot,[201145],1610612743.0,DEN,turnaround,,,Green,J. Green,,,,,,,,,,,10.39,Missed,,,,,,,,,,,,
170,PT10M55.00S,2022-01-10T00:40:30.9Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,23,36,2022-01-10T00:40:32Z,1690000,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,
171,PT10M43.00S,2022-01-10T00:40:43.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,9.017739816031538,57.84313725490197,1610612760,23,36,2022-01-10T00:40:49Z,1700000,-39.0,32.0,1,left,MISS T. Mann driving Layup,[1630544],1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,,,,,,,5.08,Missed,,,,,,,,,,,,
172,PT10M37.00S,2022-01-10T00:40:49.2Z,2,REGULAR,rebound,offensive,[],1629647,,,1610612760,23,36,2022-01-10T00:40:49Z,1710000,,,0,,D. Bazley REBOUND (Off:1 Def:0),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,171.0,1.0,0.0,1.0,,,,,,,,
173,PT10M37.00S,2022-01-10T00:40:49.0Z,2,REGULAR,turnover,lost ball,[],1629647,,,1610612760,23,36,2022-01-10T00:40:52Z,1720000,,,0,,D. Bazley lost ball TURNOVER (1 TO),"[1629647, 203085]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,1.0,,,,,,,,,,,Rivers,203085.0,,
174,PT10M37.00S,2022-01-10T00:40:49.0Z,2,REGULAR,steal,,[],203085,,,1610612743,23,36,2022-01-10T00:40:50Z,1730000,,,0,,A. Rivers STEAL (1 STL),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M34.00S,2022-01-10T00:40:52.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203085,90.22667542706965,58.08823529411765,1610612743,23,36,2022-01-10T00:41:06Z,1740000,40.0,39.0,1,right,MISS A. Rivers driving Layup - blocked,"[203085, 1630598]",1610612743.0,DEN,driving,,,Rivers,A. Rivers,,,,,,,,,,,5.64,Missed,,,,,,,,,,,Wiggins,1630598.0
