actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
447,PT04M52.00S,2022-01-25T02:37:41.4Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,58,85,2022-01-25T02:37:43Z,4320000,,,0,,D. Bazley REBOUND (Off:0 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,446.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,
448,PT04M32.00S,2022-01-25T02:38:01.1Z,3,REGULAR,3pt,Jump Shot,[],1628983,32.14520367936925,33.088235294117645,1610612760,58,85,2022-01-25T02:38:05Z,4330000,85.0,250.0,1,left,MISS S. Gilgeous-Alexander 26' 3PT,[1628983],1610612760.0,OKC,,26.36,Missed,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M28.00S,2022-01-25T02:38:05.1Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,58,85,2022-01-25T02:38:05Z,4340000,,,0,,N. Vucevic REBOUND (Off:3 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,448.0,8.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,
450,PT04M08.00S,2022-01-25T02:38:25.5Z,3,REGULAR,3pt,Jump Shot,[],203897,66.04796320630749,40.931372549019606,1610612741,58,85,2022-01-25T02:38:30Z,4350000,-45.0,267.0,1,right,MISS Z. LaVine 27' pullup 3PT,[203897],1610612741.0,CHI,pullup,27.04,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M05.00S,2022-01-25T02:38:28.5Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,58,85,2022-01-25T02:38:30Z,4360000,,,0,,D. Bazley REBOUND (Off:0 Def:5),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,450.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,
452,PT03M55.00S,2022-01-25T02:38:38.4Z,3,REGULAR,3pt,Jump Shot,[],1629026,19.530223390275953,92.15686274509804,1610612760,61,85,2022-01-25T02:38:43Z,4370000,-211.0,131.0,1,left,K. Williams 24' 3PT  (4 PTS) (S. Gilgeous-Alexander 4 AST),"[1629026, 1628983]",1610612760.0,OKC,,24.82,Made,Williams,K. Williams,,,,,4.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,,,,,,,,
454,PT03M38.00S,2022-01-25T02:38:54.8Z,3,REGULAR,3pt,Jump Shot,[],1629632,65.52233902759527,65.19607843137256,1610612741,61,85,2022-01-25T02:38:59Z,4390000,76.0,272.0,1,right,MISS C. White 28' 3PT,[1629632],1610612741.0,CHI,,28.2,Missed,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M35.00S,2022-01-25T02:38:57.8Z,3,REGULAR,rebound,defensive,[],1629026,,,1610612760,61,85,2022-01-25T02:38:59Z,4400000,,,0,,K. Williams REBOUND (Off:1 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,454.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
456,PT03M26.00S,2022-01-25T02:39:07.1Z,3,REGULAR,3pt,Jump Shot,[],1628983,18.347568988173457,92.64705882352942,1610612760,64,85,2022-01-25T02:39:11Z,4410000,-213.0,120.0,1,left,S. Gilgeous-Alexander 24' 3PT  (18 PTS) (J. Robinson-Earl 3 AST),"[1628983, 1630526]",1610612760.0,OKC,,24.47,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,18.0,J. Robinson-Earl,1630526.0,3.0,,,,,,,,,,,,,,,,
458,PT03M06.00S,2022-01-25T02:39:26.8Z,3,REGULAR,3pt,Jump Shot,[],1628972,88.38699080157687,96.56862745098039,1610612741,64,85,2022-01-25T02:39:37Z,4430000,233.0,57.0,1,right,MISS T. Brown Jr. 3PT,[1628972],1610612741.0,CHI,,23.96,Missed,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M05.00S,2022-01-25T02:39:32.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,64,85,2022-01-25T02:39:32Z,4440000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M05.00S,2022-01-25T02:39:34.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,64,85,2022-01-25T02:39:34Z,4450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M05.00S,2022-01-25T02:39:35.6Z,3,REGULAR,substitution,out,[],1628972,,,1610612760,64,85,2022-01-25T02:39:55Z,4460000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M05.00S,2022-01-25T02:39:35.6Z,3,REGULAR,substitution,out,[],203897,,,1610612760,64,85,2022-01-25T02:39:55Z,4470000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
464,PT03M05.00S,2022-01-25T02:39:35.6Z,3,REGULAR,substitution,out,[],202696,,,1610612760,64,85,2022-01-25T02:39:55Z,4480000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
465,PT03M05.00S,2022-01-25T02:39:35.6Z,3,REGULAR,substitution,out,[],1630792,,,1610612760,64,85,2022-01-25T02:39:55Z,4490000,,,0,,SUB out: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M05.00S,2022-01-25T02:39:35.6Z,3,REGULAR,substitution,in,[],1628035,,,1610612760,64,85,2022-01-25T02:39:55Z,4500000,,,0,,SUB in: A. McKinnie,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M05.00S,2022-01-25T02:39:35.6Z,3,REGULAR,substitution,in,[],1630245,,,1610612760,64,85,2022-01-25T02:39:55Z,4510000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M05.00S,2022-01-25T02:39:35.6Z,3,REGULAR,substitution,in,[],1629076,,,1610612760,64,85,2022-01-25T02:39:55Z,4520000,,,0,,SUB in: T. Cook,[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M05.00S,2022-01-25T02:39:35.6Z,3,REGULAR,substitution,in,[],1629744,,,1610612760,64,85,2022-01-25T02:39:55Z,4530000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M59.00S,2022-01-25T02:40:03.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630245,,,1610612760,64,85,2022-01-25T03:05:19Z,4540000,,,0,,A. Dosunmu shooting personal FOUL (3 PF) (Gilgeous-Alexander 2 FT),"[1630245, 1628983]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,,,,,1204.0,3.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
472,PT02M59.00S,2022-01-25T02:40:27.1Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,65,85,2022-01-25T02:40:27Z,4560000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (19 PTS),[1628983],1610612760.0,OKC,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,19.0,,,,,,,,,,,,,,,,,,,
473,PT02M59.00S,2022-01-25T02:40:27.6Z,3,REGULAR,substitution,out,[],1629744,,,1610612760,65,85,2022-01-25T02:40:33Z,4570000,,,0,,SUB out: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
474,PT02M59.00S,2022-01-25T02:40:27.6Z,3,REGULAR,substitution,in,[],1630792,,,1610612760,65,85,2022-01-25T02:40:33Z,4580000,,,0,,SUB in: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M59.00S,2022-01-25T02:40:42.5Z,3,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,66,85,2022-01-25T02:40:42Z,4590000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (20 PTS),[1628983],1610612760.0,OKC,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,20.0,,,,,,,,,,,,,,,,,,,
476,PT02M50.00S,2022-01-25T02:40:53.3Z,3,REGULAR,2pt,Jump Shot,[],1629632,78.66294349540078,26.47058823529412,1610612741,66,87,2022-01-25T02:40:57Z,4600000,-118.0,148.0,1,right,C. White 18' pullup Jump Shot (6 PTS),[1629632],1610612741.0,CHI,pullup,18.91,Made,White,C. White,,,,,6.0,,,,,,,,,,,,,,,,,,,
477,PT02M32.00S,2022-01-25T02:41:11.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,10.85742444152431,43.872549019607845,1610612760,68,87,2022-01-25T02:41:14Z,4610000,31.0,50.0,1,left,T. Mann Layup (4 PTS) (S. Gilgeous-Alexander 5 AST),"[1630544, 1628983]",1610612760.0,OKC,,5.83,Made,Mann,T. Mann,,,,,4.0,S. Gilgeous-Alexander,1628983.0,5.0,,,,,,,,,,,,,,,,
479,PT02M13.00S,2022-01-25T02:41:29.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,90.09526938239159,63.23529411764706,1610612741,68,87,2022-01-25T02:41:34Z,4630000,66.0,41.0,1,right,MISS A. Dosunmu 7' driving Layup,[1630245],1610612741.0,CHI,driving,7.77,Missed,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M11.00S,2022-01-25T02:41:31.2Z,3,REGULAR,rebound,defensive,[],1629026,,,1610612760,68,87,2022-01-25T02:41:34Z,4640000,,,0,,K. Williams REBOUND (Off:1 Def:3),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,479.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
481,PT02M07.00S,2022-01-25T02:41:36.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630526,6.389618922470433,96.32352941176471,1610612760,71,87,2022-01-25T02:41:42Z,4650000,-232.0,8.0,1,left,J. Robinson-Earl 3PT  (9 PTS) (S. Gilgeous-Alexander 6 AST),"[1630526, 1628983]",1610612760.0,OKC,,23.17,Made,Robinson-Earl,J. Robinson-Earl,,,,,9.0,S. Gilgeous-Alexander,1628983.0,6.0,,,,,,,,,,,,,,,,
483,PT02M06.00S,2022-01-25T02:41:41.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612741,71,87,2022-01-25T02:41:41Z,4670000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT02M06.00S,2022-01-25T02:43:00.5Z,3,REGULAR,substitution,out,[],1629076,,,1610612741,71,87,2022-01-25T02:43:15Z,4680000,,,0,,SUB out: T. Cook,[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,,,,,,,
485,PT02M06.00S,2022-01-25T02:43:00.5Z,3,REGULAR,substitution,in,[],1628396,,,1610612741,71,87,2022-01-25T02:43:15Z,4690000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
486,PT01M56.00S,2022-01-25T02:43:46.6Z,3,REGULAR,foul,offensive,['inpenalty'],1628396,,,1610612741,71,87,2022-01-25T02:44:17Z,4700000,,,0,,T. Bradley offensive FOUL (1 PF),"[1628396, 1630526]",1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,1830.0,1.0,0.0,Robinson-Earl,1630526.0,,,,,,,,,,,
488,PT01M56.00S,2022-01-25T02:43:46.6Z,3,REGULAR,turnover,offensive foul,[],1628396,,,1610612741,71,87,2022-01-25T02:43:46Z,4720000,,,0,,T. Bradley offensive foul TURNOVER (1 TO),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,1830.0,,,,,1.0,,,,,,,,,,
489,PT01M43.00S,2022-01-25T02:44:11.5Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629026,15.193823915900131,41.17647058823529,1610612760,71,87,2022-01-25T02:44:20Z,4730000,44.0,90.0,1,left,MISS K. Williams 10' Hook,[1629026],1610612760.0,OKC,,10.05,Missed,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
490,PT01M40.00S,2022-01-25T02:44:14.1Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,71,87,2022-01-25T02:44:14Z,4740000,,,0,,A. Dosunmu REBOUND (Off:0 Def:4),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,489.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,
491,PT01M27.00S,2022-01-25T02:44:27.0Z,3,REGULAR,turnover,bad pass,[],1629632,,,1610612741,71,87,2022-01-25T02:48:12Z,4750000,,,0,,C. White bad pass TURNOVER (2 TO),"[1629632, 1630526]",1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,2.0,Robinson-Earl,1630526.0,,,,,,,,
492,PT01M27.00S,2022-01-25T02:44:27.0Z,3,REGULAR,steal,,[],1630526,,,1610612760,71,87,2022-01-25T02:48:12Z,4760000,,,0,,J. Robinson-Earl STEAL (2 STL),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
493,PT01M20.00S,2022-01-25T02:44:34.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,11.908672798948752,47.30392156862745,1610612760,71,87,2022-01-25T02:44:38Z,4770000,13.0,59.0,1,left,MISS S. Gilgeous-Alexander 6' Layup - blocked,"[1628983, 1628396]",1610612760.0,OKC,,6.09,Missed,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,Bradley,1628396.0,,,,,,
494,PT01M20.00S,2022-01-25T02:44:34.1Z,3,REGULAR,block,,[],1628396,,,1610612760,71,87,2022-01-25T02:44:36Z,4780000,,,0,,T. Bradley BLOCK (1 BLK),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
495,PT01M17.00S,2022-01-25T02:44:37.1Z,3,REGULAR,rebound,defensive,[],1628396,,,1610612741,71,87,2022-01-25T02:44:38Z,4790000,,,0,,T. Bradley REBOUND (Off:0 Def:1),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,493.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
496,PT01M16.00S,2022-01-25T02:44:38.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,74.32654402102497,85.04901960784314,1610612741,71,87,2022-01-25T02:44:44Z,4800000,175.0,189.0,1,right,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,25.76,Missed,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
497,PT01M13.00S,2022-01-25T02:44:41.0Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,71,87,2022-01-25T02:44:44Z,4810000,,,0,,D. Bazley REBOUND (Off:0 Def:6),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,496.0,6.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,
498,PT01M02.00S,2022-01-25T02:44:51.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,10.200394218134035,42.64705882352941,1610612760,73,87,2022-01-25T02:44:55Z,4820000,37.0,43.0,1,left,S. Gilgeous-Alexander driving Layup (22 PTS),[1628983],1610612760.0,OKC,driving,5.69,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,22.0,,,,,,,,,,,,,,,,,,,
499,PT00M52.30S,2022-01-25T02:45:02.5Z,3,REGULAR,2pt,Jump Shot,[],1628035,89.43823915900131,68.13725490196079,1610612741,73,87,2022-01-25T02:45:08Z,4830000,91.0,47.0,1,right,MISS A. McKinnie 10' floating Shot,[1628035],1610612741.0,CHI,floating,10.21,Missed,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,
500,PT00M50.60S,2022-01-25T02:45:04.2Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,73,87,2022-01-25T02:45:08Z,4840000,,,0,,D. Bazley REBOUND (Off:0 Def:7),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,499.0,7.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,
501,PT00M36.50S,2022-01-25T02:45:19.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630792,,,1610612760,73,87,2022-01-25T02:45:26Z,4850000,,,0,,M. Hill shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1630792, 1628983]",1610612741.0,CHI,shooting,,,Hill,M. Hill,,,,,,,,,1830.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
503,PT00M36.50S,2022-01-25T02:45:47.5Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,74,87,2022-01-25T02:45:47Z,4870000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (23 PTS),[1628983],1610612760.0,OKC,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,23.0,,,,,,,,,,,,,,,,,,,
504,PT00M36.50S,2022-01-25T02:45:49.2Z,3,REGULAR,substitution,out,[],1630526,,,1610612760,74,87,2022-01-25T02:45:54Z,4880000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M36.50S,2022-01-25T02:45:49.2Z,3,REGULAR,substitution,out,[],1628396,,,1610612760,74,87,2022-01-25T02:45:54Z,4890000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
506,PT00M36.50S,2022-01-25T02:45:49.2Z,3,REGULAR,substitution,in,[],203488,,,1610612760,74,87,2022-01-25T02:45:54Z,4900000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
507,PT00M36.50S,2022-01-25T02:45:49.2Z,3,REGULAR,substitution,in,[],202696,,,1610612760,74,87,2022-01-25T02:45:54Z,4910000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
508,PT00M36.50S,2022-01-25T02:46:08.2Z,3,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,75,87,2022-01-25T02:46:08Z,4920000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (24 PTS),[1628983],1610612760.0,OKC,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,24.0,,,,,,,,,,,,,,,,,,,
509,PT00M24.10S,2022-01-25T02:46:24.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630792,90.09526938239159,45.09803921568628,1610612741,75,89,2022-01-25T02:46:28Z,4930000,-25.0,41.0,1,right,M. Hill cutting Layup (4 PTS) (C. White 6 AST),"[1630792, 1629632]",1610612741.0,CHI,cutting,4.74,Made,Hill,M. Hill,,,,,4.0,C. White,1629632.0,6.0,,,,,,,,,,,,,,,,
511,PT00M02.40S,2022-01-25T02:46:49.2Z,3,REGULAR,3pt,Jump Shot,[],203488,29.6484888304862,78.18627450980392,1610612760,78,89,2022-01-25T02:46:52Z,4950000,-141.0,226.0,1,left,M. Muscala 26' 3PT  (11 PTS) (S. Gilgeous-Alexander 7 AST),"[203488, 1628983]",1610612760.0,OKC,,26.65,Made,Muscala,M. Muscala,,,,,11.0,S. Gilgeous-Alexander,1628983.0,7.0,,,,,,,,,,,,,,,,
513,PT00M00.00S,2022-01-25T02:46:58.6Z,3,REGULAR,3pt,Jump Shot,[],1630245,43.446123521682,78.43137254901961,1610612741,78,92,2022-01-25T02:47:06Z,4970000,142.0,479.0,1,right,A. Dosunmu 49' 3PT pullup (24 PTS),[1630245],1610612741.0,CHI,pullup,49.98,Made,Dosunmu,A. Dosunmu,,,,,24.0,,,,,,,,,,,,,,,,,,,
514,PT00M00.00S,2022-01-25T02:47:43.1Z,3,REGULAR,period,end,[],0,,,1610612760,78,92,2022-01-25T02:47:43Z,4980000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2022-01-25T02:48:41.1Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,78,92,2022-01-25T02:49:26Z,4990000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2022-01-25T02:48:41.1Z,4,REGULAR,substitution,out,['startperiod'],1630544,,,1610612760,78,92,2022-01-25T02:49:26Z,5000000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2022-01-25T02:48:41.1Z,4,REGULAR,substitution,out,['startperiod'],1630792,,,1610612760,78,92,2022-01-25T02:49:26Z,5010000,,,0,,SUB out: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2022-01-25T02:48:41.1Z,4,REGULAR,substitution,out,['startperiod'],1628035,,,1610612760,78,92,2022-01-25T02:49:26Z,5020000,,,0,,SUB out: A. McKinnie,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2022-01-25T02:48:41.1Z,4,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,78,92,2022-01-25T02:49:26Z,5030000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2022-01-25T02:48:41.1Z,4,REGULAR,substitution,in,['startperiod'],1629652,,,1610612760,78,92,2022-01-25T02:49:26Z,5040000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2022-01-25T02:48:41.1Z,4,REGULAR,substitution,in,['startperiod'],203897,,,1610612760,78,92,2022-01-25T02:49:26Z,5050000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2022-01-25T02:48:41.1Z,4,REGULAR,substitution,in,['startperiod'],1629750,,,1610612760,78,92,2022-01-25T02:49:26Z,5060000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2022-01-25T02:49:32.7Z,4,REGULAR,period,start,[],0,,,0,78,92,2022-01-25T02:49:32Z,5070000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT11M46.00S,2022-01-25T02:49:46.2Z,4,REGULAR,2pt,Jump Shot,[],203897,80.1084099868594,12.5,1610612741,78,92,2022-01-25T02:49:52Z,5080000,-188.0,134.0,1,right,MISS Z. LaVine 23' step back Shot,[203897],1610612741.0,CHI,step back,23.08,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
525,PT11M43.00S,2022-01-25T02:49:48.9Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,78,92,2022-01-25T02:49:48Z,5090000,,,0,,K. Williams REBOUND (Off:1 Def:4),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,524.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,
526,PT11M34.00S,2022-01-25T02:49:58.5Z,4,REGULAR,3pt,Jump Shot,[],1629647,4.812746386333772,95.58823529411765,1610612760,78,92,2022-01-25T02:50:03Z,5100000,-228.0,-7.0,1,left,MISS D. Bazley 3PT,[1629647],1610612760.0,OKC,,22.8,Missed,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
527,PT11M29.00S,2022-01-25T02:50:03.5Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,78,92,2022-01-25T02:50:03Z,5110000,,,0,,N. Vucevic REBOUND (Off:3 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,526.0,9.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,
528,PT11M21.00S,2022-01-25T02:50:10.6Z,4,REGULAR,3pt,Jump Shot,[],1629632,70.77858081471747,80.88235294117648,1610612741,78,92,2022-01-25T02:50:16Z,5120000,154.0,222.0,1,right,MISS C. White 27' 3PT,[1629632],1610612741.0,CHI,,27.06,Missed,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
529,PT11M19.00S,2022-01-25T02:50:13.4Z,4,REGULAR,rebound,offensive,[],1629632,,,1610612741,78,92,2022-01-25T02:50:13Z,5130000,,,0,,C. White REBOUND (Off:2 Def:4),[1629632],1610612741.0,CHI,,,,White,C. White,528.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,
530,PT11M15.00S,2022-01-25T02:50:17.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,80.6340341655716,4.901960784313726,1610612741,78,92,2022-01-25T02:50:21Z,5140000,-225.0,130.0,1,right,MISS A. Dosunmu 26' 3PT,[1630245],1610612741.0,CHI,,26.0,Missed,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
531,PT11M11.00S,2022-01-25T02:50:21.4Z,4,REGULAR,rebound,defensive,[],1629647,,,1610612760,78,92,2022-01-25T02:50:21Z,5150000,,,0,,D. Bazley REBOUND (Off:0 Def:8),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,530.0,8.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,
532,PT11M02.00S,2022-01-25T02:50:29.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,9.017739816031538,53.67647058823529,1610612760,80,92,2022-01-25T02:50:33Z,5160000,-18.0,32.0,1,left,J. Giddey cutting Layup (7 PTS) (D. Bazley 1 AST),"[1630581, 1629647]",1610612760.0,OKC,cutting,3.72,Made,Giddey,J. Giddey,,,,,7.0,D. Bazley,1629647.0,1.0,,,,,,,,,,,,,,,,
