actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
532,PT07M47.00S,2021-12-23T02:57:10.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,92,77,2021-12-23T02:57:10Z,5220000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,531.0,,,,,,,,,,
533,PT07M47.00S,2021-12-23T02:57:22.9Z,4,REGULAR,freethrow,2 of 2,[],1628427,,,1610612743,92,78,2021-12-23T02:57:22Z,5230000,,,0,,V. Cancar Free Throw 2 of 2 (9 PTS),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
534,PT07M32.00S,2021-12-23T02:57:41.0Z,4,REGULAR,3pt,Jump Shot,[],1628983,66.17936925098554,43.38235294117647,1610612760,92,78,2021-12-23T02:57:46Z,5240000,-33.0,265.0,1,right,MISS S. Gilgeous-Alexander 26' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,
535,PT07M29.00S,2021-12-23T02:57:44.0Z,4,REGULAR,rebound,defensive,[],203210,,,1610612743,92,78,2021-12-23T02:57:46Z,5250000,,,0,,J. Green REBOUND (Off:1 Def:5),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,534.0,6.0,5.0,1.0,,,,,,,
536,PT07M21.00S,2021-12-23T02:57:56.1Z,4,REGULAR,foul,personal,[],1628983,,,1610612743,92,78,2021-12-23T02:58:05Z,5260000,,,0,,S. Gilgeous-Alexander personal FOUL (3 PF),"[1628983, 1628427]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,1662.0,3.0,0.0,,,,,,,,Cancar,1628427.0,,
538,PT07M16.00S,2021-12-23T02:58:14.0Z,4,REGULAR,3pt,Jump Shot,[],1628427,32.802233902759525,45.588235294117645,1610612743,92,78,2021-12-23T02:58:20Z,5280000,22.0,256.0,1,left,MISS V. Cancar 25' 3PT,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,
539,PT07M13.00S,2021-12-23T02:58:17.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,92,78,2021-12-23T02:58:20Z,5290000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,538.0,,,,,,,,,,
540,PT07M13.00S,2021-12-23T02:58:19.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,92,78,2021-12-23T02:58:19Z,5300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT06M55.00S,2021-12-23T02:58:45.4Z,4,REGULAR,3pt,Jump Shot,[],1629647,93.51182654402102,94.85294117647058,1610612760,92,78,2021-12-23T02:59:33Z,5310000,224.0,8.0,1,right,MISS D. Bazley step back 3PT,[1629647],1610612760.0,OKC,step back,,,Bazley,D. Bazley,,,,,22.45,Missed,,,,,,,,,,,,,,,,,,
542,PT06M51.00S,2021-12-23T02:58:49.4Z,4,REGULAR,rebound,defensive,[],1628427,,,1610612743,92,78,2021-12-23T02:58:49Z,5320000,,,0,,V. Cancar REBOUND (Off:0 Def:3),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,541.0,3.0,3.0,0.0,,,,,,,
543,PT06M36.00S,2021-12-23T02:59:04.0Z,4,REGULAR,2pt,Jump Shot,[],1628432,23.209592641261498,39.46078431372549,1610612743,92,80,2021-12-23T02:59:08Z,5330000,53.0,166.0,1,left,D. Reed 17' pullup Jump Shot (2 PTS),[1628432],1610612743.0,DEN,pullup,,,Reed,D. Reed,,,,,17.39,Made,2.0,,,,,,,,,,,,,,,,,
544,PT06M21.00S,2021-12-23T02:59:21.3Z,4,REGULAR,foul,personal,[],203210,,,1610612760,92,80,2021-12-23T02:59:27Z,5340000,,,0,,J. Green personal FOUL (3 PF),"[203210, 1628983]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,1627963.0,3.0,0.0,,,,,,,,Gilgeous-Alexander,1628983.0,,
546,PT06M14.00S,2021-12-23T02:59:46.8Z,4,REGULAR,2pt,Jump Shot,[],1628983,76.82325886990802,27.450980392156865,1610612760,92,80,2021-12-23T02:59:55Z,5360000,-113.0,165.0,1,right,MISS S. Gilgeous-Alexander 20' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,20.01,Missed,,,,,,,,,,,,,,,,,,
548,PT06M12.00S,2021-12-23T02:59:48.8Z,4,REGULAR,rebound,offensive,[],1630526,,,1610612760,92,80,2021-12-23T02:59:55Z,5380000,,,0,,J. Robinson-Earl REBOUND (Off:5 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,546.0,7.0,2.0,5.0,,,,,,,
549,PT06M12.00S,2021-12-23T02:59:56.6Z,4,REGULAR,foul,personal,['2freethrow'],1628432,,,1610612760,92,80,2021-12-23T03:00:03Z,5390000,,,0,,D. Reed shooting personal FOUL (1 PF) (Robinson-Earl 2 FT),"[1628432, 1630526]",1610612743.0,DEN,shooting,,,Reed,D. Reed,,,,,,,,,,,203592.0,1.0,0.0,,,,,,,,Robinson-Earl,1630526.0,,
551,PT06M12.00S,2021-12-23T03:00:16.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630526,,,1610612760,93,80,2021-12-23T03:00:16Z,5410000,,,0,,J. Robinson-Earl Free Throw 1 of 2 (10 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
552,PT06M12.00S,2021-12-23T03:00:16.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630526,,,1610612760,93,80,2021-12-23T03:00:33Z,5420000,,,0,,MISS J. Robinson-Earl Free Throw 2 of 2,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,Missed,,,,,,,,,,,,,,,,,,
553,PT06M09.00S,2021-12-23T03:00:19.8Z,4,REGULAR,rebound,defensive,[],1628432,,,1610612743,93,80,2021-12-23T03:00:33Z,5430000,,,0,,D. Reed REBOUND (Off:0 Def:2),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,552.0,2.0,2.0,0.0,,,,,,,
554,PT05M59.00S,2021-12-23T03:00:43.2Z,4,REGULAR,3pt,Jump Shot,[],1628432,8.623521681997373,3.431372549019608,1610612743,93,83,2021-12-23T03:00:47Z,5440000,233.0,29.0,1,left,D. Reed 3PT  (5 PTS) (F. Campazzo 5 AST),"[1628432, 1630267]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,23.46,Made,5.0,F. Campazzo,1630267.0,5.0,,,,,,,,,,,,,,
556,PT05M44.00S,2021-12-23T03:00:58.6Z,4,REGULAR,3pt,Jump Shot,[],1629652,74.45795006570303,12.009803921568627,1610612760,93,83,2021-12-23T03:01:03Z,5460000,-190.0,188.0,1,right,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,
557,PT05M42.00S,2021-12-23T03:01:00.6Z,4,REGULAR,rebound,offensive,[],1629647,,,1610612760,93,83,2021-12-23T03:01:03Z,5470000,,,0,,D. Bazley REBOUND (Off:2 Def:5),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,556.0,7.0,5.0,2.0,,,,,,,
558,PT05M37.00S,2021-12-23T03:01:10.4Z,4,REGULAR,foul,personal,[],1628432,,,1610612760,93,83,2021-12-23T03:01:20Z,5480000,,,0,,D. Reed personal FOUL (2 PF),"[1628432, 1628983]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,1627963.0,2.0,0.0,,,,,,,,Gilgeous-Alexander,1628983.0,,
560,PT05M37.00S,2021-12-23T03:01:14.8Z,4,REGULAR,substitution,out,[],1629026,,,1610612760,93,83,2021-12-23T03:01:18Z,5500000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
561,PT05M37.00S,2021-12-23T03:01:14.8Z,4,REGULAR,substitution,in,[],1630581,,,1610612760,93,83,2021-12-23T03:01:18Z,5510000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
562,PT05M27.00S,2021-12-23T03:01:42.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630526,90.75229960578186,39.46078431372549,1610612760,93,83,2021-12-23T03:01:45Z,5520000,-53.0,34.0,1,right,MISS J. Robinson-Earl 6' cutting Layup,[1630526],1610612760.0,OKC,cutting,,,Robinson-Earl,J. Robinson-Earl,,,,,6.29,Missed,,,,,,,,,,,,,,,,,,
563,PT05M25.00S,2021-12-23T03:01:44.0Z,4,REGULAR,rebound,defensive,[],1628427,,,1610612743,93,83,2021-12-23T03:01:45Z,5530000,,,0,,V. Cancar REBOUND (Off:0 Def:4),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,562.0,4.0,4.0,0.0,,,,,,,
564,PT05M18.00S,2021-12-23T03:01:49.7Z,4,REGULAR,turnover,lost ball,[],1628427,,,1610612743,93,83,2021-12-23T03:01:53Z,5540000,,,0,,V. Cancar lost ball TURNOVER (2 TO),"[1628427, 1630581]",1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,2.0,Giddey,1630581.0,,,,
565,PT05M18.00S,2021-12-23T03:01:49.7Z,4,REGULAR,steal,,[],1630581,,,1610612760,93,83,2021-12-23T03:01:51Z,5550000,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
569,PT05M04.00S,2021-12-23T03:02:06.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630267,,,1610612760,93,83,2021-12-23T03:02:10Z,5590000,,,0,,F. Campazzo personal FOUL (3 PF) (Gilgeous-Alexander 2 FT),"[1630267, 1628983]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,203592.0,3.0,0.0,,,,,,,,Gilgeous-Alexander,1628983.0,,
571,PT05M04.00S,2021-12-23T03:02:24.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,93,83,2021-12-23T03:02:24Z,5610000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT05M04.00S,2021-12-23T03:04:07.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628983,,,1610612760,94,83,2021-12-23T03:07:33Z,5620000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (24 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
573,PT05M04.00S,2021-12-23T03:04:21.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628983,,,1610612760,95,83,2021-12-23T03:07:33Z,5630000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (25 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
574,PT04M50.00S,2021-12-23T03:04:37.2Z,4,REGULAR,3pt,Jump Shot,[],203085,28.597240473061763,24.264705882352942,1610612743,95,86,2021-12-23T03:04:41Z,5640000,129.0,216.0,1,left,A. Rivers 25' 3PT step back (10 PTS),[203085],1610612743.0,DEN,step back,,,Rivers,A. Rivers,,,,,25.17,Made,10.0,,,,,,,,,,,,,,,,,
575,PT04M24.00S,2021-12-23T03:05:06.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203085,,,1610612760,95,86,2021-12-23T03:05:13Z,5650000,,,0,,A. Rivers personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[203085, 1628983]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,1662.0,2.0,0.0,,,,,,,,Gilgeous-Alexander,1628983.0,,
577,PT04M24.00S,2021-12-23T03:05:26.8Z,4,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,96,86,2021-12-23T03:05:26Z,5670000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (26 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
578,PT04M24.00S,2021-12-23T03:05:38.5Z,4,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,97,86,2021-12-23T03:05:38Z,5680000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (27 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
579,PT04M20.00S,2021-12-23T03:05:53.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612743,97,86,2021-12-23T03:06:06Z,5690000,,,0,,S. Gilgeous-Alexander personal FOUL (4 PF) (Campazzo 2 FT),"[1628983, 1630267]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,1627963.0,4.0,0.0,,,,,,,,Campazzo,1630267.0,,
581,PT04M20.00S,2021-12-23T03:06:07.4Z,4,REGULAR,freethrow,1 of 2,[],1630267,,,1610612743,97,87,2021-12-23T03:06:07Z,5710000,,,0,,F. Campazzo Free Throw 1 of 2 (6 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
582,PT04M20.00S,2021-12-23T03:06:07.4Z,4,REGULAR,freethrow,2 of 2,[],1630267,,,1610612743,97,87,2021-12-23T03:06:19Z,5720000,,,0,,MISS F. Campazzo Free Throw 2 of 2,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,Missed,,,,,,,,,,,,,,,,,,
583,PT04M18.00S,2021-12-23T03:06:09.4Z,4,REGULAR,rebound,defensive,[],1629647,,,1610612760,97,87,2021-12-23T03:06:19Z,5730000,,,0,,D. Bazley REBOUND (Off:2 Def:6),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,582.0,8.0,6.0,2.0,,,,,,,
584,PT04M04.00S,2021-12-23T03:06:38.5Z,4,REGULAR,violation,kicked ball,[],1630267,,,1610612760,97,87,2021-12-23T03:06:43Z,5740000,,,0,,F. Campazzo kicked ball VIOLATION,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,1662.0,,,,,,,,,,,,,
585,PT03M57.00S,2021-12-23T03:07:02.1Z,4,REGULAR,turnover,traveling,[],1630581,,,1610612760,97,87,2021-12-23T03:07:06Z,5750000,,,0,,J. Giddey traveling TURNOVER (1 TO),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,1627963.0,,,,,,,1.0,,,,,,
586,PT03M57.00S,2021-12-23T03:07:18.8Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612743,97,87,2021-12-23T03:07:18Z,5760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT03M41.00S,2021-12-23T03:08:35.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628427,10.988830486202366,37.5,1610612743,97,87,2021-12-23T03:08:39Z,5770000,62.0,51.0,1,left,MISS V. Cancar 8' cutting Layup,[1628427],1610612743.0,DEN,cutting,,,Cancar,V. Cancar,,,,,8.05,Missed,,,,,,,,,,,,,,,,,,
588,PT03M38.00S,2021-12-23T03:08:38.3Z,4,REGULAR,rebound,defensive,[],1629647,,,1610612760,97,87,2021-12-23T03:08:39Z,5780000,,,0,,D. Bazley REBOUND (Off:2 Def:7),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,587.0,9.0,7.0,2.0,,,,,,,
589,PT03M26.00S,2021-12-23T03:08:49.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,89.96386333771353,41.66666666666667,1610612760,97,87,2021-12-23T03:08:53Z,5790000,-42.0,42.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,5.9,Missed,,,,,,,,,,,,,,,,,,
590,PT03M25.00S,2021-12-23T03:08:51.3Z,4,REGULAR,rebound,offensive,[],1629647,,,1610612760,97,87,2021-12-23T03:08:51Z,5800000,,,0,,D. Bazley REBOUND (Off:3 Def:7),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,589.0,10.0,7.0,3.0,,,,,,,
591,PT03M12.00S,2021-12-23T03:09:03.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628983,75.77201051248358,14.215686274509803,1610612760,97,87,2021-12-23T03:09:07Z,5810000,-179.0,175.0,1,right,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,
592,PT03M11.00S,2021-12-23T03:09:04.8Z,4,REGULAR,rebound,defensive,[],203210,,,1610612743,97,87,2021-12-23T03:09:07Z,5820000,,,0,,J. Green REBOUND (Off:1 Def:6),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,591.0,7.0,6.0,1.0,,,,,,,
593,PT03M02.00S,2021-12-23T03:09:14.1Z,4,REGULAR,3pt,Jump Shot,[],1628432,29.517082785808146,75.24509803921569,1610612743,97,87,2021-12-23T03:09:21Z,5830000,-126.0,225.0,1,left,MISS D. Reed 25' 3PT,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,
594,PT02M56.00S,2021-12-23T03:09:20.1Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,97,87,2021-12-23T03:09:21Z,5840000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:8),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,593.0,9.0,8.0,1.0,,,,,,,
595,PT02M54.00S,2021-12-23T03:09:21.7Z,4,REGULAR,turnover,lost ball,[],1628983,,,1610612760,97,87,2021-12-23T03:09:25Z,5850000,,,0,,S. Gilgeous-Alexander lost ball TURNOVER (1 TO),"[1628983, 203210]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,1.0,Green,203210.0,,,,
596,PT02M54.00S,2021-12-23T03:09:21.7Z,4,REGULAR,steal,,[],203210,,,1610612743,97,87,2021-12-23T03:09:23Z,5860000,,,0,,J. Green STEAL (3 STL),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
597,PT02M50.00S,2021-12-23T03:09:26.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628432,6.258212877792378,52.450980392156865,1610612743,97,89,2021-12-23T03:09:32Z,5870000,-12.0,6.0,1,left,D. Reed running Layup (7 PTS),[1628432],1610612743.0,DEN,running,,,Reed,D. Reed,,,,,1.38,Made,7.0,,,,,,,,,,,,,,,,,
598,PT02M39.00S,2021-12-23T03:09:51.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,89.96386333771353,59.31372549019608,1610612760,99,89,2021-12-23T03:10:07Z,5880000,47.0,42.0,1,right,L. Dort 6' driving Layup (14 PTS) (S. Gilgeous-Alexander 11 AST),"[1629652, 1628983]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,6.26,Made,14.0,S. Gilgeous-Alexander,1628983.0,11.0,,,,,,,,,,,,,,
599,PT02M39.00S,2021-12-23T03:09:54.4Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630267,,,1610612760,99,89,2021-12-23T03:10:19Z,5890000,,,0,,F. Campazzo shooting personal FOUL (4 PF) (Dort 1 FT),"[1630267, 1629652]",1610612743.0,DEN,shooting,,,Campazzo,F. Campazzo,,,,,,,,,,,1627963.0,4.0,0.0,,,,,,,,Dort,1629652.0,,
601,PT02M39.00S,2021-12-23T03:10:33.1Z,4,REGULAR,freethrow,1 of 1,[],1629652,,,1610612760,100,89,2021-12-23T03:10:33Z,5910000,,,0,,L. Dort Free Throw 1 of 1 (15 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
602,PT02M33.00S,2021-12-23T03:10:44.3Z,4,REGULAR,3pt,Jump Shot,[],1630267,24.392247043363994,12.5,1610612743,100,89,2021-12-23T03:10:50Z,5920000,188.0,177.0,1,left,MISS F. Campazzo 25' pullup 3PT,[1630267],1610612743.0,DEN,pullup,,,Campazzo,F. Campazzo,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,
603,PT02M31.00S,2021-12-23T03:10:46.8Z,4,REGULAR,rebound,offensive,[],1628432,,,1610612743,100,89,2021-12-23T03:10:46Z,5930000,,,0,,D. Reed REBOUND (Off:1 Def:2),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,602.0,3.0,2.0,1.0,,,,,,,
604,PT02M27.00S,2021-12-23T03:10:50.0Z,4,REGULAR,turnover,lost ball,[],1628432,,,1610612743,100,89,2021-12-23T03:10:53Z,5940000,,,0,,D. Reed lost ball TURNOVER (1 TO),"[1628432, 1630581]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,1.0,Giddey,1630581.0,,,,
605,PT02M27.00S,2021-12-23T03:10:50.0Z,4,REGULAR,steal,,[],1630581,,,1610612760,100,89,2021-12-23T03:10:52Z,5950000,,,0,,J. Giddey STEAL (2 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
606,PT02M05.00S,2021-12-23T03:11:12.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629647,93.51182654402102,51.71568627450981,1610612760,102,89,2021-12-23T03:11:16Z,5960000,9.0,8.0,1,right,D. Bazley DUNK (15 PTS) (L. Dort 1 AST),"[1629647, 1629652]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,1.21,Made,15.0,L. Dort,1629652.0,1.0,,,,,,,,,,,,,,
609,PT01M50.00S,2021-12-23T03:11:28.2Z,4,REGULAR,3pt,Jump Shot,[],1628432,2.9730617608409986,95.58823529411765,1610612743,102,89,2021-12-23T03:11:32Z,5980000,-228.0,-25.0,1,left,MISS D. Reed 3PT,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,
610,PT01M47.00S,2021-12-23T03:11:31.2Z,4,REGULAR,rebound,defensive,[],1630526,,,1610612760,102,89,2021-12-23T03:11:32Z,5990000,,,0,,J. Robinson-Earl REBOUND (Off:5 Def:3),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,609.0,8.0,3.0,5.0,,,,,,,
611,PT01M41.00S,2021-12-23T03:11:39.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628432,,,1610612760,102,89,2021-12-23T03:11:53Z,6000000,,,0,,D. Reed shooting personal FOUL (3 PF) (Robinson-Earl 2 FT),"[1628432, 1630526]",1610612743.0,DEN,shooting,,,Reed,D. Reed,,,,,,,,,,,1662.0,3.0,0.0,,,,,,,,Robinson-Earl,1630526.0,,
613,PT01M41.00S,2021-12-23T03:12:05.6Z,4,REGULAR,freethrow,1 of 2,[],1630526,,,1610612760,103,89,2021-12-23T03:12:05Z,6020000,,,0,,J. Robinson-Earl Free Throw 1 of 2 (11 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
614,PT01M41.00S,2021-12-23T03:12:20.7Z,4,REGULAR,freethrow,2 of 2,[],1630526,,,1610612760,104,89,2021-12-23T03:12:20Z,6030000,,,0,,J. Robinson-Earl Free Throw 2 of 2 (12 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
615,PT01M41.00S,2021-12-23T03:12:25.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,104,89,2021-12-23T03:12:25Z,6040000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT01M38.00S,2021-12-23T03:14:13.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629652,,,1610612743,104,89,2021-12-23T03:14:23Z,6050000,,,0,,L. Dort personal FOUL (4 PF) (Rivers 2 FT),"[1629652, 203085]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,203592.0,4.0,0.0,,,,,,,,Rivers,203085.0,,
622,PT01M38.00S,2021-12-23T03:15:10.9Z,4,REGULAR,substitution,out,[],203210,,,1610612743,104,89,2021-12-23T03:17:11Z,6065000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
623,PT01M38.00S,2021-12-23T03:15:10.9Z,4,REGULAR,substitution,in,[],1627822,,,1610612743,104,89,2021-12-23T03:17:11Z,6067500,,,0,,SUB in: P. Cornelie,[1627822],1610612743.0,DEN,,,,Cornelie,P. Cornelie,,,,,,,,,,,,,,,,,,,,,,,,
618,PT01M38.00S,2021-12-23T03:15:40.6Z,4,REGULAR,freethrow,1 of 2,[],203085,,,1610612743,104,89,2021-12-23T03:17:53Z,6070000,,,0,,MISS A. Rivers Free Throw 1 of 2,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,Missed,,,,,,,,,,,,,,,,,,
619,PT01M38.00S,2021-12-23T03:15:40.6Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612743,104,89,2021-12-23T03:17:53Z,6080000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,618.0,,,,,,,,,,
620,PT01M38.00S,2021-12-23T03:15:40.6Z,4,REGULAR,freethrow,2 of 2,[],203085,,,1610612743,104,89,2021-12-23T03:17:53Z,6090000,,,0,,MISS A. Rivers Free Throw 2 of 2,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,Missed,,,,,,,,,,,,,,,,,,
