actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-02-10T01:10:14.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-10T01:10:14Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-02-10T01:10:18.3Z,1,REGULAR,jumpball,recovered,[],1628384,,,1610612761,0,0,2022-02-10T01:10:18Z,40000,,,0,,Jump Ball S. Barnes vs. D. Favors: Tip to O. Anunoby,"[1628384, 1630567, 202324]",1610612761.0,TOR,startperiod,O. Anunoby,1628384.0,Anunoby,O. Anunoby,Barnes,1630567.0,Favors,202324.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2022-02-10T01:10:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,92.32917214191852,40.44117647058824,1610612761,0,2,2022-02-10T01:11:11Z,70000,-48.0,20.0,1,right,O. Anunoby driving Layup (2 PTS),[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,5.17,Made,2.0,,,,,,,,,,,,,,,,,,
8,PT11M24.00S,2022-02-10T01:10:49.1Z,1,REGULAR,3pt,Jump Shot,[],1629652,34.90473061760841,47.549019607843135,1610612760,3,2,2022-02-10T01:10:53Z,80000,12.0,276.0,1,left,L. Dort 27' 3PT  (3 PTS) (J. Giddey 1 AST),"[1629652, 1630581]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,27.59,Made,3.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,,
10,PT11M09.00S,2022-02-10T01:11:03.7Z,1,REGULAR,3pt,Jump Shot,[],1629018,69.59592641261499,22.794117647058822,1610612761,3,2,2022-02-10T01:11:09Z,100000,-136.0,233.0,1,right,MISS G. Trent Jr. 27' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,27.0,Missed,,,,,,,,,,,,,,,,,,,
11,PT11M06.00S,2022-02-10T01:11:06.7Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,3,2,2022-02-10T01:11:09Z,110000,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT10M58.00S,2022-02-10T01:11:19.1Z,1,REGULAR,3pt,Jump Shot,[],1630544,25.18068331143233,8.333333333333332,1610612760,3,2,2022-02-10T01:12:16Z,130000,208.0,184.0,1,left,MISS T. Mann 27' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,27.81,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M57.00S,2022-02-10T01:11:20.1Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,3,2,2022-02-10T01:12:16Z,140000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M53.00S,2022-02-10T01:11:25.6Z,1,REGULAR,violation,kicked ball,[],202324,,,1610612761,3,2,2022-02-10T01:11:33Z,150000,,,0,,D. Favors kicked ball VIOLATION,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,1628172.0,,,,,,,,,,
16,PT10M33.00S,2022-02-10T01:11:57.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,88.64980289093299,47.549019607843135,1610612761,3,4,2022-02-10T01:13:01Z,160000,-12.0,54.0,1,right,P. Siakam floating Jump Shot (2 PTS) (F. VanVleet 1 AST),"[1627783, 1627832]",1610612761.0,TOR,floating,,,Siakam,P. Siakam,,,,,5.56,Made,2.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,,
