actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
84,PT05M19.00S,2021-11-13T01:23:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630526,5.601182654402102,48.03921568627451,1610612760,8,11,2021-11-13T01:23:48Z,840000,10.0,0.0,1,left,MISS J. Robinson-Earl putback Layup,[1630526],1610612760.0,OKC,putback,,,Robinson-Earl,J. Robinson-Earl,,,,,0.98,Missed,,,,,,,,,,,,,,,,,,
85,PT05M19.00S,2021-11-13T01:23:33.5Z,1,REGULAR,rebound,offensive,[],1630197,,,1610612760,8,11,2021-11-13T01:23:38Z,850000,,,0,,A. Pokusevski REBOUND (Off:1 Def:0),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,84.0,,1.0,0.0,1.0,,,,,,,,,,,,,
86,PT05M15.00S,2021-11-13T01:23:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630197,5.590000152587891,50.0,1610612760,8,11,2021-11-13T01:23:37Z,860000,0.0,0.0,1,left,MISS A. Pokusevski tip Layup,[1630197],1610612760.0,OKC,tip,,,Pokusevski,A. Pokusevski,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
87,PT05M14.00S,2021-11-13T01:23:38.1Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,8,11,2021-11-13T01:23:38Z,870000,,,0,,H. Barnes REBOUND (Off:0 Def:4),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,86.0,,4.0,4.0,0.0,,,,,,,,,,,,,
88,PT05M09.00S,2021-11-13T01:23:43.4Z,1,REGULAR,3pt,Jump Shot,[],1627741,72.88107752956637,12.990196078431374,1610612758,8,11,2021-11-13T01:23:53Z,880000,-185.0,202.0,1,right,MISS B. Hield 27' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,27.42,Missed,,,,,,,,,,,,,,,,,,
89,PT05M06.00S,2021-11-13T01:23:46.4Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,8,11,2021-11-13T01:23:53Z,890000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,88.0,,1.0,1.0,0.0,,,,,,,,,,,,,
90,PT04M51.00S,2021-11-13T01:24:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,4.812746386333772,54.166666666666664,1610612760,8,11,2021-11-13T01:24:05Z,900000,-21.0,-7.0,1,left,MISS S. Gilgeous-Alexander driving finger roll Layup,[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,2.2,Missed,,,,,,,,,,,,,,,,,,
91,PT04M49.00S,2021-11-13T01:24:03.3Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,8,11,2021-11-13T01:24:05Z,910000,,,0,,R. Holmes REBOUND (Off:3 Def:5),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,90.0,,8.0,5.0,3.0,,,,,,,,,,,,,
92,PT04M43.00S,2021-11-13T01:24:11.5Z,1,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612758,8,11,2021-11-13T01:29:31Z,920000,,,0,,B. Hield bad pass out-of-bounds TURNOVER (1 TO),[1627741],1610612758.0,SAC,bad pass,,,Hield,B. Hield,,,,,,,,203593.0,,,,1.0,,,,,,,,,,,,
93,PT04M43.00S,2021-11-13T01:24:14.5Z,1,REGULAR,substitution,out,[],1626158,,,1610612760,8,11,2021-11-13T01:24:20Z,930000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M43.00S,2021-11-13T01:24:14.5Z,1,REGULAR,substitution,in,[],202684,,,1610612760,8,11,2021-11-13T01:24:20Z,940000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M31.00S,2021-11-13T01:24:38.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629647,5.206964520367937,55.392156862745104,1610612760,10,11,2021-11-13T01:30:13Z,950000,-27.0,-4.0,1,left,D. Bazley driving Layup (3 PTS),[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,2.72,Made,,,,,,,,,3.0,,,,,,,,,
96,PT04M20.00S,2021-11-13T01:24:48.4Z,1,REGULAR,3pt,Jump Shot,[],1630558,69.85873850197109,70.58823529411765,1610612758,10,11,2021-11-13T01:24:52Z,960000,103.0,231.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,
97,PT04M18.00S,2021-11-13T01:24:50.4Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,10,11,2021-11-13T01:24:52Z,970000,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,96.0,,4.0,2.0,2.0,,,,,,,,,,,,,
98,PT04M08.00S,2021-11-13T01:25:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,7.30946123521682,44.85294117647059,1610612760,10,11,2021-11-13T01:25:06Z,980000,26.0,16.0,1,left,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,3.04,Missed,,,,,,,,,,,,,,,,,,
99,PT04M04.00S,2021-11-13T01:25:04.9Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,10,11,2021-11-13T01:25:06Z,990000,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,98.0,,1.0,1.0,0.0,,,,,,,,,,,,,
100,PT04M04.00S,2021-11-13T01:25:07.6Z,1,REGULAR,foul,personal,[],1628983,,,1610612758,10,11,2021-11-13T01:30:59Z,1000000,,,0,,S. Gilgeous-Alexander take personal FOUL (1 PF),"[1628983, 1628368]",1610612760.0,OKC,take,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,203593.0,,,,,,,,,,,,,1.0,0.0,Fox,1628368.0
102,PT04M04.00S,2021-11-13T01:25:15.6Z,1,REGULAR,substitution,out,[],1630526,,,1610612758,10,11,2021-11-13T01:25:24Z,1020000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M04.00S,2021-11-13T01:25:15.6Z,1,REGULAR,substitution,out,[],203084,,,1610612758,10,11,2021-11-13T01:25:24Z,1030000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M04.00S,2021-11-13T01:25:15.6Z,1,REGULAR,substitution,in,[],202324,,,1610612758,10,11,2021-11-13T01:25:24Z,1040000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M04.00S,2021-11-13T01:25:15.6Z,1,REGULAR,substitution,in,[],203090,,,1610612758,10,11,2021-11-13T01:25:24Z,1050000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M55.00S,2021-11-13T01:25:42.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,94.03745072273325,52.94117647058824,1610612758,10,13,2021-11-13T01:25:48Z,1060000,15.0,4.0,1,right,T. Thompson cutting DUNK (2 PTS) (B. Hield 1 AST),"[202684, 1627741]",1610612758.0,SAC,cutting,,,Thompson,T. Thompson,,,,,1.51,Made,,,,,,,,,2.0,,,B. Hield,1627741.0,1.0,,,,
108,PT03M30.00S,2021-11-13T01:26:07.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,13.091327201051248,49.754901960784316,1610612760,10,13,2021-11-13T01:26:13Z,1080000,1.0,71.0,1,left,MISS S. Gilgeous-Alexander 7' turnaround fadeaway Shot,[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,7.06,Missed,,,,,,,,,,,,,,,,,,
109,PT03M26.00S,2021-11-13T01:26:11.6Z,1,REGULAR,rebound,defensive,[],202684,,,1610612758,10,13,2021-11-13T01:26:13Z,1090000,,,0,,T. Thompson REBOUND (Off:0 Def:1),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,108.0,,1.0,1.0,0.0,,,,,,,,,,,,,
110,PT03M20.00S,2021-11-13T01:26:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,79.84559789750328,37.745098039215684,1610612758,10,13,2021-11-13T01:26:27Z,1100000,-61.0,137.0,1,right,MISS D. Fox 15' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,15.01,Missed,,,,,,,,,,,,,,,,,,
111,PT03M20.00S,2021-11-13T01:26:22.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,10,13,2021-11-13T01:26:22Z,1110000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,
112,PT03M20.00S,2021-11-13T01:26:22.9Z,1,REGULAR,foul,personal,[],1629652,,,1610612758,10,13,2021-11-13T01:32:02Z,1120000,,,0,,L. Dort loose ball personal FOUL (1 PF),"[1629652, 202684]",1610612760.0,OKC,loose ball,,,Dort,L. Dort,,,,,,,,203593.0,,,,,,,,,,,,,1.0,0.0,Thompson,202684.0
114,PT03M13.00S,2021-11-13T01:26:48.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,68.9388961892247,71.81372549019608,1610612758,10,13,2021-11-13T01:26:53Z,1140000,109.0,239.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,
115,PT03M10.00S,2021-11-13T01:26:51.2Z,1,REGULAR,rebound,offensive,[],202684,,,1610612758,10,13,2021-11-13T01:26:53Z,1150000,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,114.0,,2.0,1.0,1.0,,,,,,,,,,,,,
116,PT03M06.00S,2021-11-13T01:26:55.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202684,83.78777923784494,54.41176470588235,1610612758,10,15,2021-11-13T01:32:43Z,1160000,22.0,100.0,1,right,T. Thompson 10' floating Jump Shot (4 PTS) (B. Hield 2 AST),"[202684, 1627741]",1610612758.0,SAC,floating,,,Thompson,T. Thompson,,,,,10.23,Made,,,,,,,,,4.0,,,B. Hield,1627741.0,2.0,,,,
118,PT02M51.00S,2021-11-13T01:27:09.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,6.652431011826544,47.549019607843135,1610612760,10,15,2021-11-13T01:27:14Z,1180000,12.0,10.0,1,left,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,
119,PT02M51.00S,2021-11-13T01:27:10.7Z,1,REGULAR,rebound,offensive,[],1629652,,,1610612760,10,15,2021-11-13T01:27:10Z,1190000,,,0,,L. Dort REBOUND (Off:1 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,118.0,,2.0,1.0,1.0,,,,,,,,,,,,,
120,PT02M51.00S,2021-11-13T01:27:11.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629652,5.601182654402102,49.754901960784316,1610612760,12,15,2021-11-13T01:27:18Z,1200000,1.0,0.0,1,left,L. Dort putback Layup (2 PTS),[1629652],1610612760.0,OKC,putback,,,Dort,L. Dort,,,,,0.12,Made,,,,,,,,,2.0,,,,,,,,,
121,PT02M51.00S,2021-11-13T01:27:14.3Z,1,REGULAR,foul,personal,['1freethrow'],1628368,,,1610612760,12,15,2021-11-13T01:30:31Z,1210000,,,0,,D. Fox shooting personal FOUL (1 PF) (Dort 1 FT),"[1628368, 1629652]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,,,,203593.0,,,,,,,,,,,,,1.0,0.0,Dort,1629652.0
123,PT02M51.00S,2021-11-13T01:27:27.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,12,15,2021-11-13T01:27:51Z,1230000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M51.00S,2021-11-13T01:29:54.0Z,1,REGULAR,substitution,out,[],1628983,,,1610612760,12,15,2021-11-13T01:30:13Z,1240000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M51.00S,2021-11-13T01:29:54.0Z,1,REGULAR,substitution,out,[],1629647,,,1610612760,12,15,2021-11-13T01:30:13Z,1250000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M51.00S,2021-11-13T01:29:54.0Z,1,REGULAR,substitution,out,[],1628368,,,1610612760,12,15,2021-11-13T01:30:13Z,1260000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M51.00S,2021-11-13T01:29:54.0Z,1,REGULAR,substitution,in,[],1630581,,,1610612760,12,15,2021-11-13T01:30:13Z,1270000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M51.00S,2021-11-13T01:29:54.0Z,1,REGULAR,substitution,in,[],1630544,,,1610612760,12,15,2021-11-13T01:30:13Z,1280000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M51.00S,2021-11-13T01:29:54.0Z,1,REGULAR,substitution,in,[],1630169,,,1610612760,12,15,2021-11-13T01:30:13Z,1290000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M51.00S,2021-11-13T01:30:32.1Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629652,,,1610612760,13,15,2021-11-13T01:30:32Z,1300000,,,0,,L. Dort Free Throw 1 of 1 (3 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
131,PT02M34.00S,2021-11-13T01:30:51.5Z,1,REGULAR,3pt,Jump Shot,[],1627741,83.26215505913272,95.83333333333334,1610612758,13,18,2021-11-13T01:30:55Z,1310000,229.0,105.0,1,right,B. Hield 25' 3PT  (3 PTS) (D. Mitchell 1 AST),"[1627741, 1630558]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,25.2,Made,,,,,,,,,3.0,,,D. Mitchell,1630558.0,1.0,,,,
133,PT02M17.00S,2021-11-13T01:31:08.0Z,1,REGULAR,2pt,Jump Shot,[],202324,23.603810775295663,41.42156862745098,1610612760,13,18,2021-11-13T01:31:13Z,1330000,43.0,169.0,1,left,MISS D. Favors 17' Jump Shot,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,17.47,Missed,,,,,,,,,,,,,,,,,,
134,PT02M14.00S,2021-11-13T01:31:11.0Z,1,REGULAR,rebound,defensive,[],202684,,,1610612758,13,18,2021-11-13T01:31:13Z,1340000,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,133.0,,3.0,2.0,1.0,,,,,,,,,,,,,
135,PT02M02.00S,2021-11-13T01:31:22.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,94.43166885676742,49.50980392156863,1610612758,13,18,2021-11-13T01:31:31Z,1350000,-2.0,0.0,1,right,MISS T. Thompson alley-oop DUNK - blocked,"[202684, 1630197]",1610612758.0,SAC,alley-oop,,,Thompson,T. Thompson,,,,,0.25,Missed,,,,,,,,,,Pokusevski,1630197.0,,,,,,,
151,PT02M02.00S,2021-11-13T01:31:22.9Z,1,REGULAR,block,,[],1630197,,,1610612758,13,18,2021-11-13T01:33:20Z,1355000,,,0,,A. Pokusevski BLOCK (1 BLK),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M59.00S,2021-11-13T01:31:25.9Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,13,18,2021-11-13T01:31:31Z,1360000,,,0,,A. Pokusevski REBOUND (Off:1 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,135.0,,2.0,1.0,1.0,,,,,,,,,,,,,
137,PT01M52.00S,2021-11-13T01:31:33.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,5.995400788436268,47.549019607843135,1610612760,13,18,2021-11-13T01:31:42Z,1370000,12.0,4.0,1,left,MISS L. Dort driving Layup - blocked,"[1629652, 203090]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,1.29,Missed,,,,,,,,,,Harkless,203090.0,,,,,,,
138,PT01M52.00S,2021-11-13T01:31:33.4Z,1,REGULAR,block,,[],203090,,,1610612760,13,18,2021-11-13T01:31:35Z,1380000,,,0,,M. Harkless BLOCK (1 BLK),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M52.00S,2021-11-13T01:31:33.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,13,18,2021-11-13T01:31:42Z,1390000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,
140,PT01M52.00S,2021-11-13T01:31:39.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,13,18,2021-11-13T01:31:39Z,1400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M52.00S,2021-11-13T01:31:39.6Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,13,18,2021-11-13T01:31:46Z,1410000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M52.00S,2021-11-13T01:31:39.6Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,13,18,2021-11-13T01:31:46Z,1420000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M49.00S,2021-11-13T01:31:53.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630197,28.728646517739815,77.94117647058823,1610612760,13,18,2021-11-13T01:32:00Z,1430000,-140.0,218.0,1,left,MISS A. Pokusevski 25' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,
144,PT01M43.00S,2021-11-13T01:31:59.0Z,1,REGULAR,rebound,defensive,[],203090,,,1610612758,13,18,2021-11-13T01:32:00Z,1440000,,,0,,M. Harkless REBOUND (Off:0 Def:1),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,143.0,,1.0,1.0,0.0,,,,,,,,,,,,,
145,PT01M35.00S,2021-11-13T01:32:12.1Z,1,REGULAR,foul,personal,[],1630544,,,1610612758,13,18,2021-11-13T01:32:22Z,1450000,,,0,,T. Mann personal FOUL (1 PF),"[1630544, 1630169]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,1626302.0,,,,,,,,,,,,,1.0,0.0,Haliburton,1630169.0
147,PT01M23.00S,2021-11-13T01:32:41.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,90.75229960578186,36.76470588235294,1610612758,13,18,2021-11-13T01:35:12Z,1470000,-66.0,34.0,1,right,MISS D. Mitchell 7' driving floating Shot,[1630558],1610612758.0,SAC,driving floating,,,Mitchell,D. Mitchell,,,,,7.46,Missed,,,,,,,,,,,,,,,,,,
148,PT01M20.00S,2021-11-13T01:32:44.0Z,1,REGULAR,rebound,defensive,[],202324,,,1610612760,13,18,2021-11-13T01:32:45Z,1480000,,,0,,D. Favors REBOUND (Off:0 Def:1),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,147.0,,1.0,1.0,0.0,,,,,,,,,,,,,
149,PT01M10.00S,2021-11-13T01:32:56.5Z,1,REGULAR,foul,personal,['2freethrow'],202684,,,1610612760,13,18,2021-11-13T01:33:22Z,1490000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Mann 2 FT),"[202684, 1630544]",1610612758.0,SAC,shooting,,,Thompson,T. Thompson,,,,,,,,1626302.0,,,,,,,,,,,,,1.0,0.0,Mann,1630544.0
152,PT01M10.00S,2021-11-13T01:33:23.9Z,1,REGULAR,freethrow,1 of 2,[],1630544,,,1610612760,13,18,2021-11-13T01:37:28Z,1510000,,,0,,MISS T. Mann Free Throw 1 of 2,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,Missed,,,,,,,,,,,,,,,,,,
153,PT01M10.00S,2021-11-13T01:33:23.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612760,13,18,2021-11-13T01:37:28Z,1520000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,
154,PT01M10.00S,2021-11-13T01:33:23.9Z,1,REGULAR,freethrow,2 of 2,[],1630544,,,1610612760,14,18,2021-11-13T01:37:28Z,1530000,,,0,,T. Mann Free Throw 2 of 2 (1 PTS),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
155,PT00M49.00S,2021-11-13T01:33:59.7Z,1,REGULAR,3pt,Jump Shot,[],203090,91.5407358738502,3.431372549019608,1610612758,14,18,2021-11-13T01:34:04Z,1540000,-233.0,27.0,1,right,MISS M. Harkless 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,
156,PT00M45.50S,2021-11-13T01:34:03.2Z,1,REGULAR,rebound,defensive,[],202324,,,1610612760,14,18,2021-11-13T02:22:28Z,1550000,,,0,,D. Favors REBOUND (Off:0 Def:2),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,155.0,,2.0,2.0,0.0,,,,,,,,,,,,,
157,PT00M42.20S,2021-11-13T01:34:06.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,5.732588699080158,46.32352941176471,1610612760,16,18,2021-11-13T01:39:48Z,1560000,18.0,1.0,1,left,T. Mann running finger roll Layup (3 PTS),[1630544],1610612760.0,OKC,running finger roll,,,Mann,T. Mann,,,,,1.85,Made,,,,,,,,,3.0,,,,,,,,,
158,PT00M31.20S,2021-11-13T01:34:19.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202684,91.27792378449409,49.754901960784316,1610612758,16,20,2021-11-13T01:34:23Z,1570000,-1.0,29.0,1,right,T. Thompson Hook (6 PTS) (B. Hield 3 AST),"[202684, 1627741]",1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,2.95,Made,,,,,,,,,6.0,,,B. Hield,1627741.0,3.0,,,,
160,PT00M22.30S,2021-11-13T01:34:30.4Z,1,REGULAR,turnover,bad pass,[],1630197,,,1610612760,16,20,2021-11-13T01:34:35Z,1590000,,,0,,A. Pokusevski bad pass TURNOVER (1 TO),"[1630197, 202684]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,1.0,Thompson,202684.0,,,,,,,,,,
161,PT00M22.30S,2021-11-13T01:34:30.4Z,1,REGULAR,steal,,[],202684,,,1610612758,16,20,2021-11-13T01:35:20Z,1600000,,,0,,T. Thompson STEAL (1 STL),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M01.90S,2021-11-13T01:34:50.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,86.67871222076215,94.85294117647058,1610612758,16,23,2021-11-13T01:34:55Z,1610000,224.0,73.0,1,right,T. Haliburton 3PT pullup (5 PTS),[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,23.58,Made,,,,,,,,,5.0,,,,,,,,,
163,PT00M00.00S,2021-11-13T01:35:10.4Z,1,REGULAR,period,end,[],0,,,1610612760,16,23,2021-11-13T01:35:10Z,1620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-11-13T01:35:14.0Z,2,REGULAR,substitution,out,['startperiod'],202684,,,1610612760,16,23,2021-11-13T01:37:51Z,1630000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-11-13T01:35:14.0Z,2,REGULAR,substitution,out,['startperiod'],1627741,,,1610612760,16,23,2021-11-13T01:37:51Z,1640000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-11-13T01:35:14.0Z,2,REGULAR,substitution,in,['startperiod'],1626158,,,1610612760,16,23,2021-11-13T01:37:51Z,1650000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-11-13T01:35:14.0Z,2,REGULAR,substitution,in,['startperiod'],1629056,,,1610612760,16,23,2021-11-13T01:37:51Z,1660000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-13T01:37:52.3Z,2,REGULAR,period,start,[],0,,,1610612760,16,23,2021-11-13T01:37:52Z,1670000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M52.00S,2021-11-13T01:37:59.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,12.565703022339028,49.50980392156863,1610612760,16,23,2021-11-13T01:38:06Z,1680000,2.0,66.0,1,left,MISS A. Pokusevski 6' running Layup,[1630197],1610612760.0,OKC,running,,,Pokusevski,A. Pokusevski,,,,,6.56,Missed,,,,,,,,,,,,,,,,,,
