actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
264,PT03M38.00S,2021-12-16T01:56:26.8Z,2,REGULAR,substitution,out,[],1629660,,,1610612740,49,37,2021-12-16T01:57:47Z,2620000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M38.00S,2021-12-16T01:56:26.8Z,2,REGULAR,substitution,out,[],203488,,,1610612740,49,37,2021-12-16T01:57:47Z,2630000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M38.00S,2021-12-16T01:56:26.8Z,2,REGULAR,substitution,out,[],1629026,,,1610612740,49,37,2021-12-16T01:57:47Z,2640000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M38.00S,2021-12-16T01:56:26.8Z,2,REGULAR,substitution,out,[],1630526,,,1610612740,49,37,2021-12-16T01:57:47Z,2650000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M38.00S,2021-12-16T01:56:26.8Z,2,REGULAR,substitution,out,[],1626195,,,1610612740,49,37,2021-12-16T01:57:47Z,2660000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M38.00S,2021-12-16T01:56:26.8Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,49,37,2021-12-16T01:57:47Z,2670000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M38.00S,2021-12-16T01:56:26.8Z,2,REGULAR,substitution,out,[],203107,,,1610612740,49,37,2021-12-16T01:57:47Z,2680000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M38.00S,2021-12-16T01:56:26.8Z,2,REGULAR,substitution,in,[],1628983,,,1610612740,49,37,2021-12-16T01:57:47Z,2690000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M38.00S,2021-12-16T01:56:26.8Z,2,REGULAR,substitution,in,[],1630581,,,1610612740,49,37,2021-12-16T01:57:47Z,2700000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M38.00S,2021-12-16T01:56:26.8Z,2,REGULAR,substitution,in,[],1629647,,,1610612740,49,37,2021-12-16T01:57:47Z,2710000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M38.00S,2021-12-16T01:56:26.8Z,2,REGULAR,substitution,in,[],202324,,,1610612740,49,37,2021-12-16T01:57:47Z,2720000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M38.00S,2021-12-16T01:56:26.8Z,2,REGULAR,substitution,in,[],1628404,,,1610612740,49,37,2021-12-16T01:57:47Z,2730000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M38.00S,2021-12-16T01:56:26.8Z,2,REGULAR,substitution,in,[],202685,,,1610612740,49,37,2021-12-16T01:57:47Z,2740000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M38.00S,2021-12-16T01:56:26.8Z,2,REGULAR,substitution,in,[],1628984,,,1610612740,49,37,2021-12-16T01:57:47Z,2750000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M18.00S,2021-12-16T01:58:08.2Z,2,REGULAR,turnover,lost ball,[],202685,,,1610612740,49,37,2021-12-16T01:58:11Z,2760000,,,0,,J. Valanciunas lost ball TURNOVER (2 TO),"[202685, 1629647]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,2.0,Bazley,1629647.0,,,
279,PT03M18.00S,2021-12-16T01:58:08.2Z,2,REGULAR,steal,,[],1629647,,,1610612760,49,37,2021-12-16T01:58:10Z,2770000,,,0,,D. Bazley STEAL (1 STL),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M13.00S,2021-12-16T01:58:13.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628983,90.48948751642575,46.81372549019608,1610612760,49,37,2021-12-16T01:58:18Z,2780000,-16.0,37.0,1,right,MISS S. Gilgeous-Alexander running Layup,[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,4.02,Missed,,,,,,,,,,,,,,
281,PT03M11.00S,2021-12-16T01:58:15.1Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,49,37,2021-12-16T01:58:18Z,2790000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,280.0,1.0,1.0,0.0,,,,,,,,,,
282,PT03M01.00S,2021-12-16T01:58:25.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,7.440867279894875,56.61764705882353,1610612740,49,37,2021-12-16T01:58:29Z,2800000,-33.0,17.0,1,left,MISS B. Ingram Layup,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,3.74,Missed,,,,,,,,,,,,,,
283,PT02M59.00S,2021-12-16T01:58:27.6Z,2,REGULAR,rebound,defensive,[],202324,,,1610612760,49,37,2021-12-16T01:58:29Z,2810000,,,0,,D. Favors REBOUND (Off:1 Def:2),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,282.0,3.0,2.0,1.0,,,,,,,,,,
284,PT02M47.00S,2021-12-16T01:58:41.3Z,2,REGULAR,foul,offensive,[],1628983,,,1610612760,49,37,2021-12-16T01:58:48Z,2820000,,,0,,S. Gilgeous-Alexander offensive FOUL (2 PF),"[1628983, 1627742]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1193.0,2.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,,
286,PT02M47.00S,2021-12-16T01:58:41.3Z,2,REGULAR,turnover,offensive foul,[],1628983,,,1610612760,49,37,2021-12-16T01:58:41Z,2840000,,,0,,S. Gilgeous-Alexander offensive foul TURNOVER (1 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1193.0,,,,,,,,,,,,,,,1.0,,,,,
287,PT02M47.00S,2021-12-16T01:58:46.3Z,2,REGULAR,substitution,out,[],1630544,,,1610612740,49,37,2021-12-16T01:58:49Z,2850000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M47.00S,2021-12-16T01:58:46.3Z,2,REGULAR,substitution,in,[],1630598,,,1610612740,49,37,2021-12-16T01:58:49Z,2860000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M41.00S,2021-12-16T01:59:08.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,49,37,2021-12-16T01:59:08Z,2870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M35.00S,2021-12-16T01:59:29.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627742,12.959921156373195,36.76470588235294,1610612740,49,39,2021-12-16T02:03:16Z,2880000,66.0,69.0,1,left,B. Ingram 9' driving floating bank Jump Shot (10 PTS),[1627742],1610612740.0,NOP,driving floating bank,,,Ingram,B. Ingram,,,,,,,,,,9.58,Made,,,,,10.0,,,,,,,,,
291,PT02M35.00S,2021-12-16T01:59:31.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202324,,,1610612740,49,39,2021-12-16T01:59:42Z,2890000,,,0,,D. Favors shooting personal FOUL (1 PF) (Ingram 1 FT),"[202324, 1627742]",1610612760.0,OKC,shooting,,,Favors,D. Favors,,,,,201639.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,,
293,PT02M35.00S,2021-12-16T01:59:55.1Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1627742,,,1610612740,49,40,2021-12-16T01:59:55Z,2910000,,,0,,B. Ingram Free Throw 1 of 1 (11 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Made,,,,,11.0,,,,,,,,,
294,PT02M18.00S,2021-12-16T02:00:17.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,91.5407358738502,50.49019607843137,1610612760,51,40,2021-12-16T02:04:28Z,2920000,2.0,27.0,1,right,J. Giddey driving Layup (6 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,,,,,,2.71,Made,,,,,6.0,,,,,,,,,
295,PT02M04.00S,2021-12-16T02:00:31.1Z,2,REGULAR,3pt,Jump Shot,[],1630529,24.655059132720105,86.27450980392157,1610612740,51,40,2021-12-16T02:00:35Z,2930000,-181.0,179.0,1,left,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,25.51,Missed,,,,,,,,,,,,,,
296,PT02M01.00S,2021-12-16T02:00:34.1Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,51,40,2021-12-16T02:00:35Z,2940000,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,295.0,2.0,2.0,0.0,,,,,,,,,,
297,PT01M48.00S,2021-12-16T02:00:47.1Z,2,REGULAR,3pt,Jump Shot,[],1630598,69.20170827858082,24.264705882352942,1610612760,51,40,2021-12-16T02:00:51Z,2950000,-129.0,237.0,1,right,MISS A. Wiggins 26' pullup 3PT,[1630598],1610612760.0,OKC,pullup,,,Wiggins,A. Wiggins,,,,,,,,,,26.97,Missed,,,,,,,,,,,,,,
298,PT01M45.00S,2021-12-16T02:00:50.1Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,51,40,2021-12-16T02:00:51Z,2960000,,,0,,B. Ingram REBOUND (Off:0 Def:4),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,297.0,4.0,4.0,0.0,,,,,,,,,,
299,PT01M37.00S,2021-12-16T02:00:56.9Z,2,REGULAR,3pt,Jump Shot,[],1627742,30.17411300919842,68.62745098039215,1610612740,51,43,2021-12-16T02:01:46Z,2970000,-93.0,231.0,1,left,B. Ingram 24' 3PT pullup (14 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,,,24.91,Made,,,,,14.0,,,,,,,,,
300,PT01M08.00S,2021-12-16T02:01:29.0Z,2,REGULAR,2pt,Jump Shot,[],1629647,76.2976346911958,20.098039215686274,1610612760,51,43,2021-12-16T02:01:33Z,2980000,-150.0,170.0,1,right,MISS D. Bazley 22' Jump Shot,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,22.66,Missed,,,,,,,,,,,,,,
301,PT01M08.00S,2021-12-16T02:01:29.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,51,43,2021-12-16T02:01:33Z,2990000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,
302,PT01M08.00S,2021-12-16T02:01:32.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,51,43,2021-12-16T02:01:32Z,3000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M00.00S,2021-12-16T02:01:50.4Z,2,REGULAR,violation,kicked ball,[],1628983,,,1610612740,51,43,2021-12-16T02:01:55Z,3010000,,,0,,S. Gilgeous-Alexander kicked ball VIOLATION,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1193.0,,,,,,,,,,,,,,,,,,,,
305,PT00M56.00S,2021-12-16T02:02:11.9Z,2,REGULAR,3pt,Jump Shot,[],1628404,24.655059132720105,85.5392156862745,1610612740,51,43,2021-12-16T02:02:17Z,3020000,-178.0,179.0,1,left,MISS J. Hart 25' 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,25.24,Missed,,,,,,,,,,,,,,
306,PT00M53.70S,2021-12-16T02:02:14.2Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,51,43,2021-12-16T02:02:17Z,3030000,,,0,,J. Valanciunas REBOUND (Off:4 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,305.0,9.0,5.0,4.0,,,,,,,,,,
307,PT00M53.70S,2021-12-16T02:02:16.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.590000152587891,50.0,1610612740,51,45,2021-12-16T02:02:16Z,3040000,0.0,0.0,1,left,J. Valanciunas tip Layup (6 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,,,,,,0.0,Made,,,,,6.0,,,,,,,,,
308,PT00M33.70S,2021-12-16T02:02:36.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202324,88.78120893561103,48.28431372549019,1610612760,51,45,2021-12-16T02:02:41Z,3050000,-9.0,53.0,1,right,MISS D. Favors Hook,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,5.37,Missed,,,,,,,,,,,,,,
310,PT00M30.20S,2021-12-16T02:02:40.0Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,51,45,2021-12-16T02:02:41Z,3070000,,,0,,D. Graham REBOUND (Off:0 Def:2),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,308.0,2.0,2.0,0.0,,,,,,,,,,
311,PT00M15.50S,2021-12-16T02:02:54.7Z,2,REGULAR,2pt,Jump Shot,[],1628984,23.603810775295663,25.98039215686275,1610612740,51,45,2021-12-16T02:02:58Z,3080000,120.0,169.0,1,left,MISS D. Graham 20' pullup Shot,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,,,,,,20.77,Missed,,,,,,,,,,,,,,
312,PT00M13.20S,2021-12-16T02:02:57.0Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,51,45,2021-12-16T02:02:57Z,3090000,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,311.0,2.0,1.0,1.0,,,,,,,,,,
313,PT00M11.20S,2021-12-16T02:03:00.6Z,2,REGULAR,foul,personal,[],1630529,,,1610612760,51,45,2021-12-16T02:03:17Z,3100000,,,0,,H. Jones personal FOUL (2 PF),"[1630529, 1630581]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,1628954.0,2.0,0.0,Giddey,1630581.0,,,,,,,,,,,,,,,,
315,PT00M11.20S,2021-12-16T02:03:11.1Z,2,REGULAR,substitution,out,[],202324,,,1610612760,51,45,2021-12-16T02:03:20Z,3120000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M11.20S,2021-12-16T02:03:11.1Z,2,REGULAR,substitution,out,[],1630598,,,1610612760,51,45,2021-12-16T02:03:20Z,3130000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M11.20S,2021-12-16T02:03:11.1Z,2,REGULAR,substitution,out,[],202685,,,1610612760,51,45,2021-12-16T02:03:20Z,3140000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M11.20S,2021-12-16T02:03:11.1Z,2,REGULAR,substitution,in,[],1630526,,,1610612760,51,45,2021-12-16T02:03:20Z,3150000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M11.20S,2021-12-16T02:03:11.1Z,2,REGULAR,substitution,in,[],1630544,,,1610612760,51,45,2021-12-16T02:03:20Z,3160000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M11.20S,2021-12-16T02:03:11.1Z,2,REGULAR,substitution,in,[],202066,,,1610612760,51,45,2021-12-16T02:03:20Z,3170000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M03.30S,2021-12-16T02:03:42.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.24901445466492,64.4607843137255,1610612760,51,45,2021-12-16T02:10:16Z,3180000,72.0,11.0,1,right,MISS S. Gilgeous-Alexander 7' driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,7.31,Missed,,,,,,,,,,,,,,
322,PT00M01.60S,2021-12-16T02:03:44.3Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612760,51,45,2021-12-16T02:04:01Z,3190000,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,321.0,3.0,2.0,1.0,,,,,,,,,,
323,PT00M00.60S,2021-12-16T02:03:46.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,90.88370565045992,58.57843137254902,1610612760,51,45,2021-12-16T02:04:16Z,3200000,43.0,33.0,1,right,MISS J. Giddey putback Layup,[1630581],1610612760.0,OKC,putback,,,Giddey,J. Giddey,,,,,,,,,,5.42,Missed,,,,,,,,,,,,,,
324,PT00M00.20S,2021-12-16T02:03:46.6Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,51,45,2021-12-16T02:04:16Z,3210000,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,323.0,3.0,3.0,0.0,,,,,,,,,,
325,PT00M00.00S,2021-12-16T02:04:18.6Z,2,REGULAR,period,end,[],0,,,1610612740,51,45,2021-12-16T02:04:18Z,3220000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-12-16T02:04:23.7Z,3,REGULAR,substitution,out,['startperiod'],1630526,,,1610612740,51,45,2021-12-16T02:18:50Z,3230000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-12-16T02:04:23.7Z,3,REGULAR,substitution,out,['startperiod'],1630544,,,1610612740,51,45,2021-12-16T02:18:50Z,3240000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-12-16T02:04:23.7Z,3,REGULAR,substitution,out,['startperiod'],202066,,,1610612740,51,45,2021-12-16T02:18:50Z,3250000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2021-12-16T02:04:23.7Z,3,REGULAR,substitution,in,['startperiod'],202324,,,1610612740,51,45,2021-12-16T02:18:50Z,3260000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2021-12-16T02:04:23.7Z,3,REGULAR,substitution,in,['startperiod'],1630598,,,1610612740,51,45,2021-12-16T02:18:50Z,3270000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2021-12-16T02:04:23.7Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,51,45,2021-12-16T02:18:50Z,3280000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2021-12-16T02:19:05.8Z,3,REGULAR,period,start,[],0,,,1610612740,51,45,2021-12-16T02:19:05Z,3290000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT11M43.00S,2021-12-16T02:19:22.1Z,3,REGULAR,foul,personal,['2freethrow'],202324,,,1610612740,51,45,2021-12-16T02:19:28Z,3300000,,,0,,D. Favors shooting personal FOUL (2 PF) (Valanciunas 2 FT),"[202324, 202685]",1610612760.0,OKC,shooting,,,Favors,D. Favors,,,,,1628954.0,2.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,
335,PT11M43.00S,2021-12-16T02:19:46.0Z,3,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,51,46,2021-12-16T02:19:46Z,3320000,,,0,,J. Valanciunas Free Throw 1 of 2 (7 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,
336,PT11M43.00S,2021-12-16T02:20:02.2Z,3,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,51,47,2021-12-16T02:20:02Z,3330000,,,0,,J. Valanciunas Free Throw 2 of 2 (8 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Made,,,,,8.0,,,,,,,,,
337,PT11M28.00S,2021-12-16T02:20:19.7Z,3,REGULAR,3pt,Jump Shot,[],1630581,23.866622864651774,85.29411764705883,1610612760,51,47,2021-12-16T02:20:24Z,3340000,-176.0,172.0,1,left,MISS J. Giddey 24' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,24.63,Missed,,,,,,,,,,,,,,
338,PT11M23.00S,2021-12-16T02:20:24.7Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,51,47,2021-12-16T02:20:24Z,3350000,,,0,,B. Ingram REBOUND (Off:0 Def:5),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,337.0,5.0,5.0,0.0,,,,,,,,,,
339,PT11M16.00S,2021-12-16T02:20:30.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,92.06636005256242,64.2156862745098,1610612740,51,47,2021-12-16T02:20:35Z,3360000,71.0,22.0,1,right,MISS B. Ingram 7' step back Shot,[1627742],1610612740.0,NOP,step back,,,Ingram,B. Ingram,,,,,,,,,,7.45,Missed,,,,,,,,,,,,,,
340,PT11M12.00S,2021-12-16T02:20:34.9Z,3,REGULAR,rebound,defensive,[],202324,,,1610612760,51,47,2021-12-16T02:20:35Z,3370000,,,0,,D. Favors REBOUND (Off:1 Def:3),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,339.0,4.0,3.0,1.0,,,,,,,,,,
341,PT11M00.00S,2021-12-16T02:20:46.5Z,3,REGULAR,2pt,Jump Shot,[],1628983,22.815374507227332,63.23529411764706,1610612760,51,47,2021-12-16T02:20:50Z,3380000,-66.0,162.0,1,left,MISS S. Gilgeous-Alexander 17' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,17.5,Missed,,,,,,,,,,,,,,
342,PT10M57.00S,2021-12-16T02:20:49.5Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,51,47,2021-12-16T02:20:50Z,3390000,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,341.0,4.0,4.0,0.0,,,,,,,,,,
343,PT10M49.00S,2021-12-16T02:20:57.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202685,93.24901445466492,54.166666666666664,1610612740,51,49,2021-12-16T02:22:07Z,3400000,21.0,11.0,1,right,J. Valanciunas driving Layup (10 PTS),[202685],1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,,,,,,2.35,Made,,,,,10.0,,,,,,,,,
344,PT10M35.00S,2021-12-16T02:21:11.0Z,3,REGULAR,2pt,Jump Shot,[],202324,22.946780551905388,59.55882352941176,1610612760,51,49,2021-12-16T02:21:15Z,3410000,-48.0,163.0,1,left,MISS D. Favors 17' Jump Shot,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,17.01,Missed,,,,,,,,,,,,,,
345,PT10M33.00S,2021-12-16T02:21:13.0Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,51,49,2021-12-16T02:21:15Z,3420000,,,0,,H. Jones REBOUND (Off:1 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,344.0,2.0,1.0,1.0,,,,,,,,,,
346,PT10M24.00S,2021-12-16T02:21:24.5Z,3,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612740,51,49,2021-12-16T02:21:31Z,3430000,,,0,,J. Giddey shooting personal FOUL (1 PF) (Ingram 2 FT),"[1630581, 1627742]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,201639.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,,
348,PT10M24.00S,2021-12-16T02:21:51.6Z,3,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,51,50,2021-12-16T02:21:51Z,3450000,,,0,,B. Ingram Free Throw 1 of 2 (15 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Made,,,,,15.0,,,,,,,,,
349,PT10M24.00S,2021-12-16T02:22:06.7Z,3,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,51,51,2021-12-16T02:22:06Z,3460000,,,0,,B. Ingram Free Throw 2 of 2 (16 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Made,,,,,16.0,,,,,,,,,
