actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
91,PT04M22.00S,2022-02-08T01:26:39.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,90.09526938239159,96.32352941176471,1610612744,17,12,2022-02-08T01:31:53Z,910000,232.0,41.0,1,right,MISS S. Curry 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,23.51,Missed,,,,,,,,,,,,,,,,,,,
92,PT04M19.00S,2022-02-08T01:26:42.7Z,1,REGULAR,rebound,defensive,[],202324,,,1610612760,17,12,2022-02-08T01:26:47Z,920000,,,0,,D. Favors REBOUND (Off:1 Def:3),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,91.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
93,PT04M11.00S,2022-02-08T01:26:52.2Z,1,REGULAR,foul,personal,['2freethrow'],203952,,,1610612760,17,12,2022-02-08T01:26:56Z,930000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Bazley 2 FT),"[203952, 1629647]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,2530.0,,,,1.0,0.0,Bazley,1629647.0,,,,,,
95,PT04M11.00S,2022-02-08T01:27:18.4Z,1,REGULAR,freethrow,1 of 2,[],1629647,,,1610612760,18,12,2022-02-08T01:27:57Z,950000,,,0,,D. Bazley Free Throw 1 of 2 (5 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
96,PT04M11.00S,2022-02-08T01:27:19.5Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,18,12,2022-02-08T01:27:35Z,960000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M11.00S,2022-02-08T01:27:19.5Z,1,REGULAR,substitution,out,[],202324,,,1610612760,18,12,2022-02-08T01:27:35Z,970000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M11.00S,2022-02-08T01:27:19.5Z,1,REGULAR,substitution,out,[],1630544,,,1610612760,18,12,2022-02-08T01:27:35Z,980000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M11.00S,2022-02-08T01:27:19.5Z,1,REGULAR,substitution,out,[],1626172,,,1610612760,18,12,2022-02-08T01:27:35Z,990000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M11.00S,2022-02-08T01:27:19.5Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,18,12,2022-02-08T01:27:35Z,1000000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M11.00S,2022-02-08T01:27:19.5Z,1,REGULAR,substitution,in,[],1629660,,,1610612760,18,12,2022-02-08T01:27:35Z,1010000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M11.00S,2022-02-08T01:27:19.5Z,1,REGULAR,substitution,in,[],1629603,,,1610612760,18,12,2022-02-08T01:27:35Z,1020000,,,0,,SUB in: M. Diakite,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M11.00S,2022-02-08T01:27:19.5Z,1,REGULAR,substitution,in,[],1630228,,,1610612760,18,12,2022-02-08T01:27:35Z,1030000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M11.00S,2022-02-08T01:27:18.4Z,1,REGULAR,freethrow,2 of 2,[],1629647,,,1610612760,18,12,2022-02-08T01:27:57Z,1040000,,,0,,MISS D. Bazley Free Throw 2 of 2,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Missed,,,,,,,,,,,,,,,,,,,
105,PT04M09.00S,2022-02-08T01:27:20.4Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,18,12,2022-02-08T01:27:57Z,1050000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
106,PT03M54.00S,2022-02-08T01:28:08.2Z,1,REGULAR,foul,offensive,[],1629673,,,1610612744,18,12,2022-02-08T01:28:14Z,1060000,,,0,,J. Poole offensive FOUL (1 PF),"[1629673, 1629652]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,1627541.0,,,,1.0,0.0,Dort,1629652.0,,,,,,
108,PT03M54.00S,2022-02-08T01:28:08.2Z,1,REGULAR,turnover,offensive foul,[],1629673,,,1610612744,18,12,2022-02-08T01:28:08Z,1080000,,,0,,J. Poole offensive foul TURNOVER (1 TO),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,1627541.0,1.0,,,,,,,,,,,,
109,PT03M45.00S,2022-02-08T01:28:38.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629647,8.360709592641262,41.66666666666667,1610612760,18,12,2022-02-08T01:28:42Z,1090000,42.0,26.0,1,left,MISS D. Bazley driving Layup,[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,4.92,Missed,,,,,,,,,,,,,,,,,,,
110,PT03M44.00S,2022-02-08T01:28:39.1Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,18,12,2022-02-08T01:28:42Z,1100000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,109.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
111,PT03M38.00S,2022-02-08T01:28:45.1Z,1,REGULAR,3pt,Jump Shot,[],1627780,71.30420499342969,17.401960784313726,1610612744,18,12,2022-02-08T01:28:49Z,1110000,-163.0,217.0,1,right,MISS G. Payton II 27' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,27.16,Missed,,,,,,,,,,,,,,,,,,,
112,PT03M35.00S,2022-02-08T01:28:48.1Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,18,12,2022-02-08T01:28:49Z,1120000,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
113,PT03M25.00S,2022-02-08T01:28:57.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629603,10.33180026281209,52.450980392156865,1610612760,20,12,2022-02-08T01:33:55Z,1130000,-12.0,45.0,1,left,M. Diakite driving Hook (2 PTS) (K. Williams 1 AST),"[1629603, 1629026]",1610612760.0,OKC,driving,,,Diakite,M. Diakite,,,,,4.63,Made,,,,,2.0,,,,,,,,,K. Williams,1629026.0,1.0,,,
115,PT03M13.00S,2022-02-08T01:29:14.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,20,12,2022-02-08T01:29:14Z,1150000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M13.00S,2022-02-08T01:31:32.9Z,1,REGULAR,substitution,out,[],1629652,,,1610612744,20,12,2022-02-08T01:31:50Z,1160000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M13.00S,2022-02-08T01:31:32.9Z,1,REGULAR,substitution,out,[],201939,,,1610612744,20,12,2022-02-08T01:31:50Z,1170000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M13.00S,2022-02-08T01:31:32.9Z,1,REGULAR,substitution,in,[],1630177,,,1610612744,20,12,2022-02-08T01:31:50Z,1180000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M13.00S,2022-02-08T01:31:32.9Z,1,REGULAR,substitution,in,[],1627814,,,1610612744,20,12,2022-02-08T01:31:50Z,1190000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M07.00S,2022-02-08T01:32:12.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,89.56964520367937,58.57843137254902,1610612744,20,14,2022-02-08T01:32:16Z,1200000,43.0,46.0,1,right,J. Kuminga 6' cutting Layup (2 PTS) (J. Poole 2 AST),"[1630228, 1629673]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,6.25,Made,,,,,2.0,,,,,,,,,J. Poole,1629673.0,2.0,,,
122,PT03M07.00S,2022-02-08T01:32:14.5Z,1,REGULAR,foul,personal,['1freethrow'],1630177,,,1610612744,20,14,2022-02-08T01:32:24Z,1220000,,,0,,T. Maledon shooting personal FOUL (1 PF) (Kuminga 1 FT),"[1630177, 1630228]",1610612760.0,OKC,shooting,,,Maledon,T. Maledon,,,,,,,,,,,,1627541.0,,,,1.0,0.0,Kuminga,1630228.0,,,,,,
124,PT03M07.00S,2022-02-08T01:32:38.4Z,1,REGULAR,freethrow,1 of 1,[],1630228,,,1610612744,20,15,2022-02-08T01:32:38Z,1240000,,,0,,J. Kuminga Free Throw 1 of 1 (3 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
125,PT02M47.00S,2022-02-08T01:33:00.0Z,1,REGULAR,3pt,Jump Shot,[],1629647,21.23850197109067,93.87254901960785,1610612760,20,15,2022-02-08T01:33:04Z,1250000,-219.0,147.0,1,left,MISS D. Bazley 26' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,26.41,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M41.00S,2022-02-08T01:33:06.0Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,20,15,2022-02-08T01:33:04Z,1260000,,,0,,A. Wiggins REBOUND (Off:0 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,125.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
127,PT02M24.00S,2022-02-08T01:33:21.6Z,1,REGULAR,2pt,Jump Shot,[],1627814,90.22667542706965,82.59803921568627,1610612744,20,15,2022-02-08T01:33:28Z,1270000,163.0,39.0,1,right,MISS D. Lee 16' pullup Shot - blocked,"[1627814, 1629603]",1610612744.0,GSW,pullup,,,Lee,D. Lee,,,,,16.77,Missed,,,,,,,,,,,,,,,,,Diakite,1629603.0,
128,PT02M24.00S,2022-02-08T01:33:21.6Z,1,REGULAR,block,,[],1629603,,,1610612744,20,15,2022-02-08T01:33:25Z,1280000,,,0,,M. Diakite BLOCK (1 BLK),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M21.00S,2022-02-08T01:33:24.6Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,20,15,2022-02-08T01:33:28Z,1290000,,,0,,D. Bazley REBOUND (Off:0 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,127.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
130,PT02M07.00S,2022-02-08T01:33:39.0Z,1,REGULAR,3pt,Jump Shot,[],1629026,30.305519053876477,77.20588235294117,1610612760,20,15,2022-02-08T01:33:43Z,1300000,-136.0,232.0,1,left,MISS K. Williams 26' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,26.93,Missed,,,,,,,,,,,,,,,,,,,
131,PT02M04.00S,2022-02-08T01:33:42.0Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,20,15,2022-02-08T01:33:43Z,1310000,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,130.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
132,PT02M00.00S,2022-02-08T01:33:47.2Z,1,REGULAR,3pt,Jump Shot,[],1630228,75.64060446780552,9.803921568627452,1610612744,20,15,2022-02-08T01:36:28Z,1320000,-201.0,176.0,1,right,MISS J. Kuminga 26' running 3PT,[1630228],1610612744.0,GSW,running,,,Kuminga,J. Kuminga,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,,
133,PT01M55.00S,2022-02-08T01:33:52.2Z,1,REGULAR,rebound,defensive,[],1629603,,,1610612760,20,15,2022-02-08T01:33:56Z,1330000,,,0,,M. Diakite REBOUND (Off:0 Def:1),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
134,PT01M47.00S,2022-02-08T01:33:59.4Z,1,REGULAR,3pt,Jump Shot,[],1629660,30.56833114323259,84.55882352941177,1610612760,20,15,2022-02-08T01:34:03Z,1340000,-173.0,235.0,1,left,MISS T. Jerome 29' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,29.15,Missed,,,,,,,,,,,,,,,,,,,
135,PT01M44.00S,2022-02-08T01:34:02.4Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,20,15,2022-02-08T01:34:03Z,1350000,,,0,,A. Wiggins REBOUND (Off:0 Def:4),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,134.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
136,PT01M30.00S,2022-02-08T01:34:15.5Z,1,REGULAR,3pt,Jump Shot,[],203952,81.42247043363994,5.392156862745098,1610612744,20,15,2022-02-08T01:34:20Z,1360000,-223.0,122.0,1,right,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,,
137,PT01M28.00S,2022-02-08T01:34:17.5Z,1,REGULAR,rebound,defensive,[],1629603,,,1610612760,20,15,2022-02-08T01:34:20Z,1370000,,,0,,M. Diakite REBOUND (Off:0 Def:2),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,136.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
138,PT01M12.00S,2022-02-08T01:34:33.9Z,1,REGULAR,3pt,Jump Shot,[],1629660,8.623521681997373,96.32352941176471,1610612760,23,15,2022-02-08T01:34:37Z,1380000,-232.0,29.0,1,left,T. Jerome 3PT  (3 PTS) (K. Williams 2 AST),"[1629660, 1629026]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,23.34,Made,,,,,3.0,,,,,,,,,K. Williams,1629026.0,2.0,,,
140,PT00M49.20S,2022-02-08T01:34:57.2Z,1,REGULAR,3pt,Jump Shot,[],203952,74.45795006570303,8.088235294117647,1610612744,23,18,2022-02-08T01:35:02Z,1400000,-210.0,188.0,1,right,A. Wiggins 28' 3PT  (5 PTS) (D. Lee 1 AST),"[203952, 1627814]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,28.13,Made,,,,,5.0,,,,,,,,,D. Lee,1627814.0,1.0,,,
142,PT00M31.10S,2022-02-08T01:35:22.2Z,1,REGULAR,turnover,bad pass,[],1630177,,,1610612760,23,18,2022-02-08T01:35:26Z,1420000,,,0,,T. Maledon bad pass TURNOVER (1 TO),"[1630177, 1627780]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,1.0,Payton II,1627780.0,,,,,,,,,,
143,PT00M31.10S,2022-02-08T01:35:22.2Z,1,REGULAR,steal,,[],1627780,,,1610612744,23,18,2022-02-08T01:35:24Z,1430000,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M27.40S,2022-02-08T01:35:27.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,23,18,2022-02-08T01:35:27Z,1440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M27.40S,2022-02-08T01:35:50.1Z,1,REGULAR,substitution,out,[],1630177,,,1610612744,23,18,2022-02-08T01:36:03Z,1450000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M27.40S,2022-02-08T01:35:50.1Z,1,REGULAR,substitution,out,[],1627780,,,1610612744,23,18,2022-02-08T01:36:03Z,1460000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M27.40S,2022-02-08T01:35:50.1Z,1,REGULAR,substitution,in,[],1629652,,,1610612744,23,18,2022-02-08T01:36:03Z,1470000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M27.40S,2022-02-08T01:35:50.1Z,1,REGULAR,substitution,in,[],201939,,,1610612744,23,18,2022-02-08T01:36:03Z,1480000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M12.60S,2022-02-08T01:36:30.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630228,90.3580814717477,54.65686274509803,1610612744,23,20,2022-02-08T01:36:34Z,1490000,23.0,38.0,1,right,J. Kuminga cutting DUNK (5 PTS) (J. Poole 3 AST),"[1630228, 1629673]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,4.47,Made,,,,,5.0,,,,,,,,,J. Poole,1629673.0,3.0,,,
151,PT00M00.60S,2022-02-08T01:36:44.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,20.318659658344284,36.27450980392157,1610612760,23,20,2022-02-08T01:39:12Z,1510000,69.0,138.0,1,left,MISS T. Jerome 15' driving floating Shot,[1629660],1610612760.0,OKC,driving floating,,,Jerome,T. Jerome,,,,,15.46,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M00.60S,2022-02-08T01:36:44.1Z,1,REGULAR,rebound,offensive,[],1629603,,,1610612760,23,20,2022-02-08T01:36:53Z,1520000,,,0,,M. Diakite REBOUND (Off:1 Def:2),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,151.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
153,PT00M00.00S,2022-02-08T01:36:50.6Z,1,REGULAR,period,end,[],0,,,1610612760,23,20,2022-02-08T01:36:50Z,1530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-02-08T01:38:36.6Z,2,REGULAR,substitution,out,['startperiod'],1629647,,,1610612760,23,20,2022-02-08T01:39:19Z,1540000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-02-08T01:38:36.6Z,2,REGULAR,substitution,out,['startperiod'],1627814,,,1610612760,23,20,2022-02-08T01:39:19Z,1550000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-02-08T01:38:36.6Z,2,REGULAR,substitution,out,['startperiod'],203952,,,1610612760,23,20,2022-02-08T01:39:19Z,1560000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-02-08T01:38:36.6Z,2,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,23,20,2022-02-08T01:39:19Z,1570000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-02-08T01:38:36.6Z,2,REGULAR,substitution,in,['startperiod'],2738,,,1610612760,23,20,2022-02-08T01:39:19Z,1580000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-02-08T01:38:36.6Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612760,23,20,2022-02-08T01:39:19Z,1590000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-02-08T01:39:28.7Z,2,REGULAR,period,start,[],0,,,1610612744,23,20,2022-02-08T01:39:28Z,1600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M48.00S,2022-02-08T01:39:40.2Z,2,REGULAR,3pt,Jump Shot,[],1629673,73.14388961892247,86.27450980392157,1610612744,23,20,2022-02-08T01:39:45Z,1610000,181.0,200.0,1,right,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,,
162,PT11M45.00S,2022-02-08T01:39:43.2Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,23,20,2022-02-08T01:39:45Z,1620000,,,0,,J. Giddey REBOUND (Off:0 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,161.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
163,PT11M41.00S,2022-02-08T01:39:50.1Z,2,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612760,23,20,2022-02-08T01:39:57Z,1630000,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (2 TO),[1630581],1610612760.0,OKC,bad pass,,,Giddey,J. Giddey,,,,,,,,,,,,2530.0,2.0,,,,,,,,,,,,
164,PT11M26.00S,2022-02-08T01:40:18.4Z,2,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612744,23,20,2022-02-08T01:41:12Z,1640000,,,0,,J. Giddey shooting personal FOUL (2 PF) (Kuminga 2 FT),"[1630581, 1630228]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,,,,,,,,1628487.0,,,,2.0,0.0,Kuminga,1630228.0,,,,,,
166,PT11M26.00S,2022-02-08T01:40:18.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630228,,,1610612744,23,21,2022-02-08T01:41:01Z,1660000,,,0,,J. Kuminga Free Throw 1 of 2 (6 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
167,PT11M26.00S,2022-02-08T01:40:18.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630228,,,1610612744,23,22,2022-02-08T01:41:01Z,1670000,,,0,,J. Kuminga Free Throw 2 of 2 (7 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
168,PT11M14.00S,2022-02-08T01:41:14.6Z,2,REGULAR,3pt,Jump Shot,[],1629652,25.18068331143233,7.8431372549019605,1610612760,23,22,2022-02-08T01:41:19Z,1680000,211.0,184.0,1,left,MISS L. Dort 27' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,27.99,Missed,,,,,,,,,,,,,,,,,,,
169,PT11M10.00S,2022-02-08T01:41:18.6Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612744,23,22,2022-02-08T01:41:19Z,1690000,,,0,,J. Poole REBOUND (Off:0 Def:4),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,168.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
170,PT10M58.00S,2022-02-08T01:41:30.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629673,91.93495400788436,53.92156862745098,1610612744,23,24,2022-02-08T01:41:33Z,1700000,20.0,23.0,1,right,J. Poole driving DUNK (2 PTS) (J. Kuminga 1 AST),"[1629673, 1630228]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,3.04,Made,,,,,2.0,,,,,,,,,J. Kuminga,1630228.0,1.0,,,
172,PT10M51.00S,2022-02-08T01:41:41.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,23,24,2022-02-08T01:41:41Z,1720000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M46.00S,2022-02-08T01:44:42.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,8.492115637319317,54.90196078431373,1610612760,25,24,2022-02-08T01:44:50Z,1730000,-25.0,27.0,1,left,L. Dort driving reverse Layup (7 PTS),[1629652],1610612760.0,OKC,driving reverse,,,Dort,L. Dort,,,,,3.67,Made,,,,,7.0,,,,,,,,,,,,,,
174,PT10M46.00S,2022-02-08T01:44:44.6Z,2,REGULAR,foul,personal,['1freethrow'],1629673,,,1610612760,25,24,2022-02-08T01:44:57Z,1740000,,,0,,J. Poole shooting personal FOUL (2 PF) (Dort 1 FT),"[1629673, 1629652]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,,,,,,,,1628487.0,,,,2.0,0.0,Dort,1629652.0,,,,,,
176,PT10M46.00S,2022-02-08T01:45:09.1Z,2,REGULAR,freethrow,1 of 1,[],1629652,,,1610612760,26,24,2022-02-08T01:45:09Z,1760000,,,0,,L. Dort Free Throw 1 of 1 (8 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
177,PT10M35.00S,2022-02-08T01:45:23.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,92.32917214191852,45.09803921568628,1610612744,26,26,2022-02-08T01:45:27Z,1770000,-25.0,20.0,1,right,J. Kuminga alley-oop DUNK (9 PTS) (A. Iguodala 1 AST),"[1630228, 2738]",1610612744.0,GSW,alley-oop,,,Kuminga,J. Kuminga,,,,,3.14,Made,,,,,9.0,,,,,,,,,A. Iguodala,2738.0,1.0,,,
179,PT10M19.00S,2022-02-08T01:45:39.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629603,9.806176084099869,47.30392156862745,1610612760,28,26,2022-02-08T01:45:43Z,1790000,13.0,40.0,1,left,M. Diakite Layup (4 PTS),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,4.19,Made,,,,,4.0,,,,,,,,,,,,,,
