actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-02-25T01:10:18.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-25T01:10:18Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-02-25T01:10:20.9Z,1,REGULAR,jumpball,recovered,[],1626164,,,1610612756,0,0,2022-02-25T01:10:20Z,40000,,,0,,Jump Ball D. Ayton vs. D. Favors: Tip to D. Booker,"[1626164, 1629028, 202324]",1610612756.0,PHX,startperiod,D. Booker,1626164.0,Booker,D. Booker,Ayton,1629028.0,Favors,202324.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2022-02-25T01:10:32.4Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,0,0,2022-02-25T01:12:08Z,70000,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1630598]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,1.0,Wiggins,1630598.0,,,,,,,,,,,,,,,,,,
8,PT11M46.00S,2022-02-25T01:10:32.4Z,1,REGULAR,steal,,[],1630598,,,1610612760,0,0,2022-02-25T01:10:34Z,80000,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
9,PT11M40.00S,2022-02-25T01:10:38.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,72.48685939553219,14.950980392156863,1610612760,0,0,2022-02-25T01:10:43Z,90000,-175.0,206.0,1,right,MISS J. Giddey 27' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,27.05,Missed,,,,,,,,,,,,,,,,
10,PT11M36.00S,2022-02-25T01:10:42.3Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,0,0,2022-02-25T01:10:43Z,100000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,
11,PT11M29.00S,2022-02-25T01:10:48.8Z,1,REGULAR,3pt,Jump Shot,[],1628969,28.597240473061763,17.647058823529413,1610612756,0,0,2022-02-25T01:10:53Z,110000,162.0,216.0,1,left,MISS M. Bridges 27' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,27.01,Missed,,,,,,,,,,,,,,,,
12,PT11M27.00S,2022-02-25T01:10:50.8Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,0,0,2022-02-25T01:10:53Z,120000,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,
13,PT11M08.00S,2022-02-25T01:11:09.2Z,1,REGULAR,2pt,Jump Shot,[],202324,79.31997371879106,47.30392156862745,1610612760,2,0,2022-02-25T01:11:14Z,130000,-13.0,142.0,1,right,D. Favors 14' Jump Shot (2 PTS) (D. Bazley 1 AST),"[202324, 1629647]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,14.25,Made,,,,,2.0,D. Bazley,1629647.0,1.0,,,,,,,,
15,PT10M55.00S,2022-02-25T01:11:23.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,14.14257555847569,37.99019607843137,1610612756,2,0,2022-02-25T01:11:28Z,150000,60.0,80.0,1,left,MISS M. Bridges 10' bank Shot,[1628969],1610612756.0,PHX,bank,,,Bridges,M. Bridges,,,,,,,,10.03,Missed,,,,,,,,,,,,,,,,
