actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
354,PT09M27.00S,2021-12-19T02:21:39.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629611,,,1610612746,59,56,2021-12-19T02:21:55Z,3480000,,,0,,T. Mann Free Throw 1 of 2 (14 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
355,PT09M27.00S,2021-12-19T02:21:39.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629611,,,1610612746,59,56,2021-12-19T02:21:55Z,3490000,,,0,,MISS T. Mann Free Throw 2 of 2,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,Missed,,,,,,,,,,,,,,,
356,PT09M26.00S,2021-12-19T02:21:40.0Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,59,56,2021-12-19T02:21:55Z,3500000,,,0,,J. Giddey REBOUND (Off:1 Def:8),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,355.0,9.0,8.0,1.0,,,,,,,
357,PT09M22.00S,2021-12-19T02:21:59.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629652,5.469776609724048,49.754901960784316,1610612760,61,56,2021-12-19T02:22:50Z,3510000,1.0,-1.0,1,left,L. Dort running DUNK (17 PTS) (J. Giddey 7 AST),"[1629652, 1630581]",1610612760.0,OKC,running,,,Dort,L. Dort,,,,,,,,,0.16,Made,17.0,J. Giddey,1630581.0,7.0,,,,,,,,,,,
359,PT09M01.00S,2021-12-19T02:22:19.3Z,3,REGULAR,3pt,Jump Shot,[],202704,74.85216819973719,13.480392156862745,1610612746,61,59,2021-12-19T02:22:24Z,3530000,-183.0,184.0,1,right,R. Jackson 25' 3PT pullup (12 PTS) (T. Mann 3 AST),"[202704, 1629611]",1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,,25.92,Made,12.0,T. Mann,1629611.0,3.0,,,,,,,,,,,
361,PT08M50.00S,2021-12-19T02:22:33.5Z,3,REGULAR,foul,personal,[],1626159,,,1610612760,61,59,2021-12-19T02:22:39Z,3550000,,,0,,J. Winslow personal FOUL (1 PF),"[1626159, 1628983]",1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,202058.0,,,,,,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,
364,PT08M38.00S,2021-12-19T02:23:06.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630526,5.206964520367937,48.529411764705884,1610612760,63,59,2021-12-19T02:23:10Z,3580000,7.0,-4.0,1,left,J. Robinson-Earl DUNK (4 PTS) (J. Giddey 8 AST),"[1630526, 1630581]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,0.82,Made,4.0,J. Giddey,1630581.0,8.0,,,,,,,,,,,
366,PT08M21.00S,2021-12-19T02:23:23.5Z,3,REGULAR,turnover,bad pass,[],202704,,,1610612746,63,59,2021-12-19T02:23:26Z,3600000,,,0,,R. Jackson bad pass TURNOVER (2 TO),"[202704, 1630526]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,2.0,Robinson-Earl,1630526.0,,,,,,,,,,,,,,,,,
367,PT08M21.00S,2021-12-19T02:23:23.5Z,3,REGULAR,steal,,[],1630526,,,1610612760,63,59,2021-12-19T02:23:24Z,3610000,,,0,,J. Robinson-Earl STEAL (1 STL),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT08M15.00S,2021-12-19T02:23:32.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,6.389618922470433,47.794117647058826,1610612760,65,59,2021-12-19T02:25:11Z,3620000,11.0,8.0,1,left,S. Gilgeous-Alexander driving reverse Layup (8 PTS),[1628983],1610612760.0,OKC,driving reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,1.34,Made,8.0,,,,,,,,,,,,,,
369,PT08M13.00S,2021-12-19T02:23:37.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,65,59,2021-12-19T02:23:37Z,3630000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT08M03.00S,2021-12-19T02:26:34.5Z,3,REGULAR,foul,personal,[],1628983,,,1610612746,65,59,2021-12-19T02:26:44Z,3640000,,,0,,S. Gilgeous-Alexander personal FOUL (4 PF),"[1628983, 1629611]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,202027.0,,,,,,,,,,,,,,4.0,0.0,Mann,1629611.0,,,
372,PT07M59.00S,2021-12-19T02:27:04.0Z,3,REGULAR,2pt,Jump Shot,[],202704,77.21747700394218,29.166666666666668,1610612746,65,59,2021-12-19T02:27:09Z,3660000,-104.0,162.0,1,right,MISS R. Jackson 19' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,,19.24,Missed,,,,,,,,,,,,,,,
373,PT07M55.00S,2021-12-19T02:27:08.0Z,3,REGULAR,rebound,defensive,[],1630526,,,1610612760,65,59,2021-12-19T02:27:09Z,3670000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:4),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,372.0,4.0,4.0,0.0,,,,,,,
374,PT07M49.00S,2021-12-19T02:27:13.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,18.2161629434954,43.872549019607845,1610612760,65,59,2021-12-19T02:27:33Z,3680000,31.0,119.0,1,left,MISS J. Giddey 12' driving floating Shot,[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,,,,,12.26,Missed,,,,,,,,,,,,,,,
375,PT07M45.00S,2021-12-19T02:27:17.2Z,3,REGULAR,rebound,defensive,[],1626159,,,1610612746,65,59,2021-12-19T02:27:17Z,3690000,,,0,,J. Winslow REBOUND (Off:3 Def:4),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,374.0,7.0,4.0,3.0,,,,,,,
376,PT07M43.00S,2021-12-19T02:27:19.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,79.188567674113,93.13725490196079,1610612746,65,62,2021-12-19T02:27:27Z,3700000,216.0,143.0,1,right,L. Kennard 25' 3PT  (18 PTS) (J. Winslow 1 AST),"[1628379, 1626159]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,25.89,Made,18.0,J. Winslow,1626159.0,1.0,,,,,,,,,,,
378,PT07M25.00S,2021-12-19T02:27:37.1Z,3,REGULAR,3pt,Jump Shot,[],1629652,22.28975032851511,90.93137254901961,1610612760,65,62,2021-12-19T02:27:45Z,3720000,-205.0,157.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,25.8,Missed,,,,,,,,,,,,,,,
379,PT07M23.00S,2021-12-19T02:27:39.1Z,3,REGULAR,rebound,offensive,[],1630598,,,1610612760,65,62,2021-12-19T02:27:45Z,3730000,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,378.0,3.0,2.0,1.0,,,,,,,
380,PT07M20.00S,2021-12-19T02:27:42.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629652,10.068988173455978,42.64705882352941,1610612760,67,62,2021-12-19T02:28:19Z,3740000,37.0,42.0,1,left,L. Dort cutting Layup (19 PTS) (A. Wiggins 1 AST),"[1629652, 1630598]",1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,,,,,5.59,Made,19.0,A. Wiggins,1630598.0,1.0,,,,,,,,,,,
381,PT07M04.00S,2021-12-19T02:27:57.9Z,3,REGULAR,3pt,Jump Shot,[],1628379,68.54467805519053,25.735294117647058,1610612746,67,65,2021-12-19T02:28:02Z,3750000,-121.0,243.0,1,right,L. Kennard 27' 3PT  (21 PTS) (R. Jackson 5 AST),"[1628379, 202704]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,27.18,Made,21.0,R. Jackson,202704.0,5.0,,,,,,,,,,,
383,PT06M47.00S,2021-12-19T02:28:14.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,7.30946123521682,48.28431372549019,1610612760,69,65,2021-12-19T02:28:17Z,3770000,9.0,16.0,1,left,A. Wiggins Layup (5 PTS) (S. Gilgeous-Alexander 5 AST),"[1630598, 1628983]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,1.83,Made,5.0,S. Gilgeous-Alexander,1628983.0,5.0,,,,,,,,,,,
385,PT06M35.00S,2021-12-19T02:28:28.1Z,3,REGULAR,turnover,bad pass,[],1627826,,,1610612746,69,65,2021-12-19T02:31:51Z,3790000,,,0,,I. Zubac bad pass TURNOVER (1 TO),"[1627826, 1628983]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,,
386,PT06M35.00S,2021-12-19T02:28:28.1Z,3,REGULAR,steal,,[],1628983,,,1610612760,69,65,2021-12-19T02:28:29Z,3800000,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M35.00S,2021-12-19T02:28:34.3Z,3,REGULAR,foul,personal,[],1627826,,,1610612760,69,65,2021-12-19T02:32:22Z,3810000,,,0,,I. Zubac take personal FOUL (3 PF),"[1627826, 1628983]",1610612746.0,LAC,take,,,Zubac,I. Zubac,,,,,202058.0,,,,,,,,,,,,,,3.0,0.0,Gilgeous-Alexander,1628983.0,,,
389,PT06M35.00S,2021-12-19T02:28:45.2Z,3,REGULAR,substitution,out,[],1627826,,,1610612760,69,65,2021-12-19T02:28:59Z,3830000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M35.00S,2021-12-19T02:28:45.2Z,3,REGULAR,substitution,out,[],1626159,,,1610612760,69,65,2021-12-19T02:28:59Z,3840000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M35.00S,2021-12-19T02:28:45.2Z,3,REGULAR,substitution,in,[],201587,,,1610612760,69,65,2021-12-19T02:28:59Z,3850000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M35.00S,2021-12-19T02:28:45.2Z,3,REGULAR,substitution,in,[],1628392,,,1610612760,69,65,2021-12-19T02:28:59Z,3860000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M20.00S,2021-12-19T02:29:13.5Z,3,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612760,69,65,2021-12-19T02:29:26Z,3870000,,,0,,I. Hartenstein shooting personal FOUL (3 PF) (Robinson-Earl 2 FT),"[1628392, 1630526]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,1627529.0,,,,,,,,,,,,,,3.0,0.0,Robinson-Earl,1630526.0,,,
395,PT06M20.00S,2021-12-19T02:29:39.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630526,,,1610612760,69,65,2021-12-19T02:29:39Z,3890000,,,0,,MISS J. Robinson-Earl Free Throw 1 of 2,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,Missed,,,,,,,,,,,,,,,
396,PT06M20.00S,2021-12-19T02:29:39.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,69,65,2021-12-19T02:29:39Z,3900000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,395.0,,,,,,,,,,
397,PT06M20.00S,2021-12-19T02:29:54.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630526,,,1610612760,70,65,2021-12-19T02:29:54Z,3910000,,,0,,J. Robinson-Earl Free Throw 2 of 2 (5 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
399,PT06M01.00S,2021-12-19T02:30:15.1Z,3,REGULAR,3pt,Jump Shot,[],201587,75.64060446780552,13.480392156862745,1610612746,70,65,2021-12-19T02:30:19Z,3920000,-183.0,176.0,1,right,MISS N. Batum 25' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,25.4,Missed,,,,,,,,,,,,,,,
400,PT05M57.00S,2021-12-19T02:30:19.1Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,70,65,2021-12-19T02:30:19Z,3930000,,,0,,J. Giddey REBOUND (Off:1 Def:9),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,399.0,10.0,9.0,1.0,,,,,,,
401,PT05M54.00S,2021-12-19T02:30:21.8Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630581,7.046649145860711,47.30392156862745,1610612760,72,65,2021-12-19T02:33:18Z,3940000,13.0,14.0,1,left,J. Giddey driving floating Jump Shot (8 PTS),[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,,,,,1.92,Made,8.0,,,,,,,,,,,,,,
402,PT05M39.00S,2021-12-19T02:30:37.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629611,93.64323258869908,49.26470588235294,1610612746,72,67,2021-12-19T02:30:40Z,3950000,-4.0,7.0,1,right,T. Mann driving DUNK (16 PTS) (N. Batum 2 AST),"[1629611, 201587]",1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,,,,,0.82,Made,16.0,N. Batum,201587.0,2.0,,,,,,,,,,,
403,PT05M29.00S,2021-12-19T02:30:47.8Z,3,REGULAR,2pt,Jump Shot,[],1628983,7.5722733245729295,29.166666666666668,1610612760,72,67,2021-12-19T02:30:51Z,3960000,104.0,19.0,1,left,MISS S. Gilgeous-Alexander 10' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,10.59,Missed,,,,,,,,,,,,,,,
404,PT05M27.00S,2021-12-19T02:30:49.8Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612746,72,67,2021-12-19T02:30:51Z,3970000,,,0,,I. Hartenstein REBOUND (Off:2 Def:2),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,403.0,4.0,2.0,2.0,,,,,,,
405,PT05M18.00S,2021-12-19T02:30:58.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,91.80354796320631,45.09803921568628,1610612746,72,69,2021-12-19T02:34:58Z,3980000,-25.0,25.0,1,right,I. Hartenstein driving Layup (4 PTS),[1628392],1610612746.0,LAC,driving,,,Hartenstein,I. Hartenstein,,,,,,,,,3.46,Made,4.0,,,,,,,,,,,,,,
406,PT05M17.00S,2021-12-19T02:31:00.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,72,69,2021-12-19T02:31:00Z,3990000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M17.00S,2021-12-19T02:31:06.8Z,3,REGULAR,substitution,out,[],202704,,,1610612760,72,69,2021-12-19T02:33:39Z,4000000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M17.00S,2021-12-19T02:31:06.8Z,3,REGULAR,substitution,in,[],202339,,,1610612760,72,69,2021-12-19T02:33:39Z,4010000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M04.00S,2021-12-19T02:34:04.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,6.521024967148489,36.029411764705884,1610612760,72,69,2021-12-19T02:35:17Z,4020000,70.0,9.0,1,left,MISS J. Robinson-Earl 7' driving Layup - blocked,"[1630526, 1628392]",1610612760.0,OKC,driving,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,7.05,Missed,,,,,,,,,,,,,Hartenstein,1628392.0,
410,PT05M04.00S,2021-12-19T02:34:04.5Z,3,REGULAR,block,,[],1628392,,,1610612760,72,69,2021-12-19T02:34:07Z,4030000,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M01.00S,2021-12-19T02:34:07.5Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,72,69,2021-12-19T02:34:08Z,4040000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,409.0,1.0,1.0,0.0,,,,,,,
413,PT04M49.00S,2021-12-19T02:34:19.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202339,93.38042049934296,43.13725490196079,1610612746,72,69,2021-12-19T02:35:47Z,4050000,-34.0,10.0,1,right,MISS E. Bledsoe driving finger roll Layup,[202339],1610612746.0,LAC,driving finger roll,,,Bledsoe,E. Bledsoe,,,,,,,,,3.56,Missed,,,,,,,,,,,,,,,
414,PT04M47.00S,2021-12-19T02:34:21.4Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,72,69,2021-12-19T02:34:22Z,4060000,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,413.0,2.0,2.0,0.0,,,,,,,
415,PT04M36.00S,2021-12-19T02:34:31.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,5.863994743758213,46.32352941176471,1610612760,74,69,2021-12-19T02:34:35Z,4070000,18.0,3.0,1,left,J. Robinson-Earl Layup (7 PTS) (J. Giddey 9 AST),"[1630526, 1630581]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,1.86,Made,7.0,J. Giddey,1630581.0,9.0,,,,,,,,,,,
417,PT04M14.00S,2021-12-19T02:34:53.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202339,91.67214191852825,58.82352941176471,1610612746,74,71,2021-12-19T02:34:58Z,4090000,44.0,26.0,1,right,E. Bledsoe cutting Layup (4 PTS) (I. Hartenstein 1 AST),"[202339, 1628392]",1610612746.0,LAC,cutting,,,Bledsoe,E. Bledsoe,,,,,,,,,5.11,Made,4.0,I. Hartenstein,1628392.0,1.0,,,,,,,,,,,
419,PT03M52.00S,2021-12-19T02:35:15.4Z,3,REGULAR,turnover,bad pass,[],1630581,,,1610612760,74,71,2021-12-19T02:35:18Z,4110000,,,0,,J. Giddey bad pass TURNOVER (3 TO),"[1630581, 202339]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,3.0,Bledsoe,202339.0,,,,,,,,,,,,,,,,,
420,PT03M52.00S,2021-12-19T02:35:15.4Z,3,REGULAR,steal,,[],202339,,,1610612746,74,71,2021-12-19T02:35:17Z,4120000,,,0,,E. Bledsoe STEAL (1 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M52.00S,2021-12-19T02:35:23.2Z,3,REGULAR,violation,kicked ball,[],1630581,,,1610612746,74,71,2021-12-19T02:35:28Z,4130000,,,0,,J. Giddey kicked ball VIOLATION,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,202058.0,,,,,,,,,,,,,,,,,,,,
422,PT03M52.00S,2021-12-19T02:35:27.6Z,3,REGULAR,substitution,out,[],1630598,,,1610612746,74,71,2021-12-19T02:35:43Z,4140000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M52.00S,2021-12-19T02:35:27.6Z,3,REGULAR,substitution,out,[],1630526,,,1610612746,74,71,2021-12-19T02:35:43Z,4150000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M52.00S,2021-12-19T02:35:27.6Z,3,REGULAR,substitution,in,[],1629647,,,1610612746,74,71,2021-12-19T02:35:43Z,4160000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M52.00S,2021-12-19T02:35:27.6Z,3,REGULAR,substitution,in,[],1630544,,,1610612746,74,71,2021-12-19T02:35:43Z,4170000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M42.00S,2021-12-19T02:35:55.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202339,81.68528252299606,88.72549019607843,1610612746,74,71,2021-12-19T02:37:45Z,4180000,194.0,120.0,1,right,MISS E. Bledsoe 22' pullup Shot - blocked,"[202339, 1629647]",1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,,,,,22.76,Missed,,,,,,,,,,,,,Bazley,1629647.0,
427,PT03M42.00S,2021-12-19T02:35:55.2Z,3,REGULAR,block,,[],1629647,,,1610612746,74,71,2021-12-19T02:35:57Z,4190000,,,0,,D. Bazley BLOCK (2 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M39.00S,2021-12-19T02:35:58.2Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,74,71,2021-12-19T02:36:01Z,4200000,,,0,,J. Giddey REBOUND (Off:1 Def:10),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,426.0,11.0,10.0,1.0,,,,,,,
429,PT03M35.00S,2021-12-19T02:36:02.2Z,3,REGULAR,3pt,Jump Shot,[],1629652,9.017739816031538,2.941176470588235,1610612760,77,71,2021-12-19T02:36:09Z,4210000,235.0,32.0,1,left,L. Dort 3PT  (22 PTS) (J. Giddey 10 AST),"[1629652, 1630581]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,23.75,Made,22.0,J. Giddey,1630581.0,10.0,,,,,,,,,,,
481,PT03M07.00S,2021-12-19T02:36:24.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612746,77,71,2021-12-19T02:46:09Z,4235000,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,202058.0,,,,,,,,,,,,,,,,,,,,
433,PT02M49.00S,2021-12-19T02:36:47.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630581,24.917871222076215,29.65686274509804,1610612760,77,71,2021-12-19T02:45:44Z,4250000,102.0,182.0,1,left,MISS J. Giddey 20' step back Shot,[1630581],1610612760.0,OKC,step back,,,Giddey,J. Giddey,,,,,,,,,20.82,Missed,,,,,,,,,,,,,,,
434,PT02M47.00S,2021-12-19T02:36:49.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,77,71,2021-12-19T02:36:55Z,4260000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,433.0,,,,,,,,,,
435,PT02M47.00S,2021-12-19T02:36:53.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,77,71,2021-12-19T02:36:53Z,4270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M30.00S,2021-12-19T02:37:14.5Z,3,REGULAR,3pt,Jump Shot,[],202339,72.09264126149803,18.137254901960784,1610612746,77,74,2021-12-19T02:37:19Z,4280000,-159.0,210.0,1,right,E. Bledsoe 26' 3PT  (7 PTS) (L. Kennard 3 AST),"[202339, 1628379]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,26.34,Made,7.0,L. Kennard,1628379.0,3.0,,,,,,,,,,,
438,PT02M15.00S,2021-12-19T02:37:32.5Z,3,REGULAR,foul,personal,['2freethrow'],202339,,,1610612760,77,74,2021-12-19T02:37:46Z,4300000,,,0,,E. Bledsoe shooting personal FOUL (1 PF) (Bazley 2 FT),"[202339, 1629647]",1610612746.0,LAC,shooting,,,Bledsoe,E. Bledsoe,,,,,202058.0,,,,,,,,,,,,,,1.0,0.0,Bazley,1629647.0,,,
440,PT02M15.00S,2021-12-19T02:38:05.3Z,3,REGULAR,freethrow,1 of 2,[],1629647,,,1610612760,77,74,2021-12-19T02:38:05Z,4320000,,,0,,MISS D. Bazley Free Throw 1 of 2,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,Missed,,,,,,,,,,,,,,,
441,PT02M15.00S,2021-12-19T02:38:05.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,77,74,2021-12-19T02:38:05Z,4330000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,440.0,,,,,,,,,,
442,PT02M15.00S,2021-12-19T02:38:06.5Z,3,REGULAR,substitution,out,[],1630581,,,1610612760,77,74,2021-12-19T02:38:15Z,4340000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M15.00S,2021-12-19T02:38:06.5Z,3,REGULAR,substitution,out,[],1629611,,,1610612760,77,74,2021-12-19T02:38:15Z,4350000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M15.00S,2021-12-19T02:38:06.5Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,77,74,2021-12-19T02:38:15Z,4360000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT02M15.00S,2021-12-19T02:38:06.5Z,3,REGULAR,substitution,in,[],1626159,,,1610612760,77,74,2021-12-19T02:38:15Z,4370000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
