actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-27T00:10:15.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-27T00:10:15Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-12-27T00:10:18.4Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612740,0,0,2021-12-27T00:10:18Z,40000,,,0,,Jump Ball W. Hernangomez vs. J. Robinson-Earl: Tip to J. Hart,"[1628404, 1626195, 1630526]",1610612740.0,NOP,startperiod,J. Hart,1628404.0,Hart,J. Hart,Hernangomez,1626195.0,Robinson-Earl,1630526.0,,,,,,,,,,,,,,,,,,,,,
41,PT11M36.00S,2021-12-27T00:10:33.1Z,1,REGULAR,3pt,Jump Shot,[],1627742,30.042706964520367,30.14705882352941,1610612740,0,0,2021-12-27T02:33:26Z,75000,99.0,230.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,,
42,PT11M35.00S,2021-12-27T00:10:34.1Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,0,0,2021-12-27T02:31:51Z,82500,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M27.00S,2021-12-27T00:10:47.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,92.9862023653088,56.61764705882353,1610612760,2,0,2021-12-27T00:14:13Z,90000,33.0,13.0,1,right,A. Wiggins Layup (2 PTS) (J. Giddey 1 AST),"[1630598, 1630581]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,3.57,Made,,,,,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,
11,PT11M02.00S,2021-12-27T00:11:22.5Z,1,REGULAR,foul,personal,[],1630526,,,1610612740,2,0,2021-12-27T00:11:31Z,110000,,,0,,J. Robinson-Earl personal FOUL (1 PF),"[1630526, 1626195]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,203177.0,1.0,0.0,Hernangomez,1626195.0,,,,,,
13,PT10M57.00S,2021-12-27T00:11:37.7Z,1,REGULAR,3pt,Jump Shot,[],1628404,20.97568988173456,92.15686274509804,1610612740,2,3,2021-12-27T00:11:41Z,130000,-211.0,145.0,1,left,J. Hart 25' 3PT  (3 PTS) (B. Ingram 1 AST),"[1628404, 1627742]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,25.57,Made,,,,,3.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,
15,PT10M38.00S,2021-12-27T00:11:55.6Z,1,REGULAR,3pt,Jump Shot,[],1630526,75.24638633377135,85.7843137254902,1610612760,5,3,2021-12-27T00:12:01Z,150000,179.0,180.0,1,right,J. Robinson-Earl 25' 3PT  (3 PTS) (J. Giddey 2 AST),"[1630526, 1630581]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,25.39,Made,,,,,3.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,
17,PT10M29.00S,2021-12-27T00:12:05.2Z,1,REGULAR,3pt,Jump Shot,[],1628984,23.99802890932983,13.23529411764706,1610612740,5,3,2021-12-27T00:15:43Z,170000,184.0,173.0,1,left,MISS D. Graham 25' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M26.00S,2021-12-27T00:12:08.9Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612740,5,3,2021-12-27T00:12:08Z,180000,,,0,,J. Hart REBOUND (Off:1 Def:0),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
19,PT10M20.00S,2021-12-27T00:12:14.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,25.443495400788436,80.63725490196079,1610612740,5,3,2021-12-27T00:12:18Z,190000,-153.0,187.0,1,left,MISS B. Ingram 24' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,24.15,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M17.00S,2021-12-27T00:12:17.5Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,5,3,2021-12-27T00:12:18Z,200000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
21,PT10M11.00S,2021-12-27T00:12:23.3Z,1,REGULAR,3pt,Jump Shot,[],1629652,69.85873850197109,73.2843137254902,1610612760,8,3,2021-12-27T00:12:30Z,210000,116.0,231.0,1,right,L. Dort 25' 3PT pullup (3 PTS),[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,25.85,Made,,,,,3.0,,,,,,,,,,,,,,
22,PT09M58.00S,2021-12-27T00:12:35.9Z,1,REGULAR,3pt,Jump Shot,[],1628404,32.53942181340342,60.5392156862745,1610612740,8,3,2021-12-27T00:17:13Z,220000,-53.0,253.0,1,left,MISS J. Hart 25' pullup 3PT,[1628404],1610612740.0,NOP,pullup,,,Hart,J. Hart,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M56.00S,2021-12-27T00:12:37.9Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,8,3,2021-12-27T00:12:39Z,230000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:3),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,22.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
24,PT09M48.00S,2021-12-27T00:12:47.1Z,1,REGULAR,3pt,Jump Shot,[],1630526,72.48685939553219,80.63725490196079,1610612760,8,3,2021-12-27T00:12:51Z,240000,153.0,206.0,1,right,MISS J. Robinson-Earl 25' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M44.00S,2021-12-27T00:12:51.1Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,8,3,2021-12-27T00:12:51Z,250000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
26,PT09M42.00S,2021-12-27T00:12:52.4Z,1,REGULAR,turnover,bad pass,[],1627742,,,1610612740,8,3,2021-12-27T00:44:32Z,260000,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1628983]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,
27,PT09M42.00S,2021-12-27T00:12:52.4Z,1,REGULAR,steal,,[],1628983,,,1610612760,8,3,2021-12-27T00:44:36Z,270000,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M27.00S,2021-12-27T00:13:07.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630598,74.98357424441524,85.7843137254902,1610612760,11,3,2021-12-27T00:13:13Z,280000,179.0,183.0,1,right,A. Wiggins 25' 3PT  (5 PTS) (J. Robinson-Earl 1 AST),"[1630598, 1630526]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,25.57,Made,,,,,5.0,J. Robinson-Earl,1630526.0,1.0,,,,,,,,,,,
30,PT09M10.00S,2021-12-27T00:13:24.1Z,1,REGULAR,turnover,bad pass,[],1628404,,,1610612740,11,3,2021-12-27T00:43:36Z,300000,,,0,,J. Hart bad pass TURNOVER (1 TO),"[1628404, 1629652]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,1.0,Dort,1629652.0,,,
31,PT09M10.00S,2021-12-27T00:13:24.1Z,1,REGULAR,steal,,[],1629652,,,1610612760,11,3,2021-12-27T00:43:36Z,310000,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M06.00S,2021-12-27T00:13:31.3Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612760,11,3,2021-12-27T00:13:37Z,320000,,,0,,H. Jones shooting personal FOUL (1 PF) (Robinson-Earl 2 FT),"[1630529, 1630526]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,,,,,,,,,,,2715.0,1.0,0.0,Robinson-Earl,1630526.0,,,,,,
34,PT09M06.00S,2021-12-27T00:13:52.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630526,,,1610612760,12,3,2021-12-27T00:13:52Z,340000,,,0,,J. Robinson-Earl Free Throw 1 of 2 (4 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
35,PT09M06.00S,2021-12-27T00:14:06.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630526,,,1610612760,13,3,2021-12-27T00:14:06Z,350000,,,0,,J. Robinson-Earl Free Throw 2 of 2 (5 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
36,PT08M54.00S,2021-12-27T00:14:20.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,7.966491458607096,35.049019607843135,1610612740,13,3,2021-12-27T00:14:54Z,360000,75.0,22.0,1,left,MISS W. Hernangomez 7' Layup - blocked,"[1626195, 1628983]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,7.81,Missed,,,,,,,,,,,,,,,,,Gilgeous-Alexander,1628983.0,
37,PT08M54.00S,2021-12-27T00:14:20.6Z,1,REGULAR,block,,[],1628983,,,1610612740,13,3,2021-12-27T00:14:23Z,370000,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M51.00S,2021-12-27T00:14:23.6Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,13,3,2021-12-27T00:14:54Z,380000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:4),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,36.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
