actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
15,PT10M39.00S,2021-12-13T00:12:01.1Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,0,5,2021-12-13T00:12:01Z,150000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M35.00S,2021-12-13T00:12:05.0Z,1,REGULAR,3pt,Jump Shot,[],204001,64.99671484888306,48.529411764705884,1610612742,0,5,2021-12-13T00:12:12Z,160000,-7.0,277.0,1,right,MISS K. Porzingis 27' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,27.66,Missed,,,,,,,,,,,,,,,,,,
17,PT10M32.00S,2021-12-13T00:12:08.0Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,0,5,2021-12-13T00:12:12Z,170000,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M27.00S,2021-12-13T00:12:16.4Z,1,REGULAR,foul,personal,[],1627827,,,1610612760,0,5,2021-12-13T00:12:25Z,180000,,,0,,D. Finney-Smith personal FOUL (1 PF),"[1627827, 1629652]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,1627541.0,,1.0,0.0,Dort,1629652.0,,,,
20,PT10M27.00S,2021-12-13T00:12:31.4Z,1,REGULAR,substitution,out,[],203939,,,1610612760,0,5,2021-12-13T00:12:34Z,200000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M27.00S,2021-12-13T00:12:31.4Z,1,REGULAR,substitution,in,[],1629650,,,1610612760,0,5,2021-12-13T00:12:34Z,210000,,,0,,SUB in: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M15.00S,2021-12-13T00:12:49.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,9.543363994743759,49.754901960784316,1610612760,0,5,2021-12-13T00:12:54Z,220000,1.0,37.0,1,left,MISS J. Giddey driving Layup - blocked,"[1630581, 1629650]",1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,3.72,Missed,,,,,,,,,,,,,,,Brown,1629650.0,,
23,PT10M15.00S,2021-12-13T00:12:49.8Z,1,REGULAR,block,,[],1629650,,,1610612760,0,5,2021-12-13T00:12:53Z,230000,,,0,,M. Brown BLOCK (1 BLK),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M11.00S,2021-12-13T00:12:53.8Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,0,5,2021-12-13T00:12:54Z,240000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
25,PT09M57.00S,2021-12-13T00:13:08.0Z,1,REGULAR,3pt,Jump Shot,[],1627827,94.69448094612353,96.07843137254902,1610612742,0,5,2021-12-13T00:13:12Z,250000,230.0,-3.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,
26,PT09M55.00S,2021-12-13T00:13:10.0Z,1,REGULAR,rebound,offensive,[],1629650,,,1610612742,0,5,2021-12-13T00:13:12Z,260000,,,0,,M. Brown REBOUND (Off:1 Def:0),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,,,
27,PT09M53.00S,2021-12-13T00:13:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629650,93.64323258869908,51.71568627450981,1610612742,0,7,2021-12-13T00:13:16Z,270000,9.0,7.0,1,right,M. Brown putback Layup (2 PTS),[1629650],1610612742.0,DAL,putback,,,Brown,M. Brown,,,,,1.13,Made,,,,,2.0,,,,,,,,,,,,,
28,PT09M44.00S,2021-12-13T00:13:22.2Z,1,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612760,0,7,2021-12-13T00:13:28Z,280000,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (1 TO),[1630581],1610612760.0,OKC,bad pass,,,Giddey,J. Giddey,,,,,,,,,,,,,,,1628951.0,1.0,,,,,,,,
29,PT09M44.00S,2021-12-13T00:13:24.6Z,1,REGULAR,substitution,out,[],1629650,,,1610612742,0,7,2021-12-13T00:13:27Z,290000,,,0,,SUB out: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M44.00S,2021-12-13T00:13:24.6Z,1,REGULAR,substitution,in,[],203939,,,1610612742,0,7,2021-12-13T00:13:27Z,300000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M30.00S,2021-12-13T00:13:51.1Z,1,REGULAR,foul,personal,[],1630526,,,1610612742,0,7,2021-12-13T00:13:59Z,310000,,,0,,J. Robinson-Earl personal FOUL (1 PF),"[1630526, 203939]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,1628951.0,,1.0,0.0,Powell,203939.0,,,,
34,PT09M28.00S,2021-12-13T00:14:07.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627827,92.9862023653088,51.225490196078425,1610612742,0,7,2021-12-13T00:16:17Z,330000,6.0,13.0,1,right,MISS D. Finney-Smith alley-oop DUNK,[1627827],1610612742.0,DAL,alley-oop,,,Finney-Smith,D. Finney-Smith,,,,,1.47,Missed,,,,,,,,,,,,,,,,,,
35,PT09M26.00S,2021-12-13T00:14:09.6Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,0,7,2021-12-13T00:14:55Z,340000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,34.0,3.0,2.0,1.0,,,,,,,,,,,,,,
36,PT09M25.00S,2021-12-13T00:14:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627827,92.59198423127464,51.470588235294116,1610612742,0,7,2021-12-13T00:15:06Z,350000,7.0,17.0,1,right,MISS D. Finney-Smith putback Layup,[1627827],1610612742.0,DAL,putback,,,Finney-Smith,D. Finney-Smith,,,,,1.86,Missed,,,,,,,,,,,,,,,,,,
37,PT09M24.00S,2021-12-13T00:14:13.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,0,7,2021-12-13T00:16:30Z,360000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,
41,PT09M24.00S,2021-12-13T00:14:17.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,0,7,2021-12-13T00:16:44Z,370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M24.00S,2021-12-13T00:14:22.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,0,7,2021-12-13T00:15:07Z,380000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT09M24.00S,2021-12-13T00:16:47.6Z,1,REGULAR,substitution,out,[],1630526,,,1610612760,0,7,2021-12-13T00:16:57Z,400000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
43,PT09M24.00S,2021-12-13T00:16:47.6Z,1,REGULAR,substitution,in,[],202324,,,1610612760,0,7,2021-12-13T00:16:57Z,410000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
44,PT09M01.00S,2021-12-13T00:17:31.5Z,1,REGULAR,3pt,Jump Shot,[],1629647,28.991458607095925,79.65686274509804,1610612760,3,7,2021-12-13T00:18:34Z,420000,-148.0,220.0,1,left,D. Bazley 26' 3PT pullup (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1629647, 1628983]",1610612760.0,OKC,pullup,,,Bazley,D. Bazley,,,,,26.53,Made,,,,,3.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,
46,PT08M37.00S,2021-12-13T00:17:55.0Z,1,REGULAR,2pt,Jump Shot,[],204001,81.553876478318,20.34313725490196,1610612742,3,7,2021-12-13T00:17:59Z,440000,-148.0,121.0,1,right,MISS K. Porzingis 19' pullup Shot,[204001],1610612742.0,DAL,pullup,,,Porzingis,K. Porzingis,,,,,19.13,Missed,,,,,,,,,,,,,,,,,,
47,PT08M34.00S,2021-12-13T00:17:58.0Z,1,REGULAR,rebound,defensive,[],202324,,,1610612760,3,7,2021-12-13T00:17:59Z,450000,,,0,,D. Favors REBOUND (Off:0 Def:1),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,
48,PT08M27.00S,2021-12-13T00:18:05.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,15.325229960578188,56.86274509803921,1610612760,3,7,2021-12-13T00:18:10Z,460000,-34.0,92.0,1,left,MISS J. Giddey 9' floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,9.78,Missed,,,,,,,,,,,,,,,,,,
49,PT08M24.00S,2021-12-13T00:18:08.3Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,3,7,2021-12-13T00:18:08Z,470000,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,48.0,1.0,0.0,1.0,,,,,,,,,,,,,,
50,PT08M22.00S,2021-12-13T00:18:09.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,7.966491458607096,35.049019607843135,1610612760,5,7,2021-12-13T00:18:13Z,480000,75.0,22.0,1,left,J. Giddey 7' putback Layup (2 PTS),[1630581],1610612760.0,OKC,putback,,,Giddey,J. Giddey,,,,,7.81,Made,,,,,2.0,,,,,,,,,,,,,
51,PT08M08.00S,2021-12-13T00:18:25.4Z,1,REGULAR,foul,personal,[],1629652,,,1610612742,5,7,2021-12-13T00:18:35Z,490000,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 1628973]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,1628951.0,,1.0,0.0,Brunson,1628973.0,,,,
53,PT07M56.00S,2021-12-13T00:18:58.7Z,1,REGULAR,foul,personal,[],1629652,,,1610612742,5,7,2021-12-13T00:19:05Z,510000,,,0,,L. Dort personal FOUL (2 PF),"[1629652, 204001]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,1627541.0,,2.0,0.0,Porzingis,204001.0,,,,
55,PT07M45.00S,2021-12-13T00:19:26.6Z,1,REGULAR,turnover,bad pass,[],1627827,,,1610612742,5,7,2021-12-13T00:19:31Z,530000,,,0,,D. Finney-Smith bad pass TURNOVER (1 TO),"[1627827, 1630581]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,1.0,,,,,,,Giddey,1630581.0
56,PT07M45.00S,2021-12-13T00:19:26.6Z,1,REGULAR,steal,,[],1630581,,,1610612760,5,7,2021-12-13T00:19:28Z,540000,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M40.00S,2021-12-13T00:19:32.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629652,3.630091984231275,94.36274509803921,1610612760,5,7,2021-12-13T00:19:39Z,550000,-222.0,-18.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,22.26,Missed,,,,,,,,,,,,,,,,,,
58,PT07M36.00S,2021-12-13T00:19:36.0Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,5,7,2021-12-13T00:19:39Z,560000,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,
59,PT07M31.00S,2021-12-13T00:19:41.2Z,1,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612742,5,7,2021-12-13T00:19:58Z,570000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Brunson 2 FT),"[1628983, 1628973]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,1662.0,,1.0,0.0,Brunson,1628973.0,,,,
61,PT07M31.00S,2021-12-13T00:20:07.8Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,5,8,2021-12-13T00:20:07Z,590000,,,0,,J. Brunson Free Throw 1 of 2 (1 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
62,PT07M31.00S,2021-12-13T00:20:26.7Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,5,9,2021-12-13T00:20:26Z,600000,,,0,,J. Brunson Free Throw 2 of 2 (2 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
63,PT07M24.00S,2021-12-13T00:20:37.2Z,1,REGULAR,3pt,Jump Shot,[],1629647,24.78646517739816,16.42156862745098,1610612760,8,9,2021-12-13T00:20:42Z,610000,168.0,180.0,1,left,D. Bazley 24' 3PT  (6 PTS) (J. Giddey 1 AST),"[1629647, 1630581]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,24.65,Made,,,,,6.0,J. Giddey,1630581.0,1.0,,,,,,,,,,
65,PT07M10.00S,2021-12-13T00:20:50.4Z,1,REGULAR,2pt,Jump Shot,[],204001,80.89684625492772,66.66666666666666,1610612742,8,11,2021-12-13T00:21:40Z,630000,83.0,127.0,1,right,K. Porzingis 15' turnaround Jump Shot (2 PTS) (J. Brunson 1 AST),"[204001, 1628973]",1610612742.0,DAL,turnaround,,,Porzingis,K. Porzingis,,,,,15.2,Made,,,,,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,
67,PT06M55.00S,2021-12-13T00:21:05.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,10.200394218134035,49.01960784313725,1610612760,8,11,2021-12-13T00:21:12Z,650000,5.0,43.0,1,left,MISS L. Dort driving floating Shot,[1629652],1610612760.0,OKC,driving floating,,,Dort,L. Dort,,,,,4.37,Missed,,,,,,,,,,,,,,,,,,
68,PT06M52.00S,2021-12-13T00:21:08.8Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,8,11,2021-12-13T00:21:12Z,660000,,,0,,J. Brunson REBOUND (Off:1 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,67.0,2.0,1.0,1.0,,,,,,,,,,,,,,
69,PT06M47.00S,2021-12-13T00:21:14.2Z,1,REGULAR,3pt,Jump Shot,[],203939,70.90998685939553,75.73529411764706,1610612742,8,11,2021-12-13T00:21:21Z,670000,129.0,221.0,1,right,MISS D. Powell 25' 3PT,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,
70,PT06M43.00S,2021-12-13T00:21:18.2Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,8,11,2021-12-13T00:21:21Z,680000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT06M34.00S,2021-12-13T00:21:26.4Z,1,REGULAR,3pt,Jump Shot,[],1629652,7.703679369250986,2.941176470588235,1610612760,8,11,2021-12-13T00:21:31Z,690000,235.0,20.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,23.61,Missed,,,,,,,,,,,,,,,,,,
72,PT06M31.00S,2021-12-13T00:21:29.4Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,8,11,2021-12-13T00:21:31Z,700000,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,71.0,2.0,2.0,0.0,,,,,,,,,,,,,,
73,PT06M25.00S,2021-12-13T00:21:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204001,92.72339027595268,46.568627450980394,1610612742,8,13,2021-12-13T00:21:41Z,710000,-17.0,16.0,1,right,K. Porzingis driving Layup (4 PTS) (J. Brunson 2 AST),"[204001, 1628973]",1610612742.0,DAL,driving,,,Porzingis,K. Porzingis,,,,,2.34,Made,,,,,4.0,J. Brunson,1628973.0,2.0,,,,,,,,,,
75,PT06M25.00S,2021-12-13T00:21:40.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202324,,,1610612742,8,13,2021-12-13T00:21:48Z,730000,,,0,,D. Favors shooting personal FOUL (1 PF) (Porzingis 1 FT),"[202324, 204001]",1610612760.0,OKC,shooting,,,Favors,D. Favors,,,,,,,,,,,,,,,1627541.0,,1.0,0.0,Porzingis,204001.0,,,,
77,PT06M25.00S,2021-12-13T00:21:49.1Z,1,REGULAR,substitution,out,[],203939,,,1610612742,8,13,2021-12-13T00:22:40Z,750000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M25.00S,2021-12-13T00:21:49.1Z,1,REGULAR,substitution,in,[],1629650,,,1610612742,8,13,2021-12-13T00:22:40Z,760000,,,0,,SUB in: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M25.00S,2021-12-13T00:22:13.5Z,1,REGULAR,freethrow,1 of 1,[],204001,,,1610612742,8,14,2021-12-13T00:22:13Z,770000,,,0,,K. Porzingis Free Throw 1 of 1 (5 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
80,PT06M01.00S,2021-12-13T00:22:37.2Z,1,REGULAR,3pt,Jump Shot,[],1628983,33.196452036793694,45.09803921568628,1610612760,8,14,2021-12-13T00:22:41Z,780000,25.0,260.0,1,left,MISS S. Gilgeous-Alexander 26' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,
81,PT05M58.00S,2021-12-13T00:22:40.2Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,8,14,2021-12-13T00:22:41Z,790000,,,0,,J. Brunson REBOUND (Off:1 Def:2),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,80.0,3.0,2.0,1.0,,,,,,,,,,,,,,
82,PT05M45.00S,2021-12-13T00:22:53.9Z,1,REGULAR,3pt,Jump Shot,[],1628973,68.28186596583443,38.23529411764706,1610612742,8,14,2021-12-13T00:25:15Z,800000,-59.0,246.0,1,right,MISS J. Brunson 25' step back 3PT,[1628973],1610612742.0,DAL,step back,,,Brunson,J. Brunson,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,
83,PT05M42.00S,2021-12-13T00:22:56.9Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,8,14,2021-12-13T00:22:59Z,810000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,,,,,,,
84,PT05M36.00S,2021-12-13T00:23:02.4Z,1,REGULAR,3pt,Jump Shot,[],1629652,9.017739816031538,3.6764705882352944,1610612760,11,14,2021-12-13T00:23:06Z,820000,232.0,32.0,1,left,L. Dort 3PT  (3 PTS) (D. Bazley 1 AST),"[1629652, 1629647]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,23.38,Made,,,,,3.0,D. Bazley,1629647.0,1.0,,,,,,,,,,
86,PT05M20.00S,2021-12-13T00:23:17.2Z,1,REGULAR,3pt,Jump Shot,[],1627827,71.30420499342969,74.26470588235294,1610612742,11,17,2021-12-13T00:23:21Z,840000,121.0,217.0,1,right,D. Finney-Smith 24' 3PT pullup (3 PTS) (K. Porzingis 1 AST),"[1627827, 204001]",1610612742.0,DAL,pullup,,,Finney-Smith,D. Finney-Smith,,,,,24.88,Made,,,,,3.0,K. Porzingis,204001.0,1.0,,,,,,,,,,
88,PT05M03.00S,2021-12-13T00:23:34.7Z,1,REGULAR,turnover,lost ball,[],1629647,,,1610612760,11,17,2021-12-13T00:23:39Z,860000,,,0,,D. Bazley lost ball TURNOVER (1 TO),"[1629647, 1627827]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,1.0,,,,,,,Finney-Smith,1627827.0
89,PT05M03.00S,2021-12-13T00:23:34.7Z,1,REGULAR,steal,,[],1627827,,,1610612742,11,17,2021-12-13T00:24:31Z,870000,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M48.00S,2021-12-13T00:23:49.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",204001,90.48948751642575,55.63725490196079,1610612742,11,17,2021-12-13T00:23:54Z,880000,28.0,37.0,1,right,MISS K. Porzingis Layup,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,4.64,Missed,,,,,,,,,,,,,,,,,,
91,PT04M45.00S,2021-12-13T00:23:52.7Z,1,REGULAR,rebound,defensive,[],202324,,,1610612760,11,17,2021-12-13T00:23:54Z,890000,,,0,,D. Favors REBOUND (Off:0 Def:2),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,90.0,2.0,2.0,0.0,,,,,,,,,,,,,,
