actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-03-07T00:10:31.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-07T00:10:31Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-03-07T00:10:34.4Z,1,REGULAR,jumpball,recovered,[],1628983,,,1610612760,0,0,2022-03-07T00:10:34Z,40000,,,0,,Jump Ball D. Bazley vs. R. Gobert: Tip to S. Gilgeous-Alexander,"[1628983, 1629647, 203497]",1610612760.0,OKC,startperiod,S. Gilgeous-Alexander,1628983.0,Gilgeous-Alexander,S. Gilgeous-Alexander,Bazley,1629647.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2022-03-07T00:10:43.6Z,1,REGULAR,3pt,Jump Shot,[],1629647,66.96780551905388,44.6078431372549,1610612760,0,0,2022-03-07T00:10:51Z,70000,-27.0,258.0,1,right,MISS D. Bazley 25' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2022-03-07T00:10:46.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,0,0,2022-03-07T00:10:51Z,80000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2022-03-07T00:11:02.1Z,1,REGULAR,turnover,lost ball,[],202711,,,1610612762,0,0,2022-03-07T00:11:09Z,90000,,,0,,B. Bogdanovic lost ball TURNOVER (1 TO),"[202711, 1630197]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,1.0,Pokusevski,1630197.0,,,,,,,,,,,
10,PT11M29.00S,2022-03-07T00:11:02.1Z,1,REGULAR,steal,,[],1630197,,,1610612760,0,0,2022-03-07T00:16:57Z,100000,,,0,,A. Pokusevski STEAL (1 STL),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
11,PT11M24.00S,2022-03-07T00:11:06.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630197,90.48948751642575,47.30392156862745,1610612760,2,0,2022-03-07T00:11:15Z,110000,-13.0,37.0,1,right,A. Pokusevski cutting Layup (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1630197, 1628983]",1610612760.0,OKC,cutting,,,Pokusevski,A. Pokusevski,,,,,3.93,Made,,,,,,,,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,
13,PT11M12.00S,2022-03-07T00:11:18.0Z,1,REGULAR,2pt,Jump Shot,[],1628378,26.10052562417871,58.6014093137255,1610612762,2,2,2022-03-07T00:15:44Z,130000,-43.0,193.0,1,left,D. Mitchell 19' Jump Shot (2 PTS) (B. Bogdanovic 1 AST),"[1628378, 202711]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,19.75,Made,,,,,,,,2.0,B. Bogdanovic,202711.0,1.0,,,,,,,
14,PT10M57.00S,2022-03-07T00:11:32.9Z,1,REGULAR,3pt,Jump Shot,[],1629647,66.70499342969777,42.8921568627451,1610612760,5,2,2022-03-07T00:11:37Z,140000,-36.0,260.0,1,right,D. Bazley 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 2 AST),"[1629647, 1628983]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,26.29,Made,,,,,,,,3.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,
16,PT10M41.00S,2022-03-07T00:11:51.7Z,1,REGULAR,foul,personal,['2freethrow'],1630544,,,1610612762,5,2,2022-03-07T00:11:59Z,160000,,,0,,T. Mann shooting personal FOUL (1 PF) (Gobert 2 FT),"[1630544, 203497]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Gobert,203497.0,,
