actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
69,PT07M33.00S,2022-03-05T01:18:03.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,15.588042049934298,65.19607843137256,1610612760,13,11,2022-03-05T01:18:12Z,690000,-76.0,94.0,1,left,S. Gilgeous-Alexander 12' step back Jump Shot (4 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,12.09,Made,4.0,,,,,,,,,,,,,,,,,
70,PT07M23.00S,2022-03-05T01:18:16.4Z,1,REGULAR,foul,personal,['2freethrow'],1630544,,,1610612750,13,11,2022-03-05T01:18:38Z,700000,,,0,,T. Mann shooting personal FOUL (1 PF) (Beverley 2 FT),"[1630544, 201976]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,,,,,,,101284.0,1.0,0.0,Beverley,201976.0,,,,,,,,,
72,PT07M23.00S,2022-03-05T01:18:43.0Z,1,REGULAR,freethrow,1 of 2,[],201976,,,1610612750,13,11,2022-03-05T01:18:43Z,720000,,,0,,MISS P. Beverley Free Throw 1 of 2,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,Missed,,,,,,,,,,,,,,,,,,
73,PT07M23.00S,2022-03-05T01:18:43.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,13,11,2022-03-05T01:18:43Z,730000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,
74,PT07M23.00S,2022-03-05T01:18:55.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,13,11,2022-03-05T01:18:55Z,740000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT07M23.00S,2022-03-05T01:22:13.0Z,1,REGULAR,freethrow,2 of 2,[],201976,,,1610612750,13,12,2022-03-05T01:22:13Z,750000,,,0,,P. Beverley Free Throw 2 of 2 (1 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
78,PT07M17.00S,2022-03-05T01:22:22.9Z,1,REGULAR,foul,personal,['2freethrow'],1629020,,,1610612760,13,12,2022-03-05T01:22:33Z,760000,,,0,,J. Vanderbilt shooting personal FOUL (1 PF) (Roby 2 FT),"[1629020, 1629676]",1610612750.0,MIN,shooting,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,1627524.0,1.0,0.0,Roby,1629676.0,,,,,,,,,
80,PT07M17.00S,2022-03-05T01:22:52.1Z,1,REGULAR,freethrow,1 of 2,[],1629676,,,1610612760,14,12,2022-03-05T01:22:52Z,780000,,,0,,I. Roby Free Throw 1 of 2 (8 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
81,PT07M17.00S,2022-03-05T01:23:07.5Z,1,REGULAR,freethrow,2 of 2,[],1629676,,,1610612760,15,12,2022-03-05T01:23:07Z,790000,,,0,,I. Roby Free Throw 2 of 2 (9 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
82,PT07M02.00S,2022-03-05T01:23:26.8Z,1,REGULAR,3pt,Jump Shot,[],1630183,89.04402102496715,96.32352941176471,1610612750,15,12,2022-03-05T01:23:32Z,800000,232.0,50.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,23.7,Missed,,,,,,,,,,,,,,,,,,
83,PT06M57.00S,2022-03-05T01:23:31.8Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,15,12,2022-03-05T01:23:32Z,810000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,82.0,2.0,2.0,0.0
84,PT06M48.00S,2022-03-05T01:23:43.8Z,1,REGULAR,turnover,out-of-bounds,[],1629676,,,1610612760,15,12,2022-03-05T01:23:53Z,820000,,,0,,I. Roby step out-of-bounds TURNOVER (1 TO),[1629676],1610612760.0,OKC,step,,,Roby,I. Roby,,,,,,,,,,,1627541.0,,,,,1.0,,,,,,,,
85,PT06M38.00S,2022-03-05T01:24:00.6Z,1,REGULAR,foul,personal,[],1630197,,,1610612750,15,12,2022-03-05T01:24:09Z,830000,,,0,,A. Pokusevski personal FOUL (1 PF),"[1630197, 1626157]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,1627524.0,1.0,0.0,Towns,1626157.0,,,,,,,,,
87,PT06M35.00S,2022-03-05T01:24:20.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630183,90.22667542706965,49.754901960784316,1610612750,15,14,2022-03-05T01:24:25Z,850000,-1.0,39.0,1,right,J. McDaniels cutting DUNK (4 PTS) (K. Towns 1 AST),"[1630183, 1626157]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,3.94,Made,4.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,
89,PT06M18.00S,2022-03-05T01:24:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,7.835085413929041,53.67647058823529,1610612760,17,14,2022-03-05T01:24:41Z,870000,-18.0,21.0,1,left,I. Roby Layup (11 PTS) (S. Gilgeous-Alexander 2 AST),"[1629676, 1628983]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,2.8,Made,11.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,,,,,
91,PT06M04.00S,2022-03-05T01:24:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,91.40932982917214,43.13725490196079,1610612750,17,16,2022-03-05T01:24:59Z,890000,-34.0,28.0,1,right,K. Towns Layup (7 PTS) (D. Russell 2 AST),"[1626157, 1626156]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,4.45,Made,7.0,D. Russell,1626156.0,2.0,,,,,,,,,,,,,,
93,PT06M04.00S,2022-03-05T01:24:57.2Z,1,REGULAR,foul,personal,['1freethrow'],1628983,,,1610612750,17,16,2022-03-05T01:25:14Z,910000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (2 PF) (Towns 1 FT),"[1628983, 1626157]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,1627541.0,2.0,0.0,Towns,1626157.0,,,,,,,,,
95,PT06M04.00S,2022-03-05T01:25:10.6Z,1,REGULAR,substitution,out,[],1626156,,,1610612750,17,16,2022-03-05T01:25:14Z,930000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
96,PT06M04.00S,2022-03-05T01:25:10.6Z,1,REGULAR,substitution,in,[],1627736,,,1610612750,17,16,2022-03-05T01:25:14Z,940000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
97,PT06M04.00S,2022-03-05T01:25:36.2Z,1,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,17,17,2022-03-05T01:25:36Z,950000,,,0,,K. Towns Free Throw 1 of 1 (8 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
99,PT05M53.00S,2022-03-05T01:25:50.9Z,1,REGULAR,violation,kicked ball,[],1626157,,,1610612760,17,17,2022-03-05T01:34:56Z,970000,,,0,,K. Towns kicked ball VIOLATION,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,1627524.0,,,,,,,,,,,,,
100,PT05M44.00S,2022-03-05T01:26:09.2Z,1,REGULAR,3pt,Jump Shot,[],1630544,26.231931668856767,83.57843137254902,1610612760,20,17,2022-03-05T01:26:14Z,980000,-168.0,194.0,1,left,T. Mann 25' 3PT step back (3 PTS),[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,25.66,Made,3.0,,,,,,,,,,,,,,,,,
101,PT05M31.00S,2022-03-05T01:26:21.3Z,1,REGULAR,3pt,Jump Shot,[],1627736,70.38436268068331,75.0,1610612750,20,17,2022-03-05T01:26:27Z,990000,125.0,226.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,
102,PT05M28.00S,2022-03-05T01:26:24.3Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,20,17,2022-03-05T01:26:27Z,1000000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,101.0,3.0,3.0,0.0
103,PT05M20.00S,2022-03-05T01:26:32.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629676,10.068988173455978,49.50980392156863,1610612760,22,17,2022-03-05T01:26:36Z,1010000,2.0,42.0,1,left,I. Roby driving DUNK (13 PTS) (S. Gilgeous-Alexander 3 AST),"[1629676, 1628983]",1610612760.0,OKC,driving,,,Roby,I. Roby,,,,,4.22,Made,13.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,,,,,
105,PT05M03.00S,2022-03-05T01:26:50.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,91.80354796320631,39.950980392156865,1610612750,22,19,2022-03-05T01:35:55Z,1030000,-50.0,25.0,1,right,K. Towns driving Hook (10 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,5.59,Made,10.0,,,,,,,,,,,,,,,,,
106,PT04M48.00S,2022-03-05T01:27:04.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,8.754927726675426,38.970588235294116,1610612760,22,19,2022-03-05T01:36:19Z,1040000,55.0,30.0,1,left,MISS S. Gilgeous-Alexander 6' driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,6.26,Missed,,,,,,,,,,,,,,,,,,
107,PT04M46.00S,2022-03-05T01:27:06.0Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,22,19,2022-03-05T01:27:17Z,1050000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,106.0,3.0,2.0,1.0
108,PT04M36.00S,2022-03-05T01:27:16.7Z,1,REGULAR,3pt,Jump Shot,[],201976,73.14388961892247,14.460784313725492,1610612750,22,19,2022-03-05T01:27:22Z,1060000,-178.0,200.0,1,right,MISS P. Beverley 26' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,
109,PT04M32.00S,2022-03-05T01:27:20.7Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,22,19,2022-03-05T01:27:22Z,1070000,,,0,,I. Roby REBOUND (Off:1 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,108.0,2.0,1.0,1.0
110,PT04M21.00S,2022-03-05T01:27:31.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,9.149145860709593,59.31372549019608,1610612760,22,19,2022-03-05T01:27:36Z,1080000,-47.0,34.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,5.74,Missed,,,,,,,,,,,,,,,,,,
111,PT04M18.00S,2022-03-05T01:27:34.5Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,22,19,2022-03-05T01:27:36Z,1090000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,110.0,4.0,3.0,1.0
112,PT04M13.00S,2022-03-05T01:27:39.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630183,96.00854139290408,4.166666666666666,1610612750,22,22,2022-03-05T01:27:45Z,1100000,-229.0,-15.0,1,right,J. McDaniels 3PT  (7 PTS) (J. Vanderbilt 1 AST),"[1630183, 1629020]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,22.97,Made,7.0,J. Vanderbilt,1629020.0,1.0,,,,,,,,,,,,,,
114,PT03M57.00S,2022-03-05T01:27:55.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,5.601182654402102,44.11764705882353,1610612760,22,22,2022-03-05T01:28:00Z,1120000,29.0,0.0,1,left,MISS T. Mann driving Layup,[1630544],1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,2.94,Missed,,,,,,,,,,,,,,,,,,
115,PT03M54.00S,2022-03-05T01:27:58.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,22,22,2022-03-05T01:27:58Z,1130000,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,114.0,2.0,1.0,1.0
116,PT03M54.00S,2022-03-05T01:27:58.8Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,22,22,2022-03-05T01:28:20Z,1140000,,,0,,K. Towns bad pass TURNOVER (3 TO),"[1626157, 1628983]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,3.0,Gilgeous-Alexander,1628983.0,,,,,,
117,PT03M54.00S,2022-03-05T01:27:58.8Z,1,REGULAR,steal,,[],1628983,,,1610612760,22,22,2022-03-05T01:28:02Z,1150000,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M49.00S,2022-03-05T01:28:03.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,8.360709592641262,45.34313725490196,1610612760,24,22,2022-03-05T01:28:08Z,1160000,23.0,26.0,1,left,S. Gilgeous-Alexander Layup (6 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,3.5,Made,6.0,,,,,,,,,,,,,,,,,
119,PT03M43.00S,2022-03-05T01:28:08.7Z,1,REGULAR,3pt,Jump Shot,[],1627736,77.61169513797634,12.5,1610612750,24,25,2022-03-05T01:28:14Z,1170000,-188.0,158.0,1,right,M. Beasley 24' 3PT  (3 PTS),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,24.52,Made,3.0,,,,,,,,,,,,,,,,,
120,PT03M35.00S,2022-03-05T01:28:30.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612760,24,25,2022-03-05T01:28:30Z,1180000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M35.00S,2022-03-05T01:29:51.1Z,1,REGULAR,substitution,out,[],1629647,,,1610612760,24,25,2022-03-05T01:31:07Z,1190000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M35.00S,2022-03-05T01:29:51.1Z,1,REGULAR,substitution,out,[],1630197,,,1610612760,24,25,2022-03-05T01:31:07Z,1200000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M35.00S,2022-03-05T01:29:51.1Z,1,REGULAR,substitution,out,[],1629020,,,1610612760,24,25,2022-03-05T01:31:07Z,1210000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M35.00S,2022-03-05T01:29:51.1Z,1,REGULAR,substitution,out,[],201976,,,1610612760,24,25,2022-03-05T01:31:07Z,1220000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M35.00S,2022-03-05T01:29:51.1Z,1,REGULAR,substitution,in,[],1630249,,,1610612760,24,25,2022-03-05T01:31:07Z,1230000,,,0,,SUB in: V. Krejci,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M35.00S,2022-03-05T01:29:51.1Z,1,REGULAR,substitution,in,[],1630322,,,1610612760,24,25,2022-03-05T01:31:07Z,1240000,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M35.00S,2022-03-05T01:29:51.1Z,1,REGULAR,substitution,in,[],1627752,,,1610612760,24,25,2022-03-05T01:31:07Z,1250000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M35.00S,2022-03-05T01:29:51.1Z,1,REGULAR,substitution,in,[],1629162,,,1610612760,24,25,2022-03-05T01:31:07Z,1260000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M21.00S,2022-03-05T01:31:30.7Z,1,REGULAR,3pt,Jump Shot,[],1630544,27.94021024967148,83.08823529411765,1610612760,24,25,2022-03-05T01:31:38Z,1270000,-165.0,210.0,1,left,MISS T. Mann 26' step back 3PT,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,26.74,Missed,,,,,,,,,,,,,,,,,,
131,PT03M15.00S,2022-03-05T01:31:36.7Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612750,24,25,2022-03-05T01:31:38Z,1280000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,130.0,1.0,1.0,0.0
132,PT03M06.00S,2022-03-05T01:31:47.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629676,,,1610612750,24,25,2022-03-05T01:31:55Z,1290000,,,0,,I. Roby personal FOUL (1 PF) (Towns 2 FT),"[1629676, 1626157]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,101284.0,1.0,0.0,Towns,1626157.0,,,,,,,,,
134,PT03M06.00S,2022-03-05T01:32:21.1Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,24,26,2022-03-05T01:32:21Z,1310000,,,0,,K. Towns Free Throw 1 of 2 (11 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
137,PT03M06.00S,2022-03-05T01:32:43.4Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,24,27,2022-03-05T01:32:43Z,1320000,,,0,,K. Towns Free Throw 2 of 2 (12 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
138,PT02M53.00S,2022-03-05T01:33:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,10.200394218134035,36.51960784313725,1610612760,26,27,2022-03-05T01:33:06Z,1330000,67.0,43.0,1,left,S. Gilgeous-Alexander 8' driving Layup (8 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,8.02,Made,8.0,,,,,,,,,,,,,,,,,
139,PT02M43.00S,2022-03-05T01:33:15.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,26,27,2022-03-05T01:33:15Z,1340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M43.00S,2022-03-05T01:33:16.4Z,1,REGULAR,substitution,out,[],1630544,,,1610612750,26,27,2022-03-05T01:33:21Z,1350000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M43.00S,2022-03-05T01:33:16.4Z,1,REGULAR,substitution,in,[],1630177,,,1610612750,26,27,2022-03-05T01:33:21Z,1360000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M36.00S,2022-03-05T01:33:38.0Z,1,REGULAR,3pt,Jump Shot,[],1630183,89.83245729303549,94.36274509803921,1610612750,26,30,2022-03-05T01:33:43Z,1370000,222.0,43.0,1,right,J. McDaniels 3PT  (10 PTS) (K. Towns 2 AST),"[1630183, 1626157]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,22.59,Made,10.0,K. Towns,1626157.0,2.0,,,,,,,,,,,,,,
144,PT02M20.00S,2022-03-05T01:33:52.6Z,1,REGULAR,2pt,Jump Shot,[],1628983,26.363337713534822,48.77450980392157,1610612760,28,30,2022-03-05T01:33:57Z,1390000,6.0,195.0,1,left,S. Gilgeous-Alexander 19' pullup Jump Shot (10 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,19.54,Made,10.0,,,,,,,,,,,,,,,,,
145,PT02M03.00S,2022-03-05T01:34:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,92.46057818659659,42.40196078431372,1610612750,28,30,2022-03-05T01:34:17Z,1400000,-38.0,18.0,1,right,MISS T. Prince cutting Layup,[1627752],1610612750.0,MIN,cutting,,,Prince,T. Prince,,,,,4.22,Missed,,,,,,,,,,,,,,,,,,
146,PT01M59.00S,2022-03-05T01:34:15.0Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,28,30,2022-03-05T01:34:17Z,1410000,,,0,,I. Roby REBOUND (Off:1 Def:2),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,145.0,3.0,2.0,1.0
147,PT01M54.00S,2022-03-05T01:34:19.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630322,9.806176084099869,93.87254901960785,1610612760,31,30,2022-03-05T01:34:28Z,1420000,-219.0,40.0,1,left,L. Waters III 3PT  (3 PTS) (S. Gilgeous-Alexander 4 AST),"[1630322, 1628983]",1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,22.3,Made,3.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,,,,,,
149,PT01M39.00S,2022-03-05T01:34:34.3Z,1,REGULAR,3pt,Jump Shot,[],1627752,94.69448094612353,3.1862745098039214,1610612750,31,30,2022-03-05T01:34:39Z,1440000,-234.0,-3.0,1,right,MISS T. Prince 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
150,PT01M34.00S,2022-03-05T01:34:39.3Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,31,30,2022-03-05T01:34:39Z,1450000,,,0,,I. Roby REBOUND (Off:1 Def:3),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,149.0,4.0,3.0,1.0
151,PT01M20.00S,2022-03-05T01:34:52.7Z,1,REGULAR,3pt,Jump Shot,[],1630322,28.33442838370565,81.37254901960785,1610612760,31,30,2022-03-05T01:34:58Z,1460000,-157.0,214.0,1,left,MISS L. Waters III 26' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,26.52,Missed,,,,,,,,,,,,,,,,,,
152,PT01M17.00S,2022-03-05T01:34:55.7Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,31,30,2022-03-05T01:34:58Z,1470000,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,151.0,3.0,2.0,1.0
153,PT01M10.00S,2022-03-05T01:35:03.1Z,1,REGULAR,3pt,Jump Shot,[],1630183,94.43166885676742,4.166666666666666,1610612750,31,30,2022-03-05T01:35:07Z,1480000,-229.0,0.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,
154,PT01M07.00S,2022-03-05T01:35:06.1Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,31,30,2022-03-05T01:35:07Z,1490000,,,0,,I. Roby REBOUND (Off:1 Def:4),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,153.0,5.0,4.0,1.0
155,PT00M55.80S,2022-03-05T01:35:22.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612760,31,30,2022-03-05T01:35:30Z,1500000,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1630183, 1628983]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,101284.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,
157,PT00M55.80S,2022-03-05T01:35:49.7Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,32,30,2022-03-05T01:35:49Z,1520000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (11 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
158,PT00M55.80S,2022-03-05T01:35:50.6Z,1,REGULAR,substitution,out,[],1626157,,,1610612760,32,30,2022-03-05T01:35:56Z,1530000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M55.80S,2022-03-05T01:35:50.6Z,1,REGULAR,substitution,in,[],1629675,,,1610612760,32,30,2022-03-05T01:35:56Z,1540000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M55.80S,2022-03-05T01:35:49.7Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,32,30,2022-03-05T01:36:13Z,1550000,,,0,,MISS S. Gilgeous-Alexander Free Throw 2 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Missed,,,,,,,,,,,,,,,,,,
161,PT00M49.70S,2022-03-05T01:35:55.8Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612750,32,30,2022-03-05T01:36:13Z,1560000,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,160.0,1.0,1.0,0.0
