actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
162,PT00M36.70S,2022-03-05T01:36:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,91.80354796320631,59.31372549019608,1610612750,32,32,2022-03-05T01:36:34Z,1570000,47.0,25.0,1,right,N. Reid reverse Layup (2 PTS),[1629675],1610612750.0,MIN,reverse,,,Reid,N. Reid,,,,,5.26,Made,2.0,,,,,,,,,,,,,,,,,
163,PT00M28.10S,2022-03-05T01:36:37.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,12.171484888304862,47.794117647058826,1610612760,34,32,2022-03-05T01:36:41Z,1580000,11.0,62.0,1,left,S. Gilgeous-Alexander 6' driving Layup (13 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,6.29,Made,13.0,,,,,,,,,,,,,,,,,
164,PT00M13.80S,2022-03-05T01:36:53.7Z,1,REGULAR,turnover,lost ball,[],1629675,,,1610612750,34,32,2022-03-05T01:36:58Z,1590000,,,0,,N. Reid lost ball TURNOVER (1 TO),"[1629675, 1630249]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,1.0,Krejci,1630249.0,,,,,,
165,PT00M13.80S,2022-03-05T01:36:53.7Z,1,REGULAR,steal,,[],1630249,,,1610612760,34,32,2022-03-05T01:36:55Z,1600000,,,0,,V. Krejci STEAL (1 STL),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M01.50S,2022-03-05T01:37:05.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630322,30.305519053876477,79.16666666666666,1610612760,34,32,2022-03-05T01:37:12Z,1610000,-146.0,232.0,1,left,MISS L. Waters III 27' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,27.43,Missed,,,,,,,,,,,,,,,,,,
167,PT00M01.50S,2022-03-05T01:37:05.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,34,32,2022-03-05T01:37:12Z,1620000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,,,
168,PT00M00.00S,2022-03-05T01:37:14.0Z,1,REGULAR,period,end,[],0,,,1610612760,34,32,2022-03-05T01:37:14Z,1630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-03-05T01:39:09.2Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,34,32,2022-03-05T01:39:37Z,1640000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-03-05T01:39:09.2Z,2,REGULAR,substitution,out,['startperiod'],1629676,,,1610612760,34,32,2022-03-05T01:39:37Z,1650000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-03-05T01:39:09.2Z,2,REGULAR,substitution,out,['startperiod'],1630183,,,1610612760,34,32,2022-03-05T01:39:37Z,1660000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-03-05T01:39:09.2Z,2,REGULAR,substitution,in,['startperiod'],1630544,,,1610612760,34,32,2022-03-05T01:39:37Z,1670000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-03-05T01:39:09.2Z,2,REGULAR,substitution,in,['startperiod'],1630846,,,1610612760,34,32,2022-03-05T01:39:37Z,1680000,,,0,,SUB in: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-03-05T01:39:09.2Z,2,REGULAR,substitution,in,['startperiod'],1626156,,,1610612760,34,32,2022-03-05T01:39:37Z,1690000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-03-05T01:39:47.9Z,2,REGULAR,period,start,[],0,,,1610612760,34,32,2022-03-05T01:39:47Z,1700000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M40.00S,2022-03-05T01:40:07.5Z,2,REGULAR,turnover,lost ball,[],1630544,,,1610612760,34,32,2022-03-05T01:40:12Z,1710000,,,0,,T. Mann lost ball TURNOVER (1 TO),"[1630544, 1626156]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,1.0,Russell,1626156.0,,,,,,
177,PT11M40.00S,2022-03-05T01:40:07.5Z,2,REGULAR,steal,,[],1626156,,,1610612750,34,32,2022-03-05T01:40:10Z,1720000,,,0,,D. Russell STEAL (2 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M37.00S,2022-03-05T01:40:11.8Z,2,REGULAR,foul,personal,[],1630322,,,1610612750,34,32,2022-03-05T01:40:25Z,1730000,,,0,,L. Waters III personal FOUL (1 PF),"[1630322, 1627752]",1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,1627524.0,1.0,0.0,Prince,1627752.0,,,,,,,,,
180,PT11M34.00S,2022-03-05T01:40:35.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,69.99014454664915,80.88235294117648,1610612750,34,35,2022-03-05T01:40:39Z,1750000,154.0,230.0,1,right,M. Beasley 27' 3PT  (6 PTS) (D. Russell 3 AST),"[1627736, 1626156]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,27.67,Made,6.0,D. Russell,1626156.0,3.0,,,,,,,,,,,,,,
182,PT11M07.00S,2022-03-05T01:41:01.4Z,2,REGULAR,3pt,Jump Shot,[],1630322,8.360709592641262,94.85294117647058,1610612760,34,35,2022-03-05T01:41:07Z,1770000,-224.0,26.0,1,left,MISS L. Waters III 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,22.58,Missed,,,,,,,,,,,,,,,,,,
183,PT11M04.00S,2022-03-05T01:41:04.4Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612750,34,35,2022-03-05T01:41:07Z,1780000,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,182.0,2.0,2.0,0.0
194,PT11M04.00S,2022-03-05T01:41:22.4Z,2,REGULAR,turnover,lost ball,[],1626156,,,1610612750,34,35,2022-03-05T01:45:15Z,1790000,,,0,,D. Russell lost ball TURNOVER (1 TO),"[1626156, 1630544]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,1.0,Mann,1630544.0,,,,,,
195,PT11M04.00S,2022-03-05T01:41:22.4Z,2,REGULAR,steal,,[],1630544,,,1610612760,34,35,2022-03-05T01:50:00Z,1795000,,,0,,T. Mann STEAL (1 STL),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
196,PT11M04.00S,2022-03-05T01:41:32.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,34,35,2022-03-05T01:45:38Z,1797500,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M41.00S,2022-03-05T01:41:43.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630177,10.726018396846255,56.86274509803921,1610612760,34,35,2022-03-05T01:46:39Z,1800000,-34.0,48.0,1,left,MISS T. Maledon driving floating Shot,[1630177],1610612760.0,OKC,driving floating,,,Maledon,T. Maledon,,,,,5.92,Missed,,,,,,,,,,,,,,,,,,
186,PT10M39.00S,2022-03-05T01:41:45.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,34,35,2022-03-05T01:41:51Z,1810000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,,,
187,PT10M39.00S,2022-03-05T01:41:51.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,34,35,2022-03-05T01:41:51Z,1820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M22.00S,2022-03-05T01:42:16.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,89.70105124835742,54.90196078431373,1610612750,34,37,2022-03-05T01:42:20Z,1830000,25.0,44.0,1,right,D. Russell driving Layup (6 PTS) (N. Reid 1 AST),"[1626156, 1629675]",1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,5.06,Made,6.0,N. Reid,1629675.0,1.0,,,,,,,,,,,,,,
190,PT10M02.00S,2022-03-05T01:42:35.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,15.062417871222076,35.53921568627451,1610612760,34,37,2022-03-05T01:42:41Z,1850000,72.0,89.0,1,left,MISS T. Mann 11' driving Layup,[1630544],1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,11.47,Missed,,,,,,,,,,,,,,,,,,
191,PT10M01.00S,2022-03-05T01:42:36.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,34,37,2022-03-05T01:42:41Z,1860000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,
192,PT10M01.00S,2022-03-05T01:42:41.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,34,37,2022-03-05T01:42:41Z,1870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M01.00S,2022-03-05T01:42:52.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,34,37,2022-03-05T01:42:52Z,1880000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M49.00S,2022-03-05T01:45:56.4Z,2,REGULAR,turnover,bad pass,[],1630177,,,1610612760,34,37,2022-03-05T01:46:01Z,1890000,,,0,,T. Maledon bad pass TURNOVER (1 TO),"[1630177, 1627752]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,1.0,Prince,1627752.0,,,,,,
198,PT09M49.00S,2022-03-05T01:45:56.4Z,2,REGULAR,steal,,[],1627752,,,1610612750,34,37,2022-03-05T01:45:58Z,1900000,,,0,,T. Prince STEAL (1 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M45.00S,2022-03-05T01:46:00.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627752,91.93495400788436,54.65686274509803,1610612750,34,39,2022-03-05T01:46:06Z,1910000,23.0,23.0,1,right,T. Prince running Layup (2 PTS),[1627752],1610612750.0,MIN,running,,,Prince,T. Prince,,,,,3.3,Made,2.0,,,,,,,,,,,,,,,,,
200,PT09M35.00S,2022-03-05T01:46:10.2Z,2,REGULAR,3pt,Jump Shot,[],1630544,29.25427069645204,76.22549019607843,1610612760,37,39,2022-03-05T01:50:43Z,1920000,-131.0,222.0,1,left,T. Mann 25' 3PT pullup (6 PTS) (T. Maledon 1 AST),"[1630544, 1630177]",1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,25.83,Made,6.0,T. Maledon,1630177.0,1.0,,,,,,,,,,,,,,
202,PT09M25.00S,2022-03-05T01:46:21.3Z,2,REGULAR,3pt,Jump Shot,[],1626156,69.07030223390277,31.372549019607842,1610612750,37,39,2022-03-05T01:46:26Z,1940000,-93.0,238.0,1,right,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,
203,PT09M21.00S,2022-03-05T01:46:25.3Z,2,REGULAR,rebound,defensive,[],1630846,,,1610612760,37,39,2022-03-05T01:46:26Z,1950000,,,0,,O. Sarr REBOUND (Off:0 Def:1),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,202.0,1.0,1.0,0.0
204,PT09M09.00S,2022-03-05T01:46:37.3Z,2,REGULAR,3pt,Jump Shot,[],1630177,26.363337713534822,16.666666666666664,1610612760,37,39,2022-03-05T01:46:42Z,1960000,167.0,195.0,1,left,MISS T. Maledon 25' 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,
205,PT09M05.00S,2022-03-05T01:46:41.3Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612750,37,39,2022-03-05T01:46:42Z,1970000,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,204.0,1.0,1.0,0.0
206,PT08M51.00S,2022-03-05T01:46:56.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,88.64980289093299,40.44117647058824,1610612750,37,41,2022-03-05T01:47:01Z,1980000,-48.0,54.0,1,right,T. Prince 7' driving Layup (4 PTS),[1627752],1610612750.0,MIN,driving,,,Prince,T. Prince,,,,,7.23,Made,4.0,,,,,,,,,,,,,,,,,
207,PT08M51.00S,2022-03-05T01:47:01.3Z,2,REGULAR,foul,personal,['1freethrow'],1630846,,,1610612750,37,41,2022-03-05T01:47:18Z,1990000,,,0,,O. Sarr shooting personal FOUL (1 PF) (Prince 1 FT),"[1630846, 1627752]",1610612760.0,OKC,shooting,,,Sarr,O. Sarr,,,,,,,,,,,101284.0,1.0,0.0,Prince,1627752.0,,,,,,,,,
209,PT08M51.00S,2022-03-05T01:47:25.5Z,2,REGULAR,freethrow,1 of 1,[],1627752,,,1610612750,37,42,2022-03-05T01:47:25Z,2010000,,,0,,T. Prince Free Throw 1 of 1 (5 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
210,PT08M45.00S,2022-03-05T01:47:36.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,37,42,2022-03-05T01:47:36Z,2020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M37.00S,2022-03-05T01:47:55.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630249,8.623521681997373,46.81372549019608,1610612760,37,42,2022-03-05T01:48:00Z,2030000,16.0,29.0,1,left,MISS V. Krejci Layup,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,3.27,Missed,,,,,,,,,,,,,,,,,,
212,PT08M34.00S,2022-03-05T01:47:58.5Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,37,42,2022-03-05T01:48:00Z,2040000,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,211.0,2.0,2.0,0.0
213,PT08M26.00S,2022-03-05T01:48:07.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,90.22667542706965,43.38235294117647,1610612750,37,44,2022-03-05T01:52:47Z,2050000,-33.0,39.0,1,right,N. Reid driving floating Jump Shot (4 PTS) (M. Beasley 1 AST),"[1629675, 1627736]",1610612750.0,MIN,driving floating,,,Reid,N. Reid,,,,,5.15,Made,4.0,M. Beasley,1627736.0,1.0,,,,,,,,,,,,,,
214,PT08M12.00S,2022-03-05T01:48:20.6Z,2,REGULAR,3pt,Jump Shot,[],1630544,28.597240473061763,82.1078431372549,1610612760,40,44,2022-03-05T01:48:26Z,2060000,-161.0,216.0,1,left,T. Mann 26' 3PT pullup (9 PTS),[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,26.93,Made,9.0,,,,,,,,,,,,,,,,,
215,PT07M52.00S,2022-03-05T01:48:40.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,91.93495400788436,44.36274509803921,1610612750,40,46,2022-03-05T01:48:43Z,2070000,-28.0,23.0,1,right,D. Russell driving Layup (8 PTS),[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,3.66,Made,8.0,,,,,,,,,,,,,,,,,
216,PT07M43.00S,2022-03-05T01:48:51.6Z,2,REGULAR,turnover,double dribble,[],1630544,,,1610612760,40,46,2022-03-05T01:49:00Z,2080000,,,0,,T. Mann double dribble TURNOVER (2 TO),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,101284.0,,,,,2.0,,,,,,,,
218,PT07M43.00S,2022-03-05T01:48:57.4Z,2,REGULAR,substitution,out,[],1627736,,,1610612750,40,46,2022-03-05T01:49:13Z,2090000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M43.00S,2022-03-05T01:48:57.4Z,2,REGULAR,substitution,in,[],1629669,,,1610612750,40,46,2022-03-05T01:49:13Z,2100000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M33.00S,2022-03-05T01:49:23.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627752,89.04402102496715,96.32352941176471,1610612750,40,49,2022-03-05T01:49:28Z,2110000,232.0,50.0,1,right,T. Prince 3PT  (8 PTS) (N. Reid 2 AST),"[1627752, 1629675]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,23.7,Made,8.0,N. Reid,1629675.0,2.0,,,,,,,,,,,,,,
281,PT07M15.00S,2022-03-05T01:49:57.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,9.198423127463863,36.052389705882355,1610612760,40,49,2022-03-05T02:20:57Z,2125000,70.0,34.0,1,left,MISS T. Maledon 7' driving Layup - blocked,"[1630177, 1629162]",1610612760.0,OKC,driving,,,Maledon,T. Maledon,,,,,7.76,Missed,,,,,,,,,,,,,McLaughlin,1629162.0,,,,
282,PT07M15.00S,2022-03-05T01:49:57.4Z,2,REGULAR,block,,[],1629162,,,1610612760,40,49,2022-03-05T01:59:01Z,2127500,,,0,,J. McLaughlin BLOCK (1 BLK),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,
283,PT07M09.00S,2022-03-05T01:50:03.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,40,49,2022-03-05T02:20:31Z,2128750,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,281.0,,,
222,PT07M09.00S,2022-03-05T01:50:31.8Z,2,REGULAR,jumpball,recovered,[],1630249,,,1610612760,40,49,2022-03-05T01:50:31Z,2130000,,,0,,Jump Ball T. Maledon vs. T. Prince: Tip to V. Krejci,"[1630249, 1630177, 1627752]",1610612760.0,OKC,heldball,V. Krejci,1630249.0,Krejci,V. Krejci,Maledon,1630177.0,Prince,1627752.0,,,,,,,,,,,,,,,,,,,,
225,PT07M09.00S,2022-03-05T01:50:35.9Z,2,REGULAR,foul,personal,[],1627752,,,1610612760,40,49,2022-03-05T01:50:48Z,2160000,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 1630177]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,1627524.0,1.0,0.0,Maledon,1630177.0,,,,,,,,,
227,PT07M03.00S,2022-03-05T01:50:56.9Z,2,REGULAR,turnover,out-of-bounds,[],1630544,,,1610612760,40,49,2022-03-05T01:51:03Z,2180000,,,0,,T. Mann step out-of-bounds TURNOVER (3 TO),[1630544],1610612760.0,OKC,step,,,Mann,T. Mann,,,,,,,,,,,101284.0,,,,,3.0,,,,,,,,
228,PT06M53.00S,2022-03-05T01:51:14.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629675,92.9862023653088,56.61764705882353,1610612750,40,51,2022-03-05T01:51:20Z,2190000,33.0,13.0,1,right,N. Reid reverse Layup (6 PTS) (D. Russell 4 AST),"[1629675, 1626156]",1610612750.0,MIN,reverse,,,Reid,N. Reid,,,,,3.57,Made,6.0,D. Russell,1626156.0,4.0,,,,,,,,,,,,,,
229,PT06M34.00S,2022-03-05T01:51:32.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630846,8.886333771353483,55.14705882352941,1610612760,42,51,2022-03-05T01:51:36Z,2200000,-26.0,31.0,1,left,O. Sarr Layup (2 PTS) (T. Maledon 2 AST),"[1630846, 1630177]",1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,4.03,Made,2.0,T. Maledon,1630177.0,2.0,,,,,,,,,,,,,,
230,PT06M25.00S,2022-03-05T01:51:44.4Z,2,REGULAR,turnover,out-of-bounds,[],1627752,,,1610612750,42,51,2022-03-05T01:51:49Z,2210000,,,0,,T. Prince step out-of-bounds TURNOVER (1 TO),[1627752],1610612750.0,MIN,step,,,Prince,T. Prince,,,,,,,,,,,101284.0,,,,,1.0,,,,,,,,
231,PT06M25.00S,2022-03-05T01:51:47.2Z,2,REGULAR,substitution,out,[],1630544,,,1610612760,42,51,2022-03-05T01:51:53Z,2220000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M25.00S,2022-03-05T01:51:47.2Z,2,REGULAR,substitution,in,[],1630197,,,1610612760,42,51,2022-03-05T01:51:53Z,2230000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M07.00S,2022-03-05T01:52:20.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630197,7.835085413929041,23.52941176470588,1610612760,42,51,2022-03-05T01:58:24Z,2240000,132.0,21.0,1,left,MISS A. Pokusevski 13' turnaround fadeaway Shot,[1630197],1610612760.0,OKC,turnaround fadeaway,,,Pokusevski,A. Pokusevski,,,,,13.41,Missed,,,,,,,,,,,,,,,,,,
235,PT06M03.00S,2022-03-05T01:52:24.7Z,2,REGULAR,rebound,offensive,[],1630846,,,1610612760,42,51,2022-03-05T01:52:31Z,2250000,,,0,,O. Sarr REBOUND (Off:1 Def:1),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,234.0,2.0,1.0,1.0
236,PT06M03.00S,2022-03-05T01:52:28.0Z,2,REGULAR,foul,personal,['2freethrow'],1629162,,,1610612760,42,51,2022-03-05T01:52:40Z,2260000,,,0,,J. McLaughlin shooting personal FOUL (1 PF) (Sarr 2 FT),"[1629162, 1630846]",1610612750.0,MIN,shooting,,,McLaughlin,J. McLaughlin,,,,,,,,,,,1627541.0,1.0,0.0,Sarr,1630846.0,,,,,,,,,
238,PT06M03.00S,2022-03-05T01:52:56.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630846,,,1610612760,42,51,2022-03-05T01:52:56Z,2280000,,,0,,MISS O. Sarr Free Throw 1 of 2,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,Missed,,,,,,,,,,,,,,,,,,
239,PT06M03.00S,2022-03-05T01:52:56.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,42,51,2022-03-05T01:52:56Z,2290000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,,,
240,PT06M03.00S,2022-03-05T01:52:57.9Z,2,REGULAR,substitution,out,[],1626156,,,1610612760,42,51,2022-03-05T01:53:08Z,2300000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M03.00S,2022-03-05T01:52:57.9Z,2,REGULAR,substitution,out,[],1627752,,,1610612760,42,51,2022-03-05T01:53:08Z,2310000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M03.00S,2022-03-05T01:52:57.9Z,2,REGULAR,substitution,in,[],1629020,,,1610612760,42,51,2022-03-05T01:53:08Z,2320000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M03.00S,2022-03-05T01:52:57.9Z,2,REGULAR,substitution,in,[],201976,,,1610612760,42,51,2022-03-05T01:53:08Z,2330000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M03.00S,2022-03-05T01:53:26.4Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630846,,,1610612760,43,51,2022-03-05T01:53:26Z,2340000,,,0,,O. Sarr Free Throw 2 of 2 (3 PTS),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
245,PT05M55.00S,2022-03-05T01:53:36.4Z,2,REGULAR,3pt,Jump Shot,[],1629669,88.78120893561103,97.30392156862744,1610612750,43,51,2022-03-05T01:53:41Z,2350000,237.0,53.0,1,right,MISS J. Nowell 24' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,24.24,Missed,,,,,,,,,,,,,,,,,,
246,PT05M52.00S,2022-03-05T01:53:39.4Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612760,43,51,2022-03-05T01:53:41Z,2360000,,,0,,L. Waters III REBOUND (Off:0 Def:1),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,245.0,1.0,1.0,0.0
247,PT05M41.00S,2022-03-05T01:53:50.6Z,2,REGULAR,3pt,Jump Shot,[],1630249,26.62614980289093,15.686274509803921,1610612760,43,51,2022-03-05T01:53:56Z,2370000,172.0,198.0,1,left,MISS V. Krejci 26' 3PT,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,
248,PT05M37.00S,2022-03-05T01:53:54.6Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,43,51,2022-03-05T01:53:56Z,2380000,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,247.0,1.0,1.0,0.0
