actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
19,PT10M07.00S,2022-04-06T00:13:24.4Z,1,REGULAR,foul,personal,['1freethrow'],1629658,,,1610612757,4,6,2022-04-06T00:13:31Z,190000,,,0,,J. Hoard shooting personal FOUL (1 PF) (Brown III 1 FT),"[1629658, 1630535]",1610612760.0,OKC,shooting,,,Hoard,J. Hoard,,,,,101284.0,1.0,0.0,Brown III,1630535.0,,,,,,,,,,,,,,,,
21,PT10M07.00S,2022-04-06T00:13:43.9Z,1,REGULAR,freethrow,1 of 1,[],1630535,,,1610612757,4,7,2022-04-06T00:13:43Z,210000,,,0,,G. Brown III Free Throw 1 of 1 (3 PTS),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
22,PT09M58.00S,2022-04-06T00:13:53.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629676,7.966491458607096,48.28431372549019,1610612760,6,7,2022-04-06T00:13:57Z,220000,9.0,22.0,1,left,I. Roby driving DUNK (2 PTS),[1629676],1610612760.0,OKC,driving,,,Roby,I. Roby,,,,,,,,,,Made,2.0,2.4,,,,,,,,,,,,,
23,PT09M42.00S,2022-04-06T00:14:10.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,90.22667542706965,43.872549019607845,1610612757,6,9,2022-04-06T00:14:13Z,230000,-31.0,39.0,1,right,D. Eubanks DUNK (4 PTS) (K. Dunn 2 AST),"[1629234, 1627739]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,Made,4.0,4.99,,,,,K. Dunn,1627739.0,2.0,,,,,,
25,PT09M26.00S,2022-04-06T00:14:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629676,8.229303547963205,36.029411764705884,1610612760,8,9,2022-04-06T00:14:30Z,250000,70.0,25.0,1,left,I. Roby 7' turnaround bank Jump Shot (4 PTS) (V. Krejci 1 AST),"[1629676, 1630249]",1610612760.0,OKC,turnaround bank,,,Roby,I. Roby,,,,,,,,,,Made,4.0,7.42,,,,,V. Krejci,1630249.0,1.0,,,,,,
27,PT09M18.00S,2022-04-06T00:14:35.1Z,1,REGULAR,foul,personal,['2freethrow'],1629658,,,1610612757,8,9,2022-04-06T00:14:45Z,270000,,,0,,J. Hoard shooting personal FOUL (2 PF) (Johnson 2 FT),"[1629658, 1630553]",1610612760.0,OKC,shooting,,,Hoard,J. Hoard,,,,,1627961.0,2.0,0.0,Johnson,1630553.0,,,,,,,,,,,,,,,,
29,PT09M18.00S,2022-04-06T00:15:06.1Z,1,REGULAR,freethrow,1 of 2,[],1630553,,,1610612757,8,9,2022-04-06T00:15:06Z,290000,,,0,,MISS K. Johnson Free Throw 1 of 2,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,,,,,,,,,,,,,
30,PT09M18.00S,2022-04-06T00:15:06.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,8,9,2022-04-06T00:15:06Z,300000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,
31,PT09M18.00S,2022-04-06T00:15:21.2Z,1,REGULAR,freethrow,2 of 2,[],1630553,,,1610612757,8,10,2022-04-06T00:15:21Z,310000,,,0,,K. Johnson Free Throw 2 of 2 (1 PTS),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
32,PT09M02.00S,2022-04-06T00:15:40.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,7.966491458607096,55.63725490196079,1610612760,8,10,2022-04-06T00:15:44Z,320000,-28.0,22.0,1,left,MISS I. Roby Layup,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,Missed,,3.6,,,,,,,,,,,,,
33,PT08M58.00S,2022-04-06T00:15:44.0Z,1,REGULAR,rebound,offensive,[],1629676,,,1610612760,8,10,2022-04-06T00:15:44Z,330000,,,0,,I. Roby REBOUND (Off:1 Def:0),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,
34,PT08M58.00S,2022-04-06T00:15:43.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629676,5.590000152587891,50.0,1610612760,8,10,2022-04-06T00:16:24Z,340000,0.0,0.0,1,left,MISS I. Roby putback Layup - blocked,"[1629676, 1630553]",1610612760.0,OKC,putback,,,Roby,I. Roby,,,,,,,,,,Missed,,0.0,,,,,,,,Johnson,1630553.0,,,,
52,PT08M58.00S,2022-04-06T00:15:43.5Z,1,REGULAR,block,,[],1630553,,,1610612760,8,10,2022-04-06T00:17:53Z,345000,,,0,,K. Johnson BLOCK (1 BLK),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M58.00S,2022-04-06T00:15:43.5Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612757,8,10,2022-04-06T00:15:46Z,350000,,,0,,K. Dunn REBOUND (Off:1 Def:1),[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,,,34.0,2.0,1.0,1.0,,,,,,,,,
36,PT08M51.00S,2022-04-06T00:15:50.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629234,91.93495400788436,55.88235294117647,1610612757,8,10,2022-04-06T00:15:55Z,360000,29.0,23.0,1,right,MISS D. Eubanks Layup - blocked,"[1629234, 1630285]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,Missed,,3.75,,,,,,,,Simpson,1630285.0,,,,
37,PT08M51.00S,2022-04-06T00:15:50.4Z,1,REGULAR,block,,[],1630285,,,1610612757,8,10,2022-04-06T00:15:52Z,370000,,,0,,Z. Simpson BLOCK (1 BLK),[1630285],1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M48.00S,2022-04-06T00:15:53.4Z,1,REGULAR,rebound,offensive,[],1630535,,,1610612757,8,10,2022-04-06T00:15:55Z,380000,,,0,,G. Brown III REBOUND (Off:1 Def:0),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,36.0,1.0,0.0,1.0,,,,,,,,,
39,PT08M47.00S,2022-04-06T00:15:56.0Z,1,REGULAR,foul,personal,['2freethrow'],1629676,,,1610612757,8,10,2022-04-06T00:16:01Z,390000,,,0,,I. Roby shooting personal FOUL (1 PF) (Elleby 2 FT),"[1629676, 1629604]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,1627534.0,1.0,0.0,Elleby,1629604.0,,,,,,,,,,,,,,,,
41,PT08M47.00S,2022-04-06T00:16:20.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629604,,,1610612757,8,10,2022-04-06T00:16:20Z,410000,,,0,,MISS C. Elleby Free Throw 1 of 2,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Missed,,,,,,,,,,,,,,,
42,PT08M47.00S,2022-04-06T00:16:20.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,8,10,2022-04-06T00:16:20Z,420000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,
43,PT08M47.00S,2022-04-06T00:16:38.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629604,,,1610612757,8,11,2022-04-06T00:16:38Z,430000,,,0,,C. Elleby Free Throw 2 of 2 (1 PTS),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
44,PT08M27.00S,2022-04-06T00:16:59.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629658,8.492115637319317,45.588235294117645,1610612760,10,11,2022-04-06T00:17:02Z,440000,22.0,27.0,1,left,J. Hoard DUNK (2 PTS) (I. Roby 1 AST),"[1629658, 1629676]",1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,,,Made,2.0,3.51,,,,,I. Roby,1629676.0,1.0,,,,,,
46,PT08M13.00S,2022-04-06T00:17:14.0Z,1,REGULAR,turnover,lost ball,[],1630553,,,1610612757,10,11,2022-04-06T00:17:18Z,460000,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1630553, 1630249]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,1.0,Krejci,1630249.0,
47,PT08M13.00S,2022-04-06T00:17:14.0Z,1,REGULAR,steal,,[],1630249,,,1610612760,10,11,2022-04-06T00:17:16Z,470000,,,0,,V. Krejci STEAL (1 STL),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M01.00S,2022-04-06T00:17:26.0Z,1,REGULAR,turnover,lost ball,[],1630686,,,1610612760,10,11,2022-04-06T00:17:29Z,480000,,,0,,G. Kalaitzakis lost ball TURNOVER (1 TO),"[1630686, 1630535]",1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,,,,,,,,,,,,1.0,Brown III,1630535.0,
49,PT08M01.00S,2022-04-06T00:17:26.0Z,1,REGULAR,steal,,[],1630535,,,1610612757,10,11,2022-04-06T00:17:27Z,490000,,,0,,G. Brown III STEAL (1 STL),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M53.00S,2022-04-06T00:17:34.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630535,93.51182654402102,59.80392156862745,1610612757,10,13,2022-04-06T00:17:38Z,500000,49.0,8.0,1,right,G. Brown III running Layup (5 PTS),[1630535],1610612757.0,POR,running,,,Brown III,G. Brown III,,,,,,,,,,Made,5.0,4.97,,,,,,,,,,,,,
51,PT07M36.00S,2022-04-06T00:17:50.5Z,1,REGULAR,3pt,Jump Shot,[],1630686,9.017739816031538,95.09803921568627,1610612760,10,13,2022-04-06T00:17:59Z,510000,-225.0,32.0,1,left,MISS G. Kalaitzakis 3PT,[1630686],1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,Missed,,22.78,,,,,,,,,,,,,
53,PT07M35.00S,2022-04-06T00:17:54.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,10,13,2022-04-06T00:17:54Z,520000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,
54,PT07M35.00S,2022-04-06T00:17:55.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,10,13,2022-04-06T00:17:55Z,530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M14.00S,2022-04-06T00:18:24.2Z,1,REGULAR,2pt,Jump Shot,[],1630553,91.67214191852825,68.38235294117648,1610612757,10,13,2022-04-06T00:18:35Z,540000,92.0,26.0,1,right,MISS K. Johnson 9' floating Shot - blocked,"[1630553, 1629676]",1610612757.0,POR,floating,,,Johnson,K. Johnson,,,,,,,,,,Missed,,9.55,,,,,,,,Roby,1629676.0,,,,
56,PT07M14.00S,2022-04-06T00:18:24.2Z,1,REGULAR,block,,[],1629676,,,1610612757,10,13,2022-04-06T00:18:26Z,550000,,,0,,I. Roby BLOCK (1 BLK),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M13.00S,2022-04-06T00:18:25.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,10,13,2022-04-06T00:18:35Z,560000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,
58,PT07M13.00S,2022-04-06T00:18:29.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,10,13,2022-04-06T00:18:29Z,570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M11.00S,2022-04-06T00:18:49.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630553,79.58278580814718,91.91176470588235,1610612757,10,13,2022-04-06T00:18:53Z,580000,210.0,139.0,1,right,MISS K. Johnson 25' 3PT,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,Missed,,25.17,,,,,,,,,,,,,
60,PT07M08.00S,2022-04-06T00:18:52.3Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,10,13,2022-04-06T00:18:53Z,590000,,,0,,I. Roby REBOUND (Off:1 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,59.0,2.0,1.0,1.0,,,,,,,,,
61,PT06M58.00S,2022-04-06T00:19:03.8Z,1,REGULAR,turnover,out-of-bounds,[],1630686,,,1610612760,10,13,2022-04-06T00:19:10Z,600000,,,0,,G. Kalaitzakis lost ball out-of-bounds TURNOVER (2 TO),[1630686],1610612760.0,OKC,lost ball,,,Kalaitzakis,G. Kalaitzakis,,,,,1627961.0,,,,,,,,,,,,,,,,,2.0,,,
62,PT06M58.00S,2022-04-06T00:19:10.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,10,13,2022-04-06T00:19:10Z,610000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M58.00S,2022-04-06T00:20:14.2Z,1,REGULAR,substitution,out,[],1630553,,,1610612757,10,13,2022-04-06T00:21:36Z,620000,,,0,,SUB out: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M58.00S,2022-04-06T00:20:14.2Z,1,REGULAR,substitution,in,[],203463,,,1610612757,10,13,2022-04-06T00:21:36Z,630000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M48.00S,2022-04-06T00:22:09.6Z,1,REGULAR,turnover,out-of-bounds,[],1629234,,,1610612757,10,13,2022-04-06T00:22:15Z,640000,,,0,,D. Eubanks lost ball out-of-bounds TURNOVER (1 TO),[1629234],1610612757.0,POR,lost ball,,,Eubanks,D. Eubanks,,,,,1627961.0,,,,,,,,,,,,,,,,,1.0,,,
66,PT06M37.00S,2022-04-06T00:22:26.1Z,1,REGULAR,foul,personal,[],1630535,,,1610612760,10,13,2022-04-06T00:22:32Z,650000,,,0,,G. Brown III personal FOUL (1 PF),"[1630535, 1630249]",1610612757.0,POR,,,,Brown III,G. Brown III,,,,,101284.0,1.0,0.0,Krejci,1630249.0,,,,,,,,,,,,,,,,
68,PT06M26.00S,2022-04-06T00:22:55.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630285,14.4053876478318,37.99019607843137,1610612760,12,13,2022-04-06T00:23:05Z,670000,60.0,83.0,1,left,Z. Simpson 10' driving Hook (4 PTS),[1630285],1610612760.0,OKC,driving,,,Simpson,Z. Simpson,,,,,,,,,,Made,4.0,10.23,,,,,,,,,,,,,
69,PT06M06.00S,2022-04-06T00:23:15.2Z,1,REGULAR,2pt,Jump Shot,[],203463,74.45795006570303,48.28431372549019,1610612757,12,13,2022-04-06T00:23:20Z,680000,-9.0,188.0,1,right,MISS B. McLemore 18' pullup Shot,[203463],1610612757.0,POR,pullup,,,McLemore,B. McLemore,,,,,,,,,,Missed,,18.78,,,,,,,,,,,,,
70,PT06M03.00S,2022-04-06T00:23:18.2Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612760,12,13,2022-04-06T00:23:20Z,690000,,,0,,V. Krejci REBOUND (Off:0 Def:1),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,,
71,PT05M55.00S,2022-04-06T00:23:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629676,10.988830486202366,46.81372549019608,1610612760,12,13,2022-04-06T00:23:34Z,700000,16.0,51.0,1,left,MISS I. Roby Jump Shot - blocked,"[1629676, 1630535]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,Missed,,5.32,,,,,,,,Brown III,1630535.0,,,,
72,PT05M55.00S,2022-04-06T00:23:26.4Z,1,REGULAR,block,,[],1630535,,,1610612760,12,13,2022-04-06T00:23:28Z,710000,,,0,,G. Brown III BLOCK (1 BLK),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M55.00S,2022-04-06T00:23:26.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,12,13,2022-04-06T00:23:34Z,720000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,
74,PT05M55.00S,2022-04-06T00:23:35.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629676,,,1610612757,12,13,2022-04-06T00:23:45Z,730000,,,0,,I. Roby loose ball personal FOUL (2 PF) (Elleby 2 FT),"[1629676, 1629604]",1610612760.0,OKC,loose ball,,,Roby,I. Roby,,,,,1627961.0,2.0,0.0,Elleby,1629604.0,,,,,,,,,,,,,,,,
76,PT05M55.00S,2022-04-06T00:24:16.1Z,1,REGULAR,freethrow,1 of 2,[],1629604,,,1610612757,12,14,2022-04-06T00:24:16Z,750000,,,0,,C. Elleby Free Throw 1 of 2 (2 PTS),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
77,PT05M55.00S,2022-04-06T00:24:22.2Z,1,REGULAR,substitution,out,[],1630535,,,1610612757,12,14,2022-04-06T00:24:24Z,760000,,,0,,SUB out: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M55.00S,2022-04-06T00:24:22.2Z,1,REGULAR,substitution,in,[],1629833,,,1610612757,12,14,2022-04-06T00:24:24Z,770000,,,0,,SUB in: K. Blevins,[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M55.00S,2022-04-06T00:24:37.5Z,1,REGULAR,freethrow,2 of 2,[],1629604,,,1610612757,12,15,2022-04-06T00:24:37Z,780000,,,0,,C. Elleby Free Throw 2 of 2 (3 PTS),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
80,PT05M43.00S,2022-04-06T00:24:51.1Z,1,REGULAR,turnover,lost ball,[],1629658,,,1610612760,12,15,2022-04-06T00:24:55Z,790000,,,0,,J. Hoard lost ball TURNOVER (1 TO),"[1629658, 1629833]",1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,,,,,,,,,,,,,,,1.0,Blevins,1629833.0,
81,PT05M43.00S,2022-04-06T00:24:51.1Z,1,REGULAR,steal,,[],1629833,,,1610612757,12,15,2022-04-06T00:26:52Z,800000,,,0,,K. Blevins STEAL (1 STL),[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M38.00S,2022-04-06T00:24:55.7Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1627739,92.72339027595268,16.42156862745098,1610612757,12,15,2022-04-06T00:25:04Z,810000,-168.0,16.0,1,right,MISS K. Dunn 16' Jump Shot,[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,Missed,,16.87,,,,,,,,,,,,,
83,PT05M33.00S,2022-04-06T00:25:00.7Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,12,15,2022-04-06T00:25:04Z,820000,,,0,,I. Roby REBOUND (Off:1 Def:2),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,82.0,3.0,2.0,1.0,,,,,,,,,
84,PT05M29.00S,2022-04-06T00:25:05.8Z,1,REGULAR,foul,personal,['2freethrow'],203463,,,1610612760,12,15,2022-04-06T00:25:15Z,830000,,,0,,B. McLemore shooting personal FOUL (1 PF) (Roby 2 FT),"[203463, 1629676]",1610612757.0,POR,shooting,,,McLemore,B. McLemore,,,,,1627961.0,1.0,0.0,Roby,1629676.0,,,,,,,,,,,,,,,,
86,PT05M29.00S,2022-04-06T00:25:34.0Z,1,REGULAR,freethrow,1 of 2,[],1629676,,,1610612760,12,15,2022-04-06T00:25:34Z,850000,,,0,,MISS I. Roby Free Throw 1 of 2,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,Missed,,,,,,,,,,,,,,,
87,PT05M29.00S,2022-04-06T00:25:34.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,12,15,2022-04-06T00:25:34Z,860000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,
88,PT05M29.00S,2022-04-06T00:25:52.9Z,1,REGULAR,freethrow,2 of 2,[],1629676,,,1610612760,13,15,2022-04-06T00:25:52Z,870000,,,0,,I. Roby Free Throw 2 of 2 (5 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
89,PT05M18.00S,2022-04-06T00:26:06.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,91.01511169513797,41.911764705882355,1610612757,13,15,2022-04-06T00:26:11Z,880000,-40.0,32.0,1,right,MISS K. Dunn driving Layup,[1627739],1610612757.0,POR,driving,,,Dunn,K. Dunn,,,,,,,,,,Missed,,5.15,,,,,,,,,,,,,
