actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
91,PT04M24.00S,2022-04-03T23:25:39.0Z,1,REGULAR,3pt,Jump Shot,[],1628969,8.09789750328515,3.1862745098039214,1610612756,10,20,2022-04-03T23:25:43Z,910000,234.0,24.0,1,left,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,
92,PT04M21.00S,2022-04-03T23:25:42.0Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,10,20,2022-04-03T23:25:43Z,920000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,,
93,PT04M14.00S,2022-04-03T23:25:49.1Z,1,REGULAR,3pt,Jump Shot,[],1630177,66.96780551905388,51.71568627450981,1610612760,13,20,2022-04-03T23:25:53Z,930000,9.0,258.0,1,right,T. Maledon 25' 3PT  (3 PTS) (I. Roby 2 AST),"[1630177, 1629676]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,25.81,Made,,,,,3.0,I. Roby,1629676.0,2.0,,,,,,,,,,
95,PT03M57.00S,2022-04-03T23:26:05.0Z,1,REGULAR,3pt,Jump Shot,[],1628969,8.492115637319317,96.07843137254902,1610612756,13,20,2022-04-03T23:26:09Z,950000,-230.0,27.0,1,left,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,
96,PT03M55.00S,2022-04-03T23:26:07.0Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,13,20,2022-04-03T23:26:09Z,960000,,,0,,A. Wiggins REBOUND (Off:0 Def:4),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,95.0,4.0,4.0,0.0,,,,,,,,,,,,,,
97,PT03M49.00S,2022-04-03T23:26:17.4Z,1,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612760,13,20,2022-04-03T23:26:30Z,970000,,,0,,C. Johnson shooting personal FOUL (1 PF) (Maledon 2 FT),"[1629661, 1630177]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,,,,,,,,,,,1155.0,,1.0,0.0,Maledon,1630177.0,,,,
99,PT03M49.00S,2022-04-03T23:26:45.7Z,1,REGULAR,freethrow,1 of 2,[],1630177,,,1610612760,14,20,2022-04-03T23:26:45Z,990000,,,0,,T. Maledon Free Throw 1 of 2 (4 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
100,PT03M49.00S,2022-04-03T23:26:47.8Z,1,REGULAR,substitution,out,[],1630598,,,1610612760,14,20,2022-04-03T23:27:03Z,1000000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M49.00S,2022-04-03T23:26:47.8Z,1,REGULAR,substitution,out,[],1629676,,,1610612760,14,20,2022-04-03T23:27:03Z,1010000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M49.00S,2022-04-03T23:26:47.8Z,1,REGULAR,substitution,out,[],101108,,,1610612760,14,20,2022-04-03T23:27:03Z,1020000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M49.00S,2022-04-03T23:26:47.8Z,1,REGULAR,substitution,out,[],1628969,,,1610612760,14,20,2022-04-03T23:27:03Z,1030000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M49.00S,2022-04-03T23:26:47.8Z,1,REGULAR,substitution,in,[],1630322,,,1610612760,14,20,2022-04-03T23:27:03Z,1040000,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M49.00S,2022-04-03T23:26:47.8Z,1,REGULAR,substitution,in,[],1630846,,,1610612760,14,20,2022-04-03T23:27:03Z,1050000,,,0,,SUB in: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M49.00S,2022-04-03T23:26:47.8Z,1,REGULAR,substitution,in,[],1630688,,,1610612760,14,20,2022-04-03T23:27:03Z,1060000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M49.00S,2022-04-03T23:26:47.8Z,1,REGULAR,substitution,in,[],1628470,,,1610612760,14,20,2022-04-03T23:27:03Z,1070000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M49.00S,2022-04-03T23:27:06.8Z,1,REGULAR,freethrow,2 of 2,[],1630177,,,1610612760,15,20,2022-04-03T23:27:06Z,1080000,,,0,,T. Maledon Free Throw 2 of 2 (5 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
109,PT03M34.00S,2022-04-03T23:27:23.2Z,1,REGULAR,3pt,Jump Shot,[],1629661,29.911300919842315,72.30392156862744,1610612756,15,20,2022-04-03T23:27:27Z,1090000,-112.0,229.0,1,left,MISS C. Johnson 25' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,
110,PT03M31.00S,2022-04-03T23:27:26.2Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612760,15,20,2022-04-03T23:27:27Z,1100000,,,0,,V. Krejci REBOUND (Off:0 Def:1),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,,
111,PT03M20.00S,2022-04-03T23:27:36.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,92.46057818659659,55.63725490196079,1610612760,15,20,2022-04-03T23:27:42Z,1110000,28.0,18.0,1,right,MISS T. Maledon driving Layup - blocked,"[1630177, 202687]",1610612760.0,OKC,driving,,,Maledon,T. Maledon,,,,,3.37,Missed,,,,,,,,,,,,,,,,,Biyombo,202687.0
112,PT03M20.00S,2022-04-03T23:27:36.7Z,1,REGULAR,block,,[],202687,,,1610612760,15,20,2022-04-03T23:27:38Z,1120000,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M18.00S,2022-04-03T23:27:38.7Z,1,REGULAR,rebound,defensive,[],202687,,,1610612756,15,20,2022-04-03T23:27:42Z,1130000,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT03M13.00S,2022-04-03T23:27:43.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629661,14.931011826544022,2.2058823529411766,1610612756,15,20,2022-04-03T23:27:49Z,1140000,239.0,88.0,1,left,MISS C. Johnson 25' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,
115,PT03M10.00S,2022-04-03T23:27:46.3Z,1,REGULAR,rebound,defensive,[],1630177,,,1610612760,15,20,2022-04-03T23:27:49Z,1150000,,,0,,T. Maledon REBOUND (Off:0 Def:1),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,,
116,PT02M59.00S,2022-04-03T23:27:57.7Z,1,REGULAR,3pt,Jump Shot,[],1630322,91.80354796320631,3.6764705882352944,1610612760,18,20,2022-04-03T23:28:02Z,1160000,-232.0,25.0,1,right,L. Waters III 3PT  (3 PTS) (V. Krejci 2 AST),"[1630322, 1630249]",1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,23.29,Made,,,,,3.0,V. Krejci,1630249.0,2.0,,,,,,,,,,
118,PT02M47.00S,2022-04-03T23:28:11.0Z,1,REGULAR,3pt,Jump Shot,[],1629661,20.318659658344284,4.6568627450980395,1610612756,18,20,2022-04-03T23:28:14Z,1180000,227.0,138.0,1,left,MISS C. Johnson 26' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,
119,PT02M44.00S,2022-04-03T23:28:14.0Z,1,REGULAR,rebound,defensive,[],1630322,,,1610612760,18,20,2022-04-03T23:28:14Z,1190000,,,0,,L. Waters III REBOUND (Off:0 Def:1),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,
120,PT02M25.00S,2022-04-03T23:28:32.1Z,1,REGULAR,3pt,Jump Shot,[],1630322,78.26872536136662,7.598039215686274,1610612760,18,20,2022-04-03T23:28:36Z,1200000,-212.0,152.0,1,right,MISS L. Waters III 26' step back 3PT,[1630322],1610612760.0,OKC,step back,,,Waters III,L. Waters III,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,
121,PT02M23.00S,2022-04-03T23:28:34.1Z,1,REGULAR,rebound,defensive,[],202687,,,1610612756,18,20,2022-04-03T23:28:36Z,1210000,,,0,,B. Biyombo REBOUND (Off:0 Def:2),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,120.0,2.0,2.0,0.0,,,,,,,,,,,,,,
122,PT02M14.00S,2022-04-03T23:28:43.5Z,1,REGULAR,3pt,Jump Shot,[],1626166,28.991458607095925,77.69607843137256,1610612756,18,23,2022-04-03T23:28:48Z,1220000,-138.0,220.0,1,left,C. Payne 26' 3PT pullup (3 PTS),[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,26.0,Made,,,,,3.0,,,,,,,,,,,,,
123,PT01M59.00S,2022-04-03T23:28:57.5Z,1,REGULAR,3pt,Jump Shot,[],1630177,67.23061760840999,53.67647058823529,1610612760,18,23,2022-04-03T23:29:02Z,1230000,18.0,256.0,1,right,MISS T. Maledon 25' pullup 3PT,[1630177],1610612760.0,OKC,pullup,,,Maledon,T. Maledon,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,
124,PT01M57.00S,2022-04-03T23:28:59.5Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,18,23,2022-04-03T23:29:02Z,1240000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,
125,PT01M52.00S,2022-04-03T23:29:05.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626166,31.882391590013142,25.245098039215684,1610612756,18,23,2022-04-03T23:29:11Z,1250000,124.0,247.0,1,left,MISS C. Payne 27' pullup 3PT,[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,27.65,Missed,,,,,,,,,,,,,,,,,,
126,PT01M49.00S,2022-04-03T23:29:08.8Z,1,REGULAR,rebound,defensive,[],1630846,,,1610612760,18,23,2022-04-03T23:29:11Z,1260000,,,0,,O. Sarr REBOUND (Off:0 Def:1),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,,
127,PT01M40.00S,2022-04-03T23:29:18.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,18,23,2022-04-03T23:29:18Z,1270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M40.00S,2022-04-03T23:29:21.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,18,23,2022-04-03T23:29:21Z,1280000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M40.00S,2022-04-03T23:31:22.1Z,1,REGULAR,substitution,out,[],1630177,,,1610612760,18,23,2022-04-03T23:32:00Z,1290000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M40.00S,2022-04-03T23:31:22.1Z,1,REGULAR,substitution,out,[],1630249,,,1610612760,18,23,2022-04-03T23:32:00Z,1300000,,,0,,SUB out: V. Krejci,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M40.00S,2022-04-03T23:31:22.1Z,1,REGULAR,substitution,out,[],1629661,,,1610612760,18,23,2022-04-03T23:32:00Z,1310000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M40.00S,2022-04-03T23:31:22.1Z,1,REGULAR,substitution,in,[],1629658,,,1610612760,18,23,2022-04-03T23:32:00Z,1320000,,,0,,SUB in: J. Hoard,[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M40.00S,2022-04-03T23:31:22.1Z,1,REGULAR,substitution,in,[],1630197,,,1610612760,18,23,2022-04-03T23:32:00Z,1330000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M40.00S,2022-04-03T23:31:22.1Z,1,REGULAR,substitution,in,[],203901,,,1610612760,18,23,2022-04-03T23:32:00Z,1340000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M39.00S,2022-04-03T23:32:20.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,18,23,2022-04-03T23:32:20Z,1350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M24.00S,2022-04-03T23:32:52.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629658,87.99277266754271,39.21568627450981,1610612760,20,23,2022-04-04T01:17:57Z,1360000,-54.0,60.0,1,right,J. Hoard 8' driving floating bank Jump Shot (2 PTS),[1629658],1610612760.0,OKC,driving floating bank,,,Hoard,J. Hoard,,,,,8.1,Made,,,,,2.0,,,,,,,,,,,,,
137,PT01M07.00S,2022-04-03T23:33:10.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630688,6.521024967148489,44.36274509803921,1610612756,20,25,2022-04-03T23:33:13Z,1370000,28.0,9.0,1,left,I. Wainright driving Layup (2 PTS),[1630688],1610612756.0,PHX,driving,,,Wainright,I. Wainright,,,,,2.95,Made,,,,,2.0,,,,,,,,,,,,,
138,PT00M54.10S,2022-04-03T23:33:24.8Z,1,REGULAR,foul,personal,[],202687,,,1610612760,20,25,2022-04-03T23:33:32Z,1380000,,,0,,B. Biyombo personal FOUL (1 PF),"[202687, 1630526]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,1148.0,,1.0,0.0,Robinson-Earl,1630526.0,,,,
140,PT00M46.20S,2022-04-03T23:33:50.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,20,25,2022-04-03T23:33:50Z,1400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M37.80S,2022-04-03T23:34:13.7Z,1,REGULAR,turnover,lost ball,[],1630526,,,1610612760,20,25,2022-04-03T23:34:17Z,1410000,,,0,,J. Robinson-Earl lost ball TURNOVER (1 TO),"[1630526, 1630688]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,1.0,,,,,Wainright,1630688.0,,
142,PT00M37.80S,2022-04-03T23:34:13.7Z,1,REGULAR,steal,,[],1630688,,,1610612756,20,25,2022-04-03T23:34:15Z,1420000,,,0,,I. Wainright STEAL (1 STL),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M21.50S,2022-04-03T23:34:29.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628470,20.844283837056505,38.23529411764706,1610612756,20,27,2022-04-03T23:34:34Z,1430000,59.0,143.0,1,left,T. Craig 15' fadeaway Jump Shot (2 PTS) (E. Payton 1 AST),"[1628470, 203901]",1610612756.0,PHX,fadeaway,,,Craig,T. Craig,,,,,15.5,Made,,,,,2.0,E. Payton,203901.0,1.0,,,,,,,,,,
145,PT00M01.80S,2022-04-03T23:34:51.4Z,1,REGULAR,3pt,Jump Shot,[],1630846,91.14651773981603,2.941176470588235,1610612760,20,27,2022-04-03T23:34:57Z,1450000,-235.0,31.0,1,right,MISS O. Sarr 3PT,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,23.73,Missed,,,,,,,,,,,,,,,,,,
146,PT00M01.80S,2022-04-03T23:34:51.4Z,1,REGULAR,rebound,offensive,[],1630322,,,1610612760,20,27,2022-04-03T23:34:57Z,1460000,,,0,,L. Waters III REBOUND (Off:1 Def:1),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,145.0,2.0,1.0,1.0,,,,,,,,,,,,,,
147,PT00M00.00S,2022-04-03T23:34:59.9Z,1,REGULAR,period,end,[],0,,,1610612760,20,27,2022-04-03T23:34:59Z,1470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-04-03T23:37:36.3Z,2,REGULAR,period,start,[],0,,,1610612760,20,27,2022-04-03T23:37:36Z,1480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M44.00S,2022-04-03T23:37:51.9Z,2,REGULAR,turnover,bad pass,[],1629658,,,1610612760,20,27,2022-04-03T23:37:55Z,1490000,,,0,,J. Hoard bad pass TURNOVER (1 TO),"[1629658, 1628470]",1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,,,,,,,,,1.0,,,,,Craig,1628470.0,,
150,PT11M44.00S,2022-04-03T23:37:51.9Z,2,REGULAR,steal,,[],1628470,,,1610612756,20,27,2022-04-03T23:37:53Z,1500000,,,0,,T. Craig STEAL (1 STL),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M37.00S,2022-04-03T23:38:00.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,20,27,2022-04-03T23:38:00Z,1510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M28.00S,2022-04-03T23:38:19.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203901,8.492115637319317,40.19607843137255,1610612756,20,29,2022-04-03T23:38:23Z,1520000,49.0,27.0,1,left,E. Payton driving Layup (2 PTS) (C. Payne 1 AST),"[203901, 1626166]",1610612756.0,PHX,driving,,,Payton,E. Payton,,,,,5.61,Made,,,,,2.0,C. Payne,1626166.0,1.0,,,,,,,,,,
154,PT11M16.00S,2022-04-03T23:38:30.6Z,2,REGULAR,turnover,bad pass,[],1630197,,,1610612760,20,29,2022-04-03T23:38:36Z,1540000,,,0,,A. Pokusevski bad pass TURNOVER (3 TO),"[1630197, 1628470]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,3.0,,,,,Craig,1628470.0,,
155,PT11M16.00S,2022-04-03T23:38:30.6Z,2,REGULAR,steal,,[],1628470,,,1610612756,20,29,2022-04-03T23:38:32Z,1550000,,,0,,T. Craig STEAL (2 STL),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M12.00S,2022-04-03T23:38:35.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203901,7.440867279894875,55.392156862745104,1610612756,20,29,2022-04-03T23:38:40Z,1560000,-27.0,17.0,1,left,MISS E. Payton running Layup,[203901],1610612756.0,PHX,running,,,Payton,E. Payton,,,,,3.21,Missed,,,,,,,,,,,,,,,,,,
158,PT11M10.00S,2022-04-03T23:38:37.1Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612760,20,29,2022-04-03T23:38:40Z,1580000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,156.0,2.0,2.0,0.0,,,,,,,,,,,,,,
159,PT10M59.00S,2022-04-03T23:38:48.9Z,2,REGULAR,3pt,Jump Shot,[],1630197,64.73390275952694,63.48039215686274,1610612760,20,29,2022-04-03T23:38:53Z,1590000,67.0,279.0,1,right,MISS A. Pokusevski 28' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,28.7,Missed,,,,,,,,,,,,,,,,,,
160,PT10M55.00S,2022-04-03T23:38:52.9Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612756,20,29,2022-04-03T23:38:53Z,1600000,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,,,
161,PT10M52.00S,2022-04-03T23:38:57.5Z,2,REGULAR,foul,personal,[],1630197,,,1610612756,20,29,2022-04-03T23:39:09Z,1610000,,,0,,A. Pokusevski personal FOUL (1 PF),"[1630197, 202687]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,1155.0,,1.0,0.0,Biyombo,202687.0,,,,
163,PT10M38.00S,2022-04-03T23:39:37.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,10.068988173455978,41.17647058823529,1610612756,20,29,2022-04-03T23:39:40Z,1630000,44.0,42.0,1,left,MISS T. Craig 6' Layup,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,6.1,Missed,,,,,,,,,,,,,,,,,,
164,PT10M37.00S,2022-04-03T23:39:38.7Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,20,29,2022-04-03T23:39:40Z,1640000,,,0,,A. Pokusevski REBOUND (Off:0 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,163.0,2.0,2.0,0.0,,,,,,,,,,,,,,
165,PT10M34.00S,2022-04-03T23:39:42.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630322,68.80749014454665,16.666666666666664,1610612760,20,29,2022-04-03T23:39:50Z,1650000,-167.0,241.0,1,right,MISS L. Waters III 29' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,29.28,Missed,,,,,,,,,,,,,,,,,,
166,PT10M27.00S,2022-04-03T23:39:47.9Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612756,20,29,2022-04-03T23:39:47Z,1660000,,,0,,C. Payne REBOUND (Off:0 Def:3),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,165.0,3.0,3.0,0.0,,,,,,,,,,,,,,
167,PT10M17.00S,2022-04-03T23:39:58.4Z,2,REGULAR,turnover,lost ball,[],1626166,,,1610612756,20,29,2022-04-03T23:40:01Z,1670000,,,0,,C. Payne lost ball TURNOVER (1 TO),"[1626166, 1630322]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,1.0,,,,,Waters III,1630322.0,,
168,PT10M17.00S,2022-04-03T23:39:58.4Z,2,REGULAR,steal,,[],1630322,,,1610612760,20,29,2022-04-03T23:40:00Z,1680000,,,0,,L. Waters III STEAL (1 STL),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M13.00S,2022-04-03T23:40:02.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630322,91.93495400788436,53.92156862745098,1610612760,20,29,2022-04-03T23:40:07Z,1690000,20.0,23.0,1,right,MISS L. Waters III running Layup - blocked,"[1630322, 1628470]",1610612760.0,OKC,running,,,Waters III,L. Waters III,,,,,3.04,Missed,,,,,,,,,,,,,,,,,Craig,1628470.0
170,PT10M13.00S,2022-04-03T23:40:02.7Z,2,REGULAR,block,,[],1628470,,,1610612760,20,29,2022-04-03T23:40:05Z,1700000,,,0,,T. Craig BLOCK (1 BLK),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M10.00S,2022-04-03T23:40:05.7Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,20,29,2022-04-03T23:40:07Z,1710000,,,0,,B. Biyombo REBOUND (Off:0 Def:3),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,169.0,3.0,3.0,0.0,,,,,,,,,,,,,,
172,PT10M05.00S,2022-04-03T23:40:10.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626166,22.815374507227332,89.70588235294117,1610612756,20,29,2022-04-03T23:40:15Z,1720000,-199.0,162.0,1,left,MISS C. Payne 25' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,
173,PT10M03.00S,2022-04-03T23:40:12.5Z,2,REGULAR,rebound,defensive,[],1630846,,,1610612760,20,29,2022-04-03T23:40:15Z,1730000,,,0,,O. Sarr REBOUND (Off:0 Def:2),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,,,,,,,
174,PT09M57.00S,2022-04-03T23:40:19.5Z,2,REGULAR,3pt,Jump Shot,[],1630526,76.82325886990802,88.48039215686273,1610612760,23,29,2022-04-03T23:40:22Z,1740000,192.0,165.0,1,right,J. Robinson-Earl 25' 3PT  (8 PTS) (A. Pokusevski 1 AST),"[1630526, 1630197]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,25.37,Made,,,,,8.0,A. Pokusevski,1630197.0,1.0,,,,,,,,,,
176,PT09M35.00S,2022-04-03T23:40:40.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628470,20.05584756898817,48.03921568627451,1610612756,23,31,2022-04-03T23:40:47Z,1760000,10.0,136.0,1,left,T. Craig 13' step back Jump Shot (4 PTS),[1628470],1610612756.0,PHX,step back,,,Craig,T. Craig,,,,,13.64,Made,,,,,4.0,,,,,,,,,,,,,
177,PT09M22.00S,2022-04-03T23:40:53.8Z,2,REGULAR,turnover,bad pass,[],1630197,,,1610612760,23,31,2022-04-03T23:40:57Z,1770000,,,0,,A. Pokusevski bad pass TURNOVER (4 TO),"[1630197, 1626166]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,4.0,,,,,Payne,1626166.0,,
