actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
94,PT04M22.00S,2022-01-08T01:25:00.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,91.80354796320631,58.333333333333336,1610612750,19,21,2022-01-08T01:25:04Z,910000,42.0,25.0,1,right,K. Towns driving Layup (4 PTS) (D. Russell 4 AST),"[1626157, 1626156]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,,,,,,Made,4.0,4.84,,,,,D. Russell,1626156.0,4.0,,,
96,PT04M12.00S,2022-01-08T01:25:11.9Z,1,REGULAR,foul,personal,[],1629006,,,1610612760,19,21,2022-01-08T01:25:21Z,930000,,,0,,J. Okogie personal FOUL (1 PF),"[1629006, 1628983]",1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,1629422.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,
98,PT04M12.00S,2022-01-08T01:25:24.9Z,1,REGULAR,substitution,out,[],1630526,,,1610612760,19,21,2022-01-08T01:25:32Z,950000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M12.00S,2022-01-08T01:25:24.9Z,1,REGULAR,substitution,out,[],1626156,,,1610612760,19,21,2022-01-08T01:25:32Z,960000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M12.00S,2022-01-08T01:25:24.9Z,1,REGULAR,substitution,in,[],203488,,,1610612760,19,21,2022-01-08T01:25:32Z,970000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M12.00S,2022-01-08T01:25:24.9Z,1,REGULAR,substitution,in,[],1629669,,,1610612760,19,21,2022-01-08T01:25:32Z,980000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M59.00S,2022-01-08T01:25:54.6Z,1,REGULAR,3pt,Jump Shot,[],203488,22.28975032851511,91.66666666666666,1610612760,22,21,2022-01-08T01:25:58Z,990000,-208.0,157.0,1,left,M. Muscala 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 2 AST),"[203488, 1628983]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,Made,3.0,26.08,,,,,S. Gilgeous-Alexander,1628983.0,2.0,,,
104,PT03M37.00S,2022-01-08T01:26:15.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,87.33574244415243,61.51960784313726,1610612750,22,23,2022-01-08T01:26:20Z,1010000,58.0,67.0,1,right,J. Nowell 8' pullup Jump Shot (2 PTS) (A. Edwards 2 AST),"[1629669, 1630162]",1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,,,,,,,,,Made,2.0,8.8,,,,,A. Edwards,1630162.0,2.0,,,
106,PT03M21.00S,2022-01-08T01:26:31.9Z,1,REGULAR,3pt,Jump Shot,[],1629652,17.16491458607096,95.09803921568627,1610612760,22,23,2022-01-08T01:26:39Z,1030000,-225.0,109.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,Missed,,25.04,,,,,,,,,,
107,PT03M17.00S,2022-01-08T01:26:35.9Z,1,REGULAR,rebound,offensive,[],203488,,,1610612760,22,23,2022-01-08T01:26:39Z,1040000,,,0,,M. Muscala REBOUND (Off:1 Def:0),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,106.0,1.0,0.0,1.0,,,,,,
108,PT03M16.00S,2022-01-08T01:26:37.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203488,9.411957950065702,53.18627450980392,1610612760,22,23,2022-01-08T01:33:20Z,1050000,-16.0,36.0,1,left,MISS M. Muscala putback Layup - blocked,"[203488, 1626157]",1610612760.0,OKC,putback,,,Muscala,M. Muscala,,,,,,,,,,,,,Missed,,3.94,,,,,,,,Towns,1626157.0,
109,PT03M16.00S,2022-01-08T01:26:37.4Z,1,REGULAR,block,,[],1626157,,,1610612760,22,23,2022-01-08T01:26:40Z,1060000,,,0,,K. Towns BLOCK (2 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M16.00S,2022-01-08T01:26:37.4Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612750,22,23,2022-01-08T01:26:42Z,1070000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,
111,PT03M09.00S,2022-01-08T01:26:44.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626157,87.86136662286465,43.627450980392155,1610612750,22,23,2022-01-08T01:26:53Z,1080000,-32.0,62.0,1,right,MISS K. Towns 6' driving Layup - blocked,"[1626157, 203488]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,,,,,,Missed,,6.94,,,,,,,,Muscala,203488.0,
112,PT03M09.00S,2022-01-08T01:26:44.6Z,1,REGULAR,block,,[],203488,,,1610612750,22,23,2022-01-08T01:26:46Z,1090000,,,0,,M. Muscala BLOCK (1 BLK),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M05.00S,2022-01-08T01:26:48.6Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,22,23,2022-01-08T01:26:53Z,1100000,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,111.0,3.0,2.0,1.0,,,,,,
114,PT03M00.00S,2022-01-08T01:26:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.440867279894875,56.86274509803921,1610612760,24,23,2022-01-08T01:33:53Z,1110000,-34.0,17.0,1,left,S. Gilgeous-Alexander running Layup (4 PTS) (A. Wiggins 2 AST),"[1628983, 1630598]",1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,4.0,3.85,,,,,A. Wiggins,1630598.0,2.0,,,
119,PT02M55.00S,2022-01-08T01:27:09.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,24,23,2022-01-08T01:27:09Z,1130000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M55.00S,2022-01-08T01:29:19.9Z,1,REGULAR,substitution,out,[],1629652,,,1610612750,24,23,2022-01-08T01:29:47Z,1140000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M55.00S,2022-01-08T01:29:19.9Z,1,REGULAR,substitution,out,[],1630598,,,1610612750,24,23,2022-01-08T01:29:47Z,1150000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M55.00S,2022-01-08T01:29:19.9Z,1,REGULAR,substitution,out,[],1626157,,,1610612750,24,23,2022-01-08T01:29:47Z,1160000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M55.00S,2022-01-08T01:29:19.9Z,1,REGULAR,substitution,in,[],1629026,,,1610612750,24,23,2022-01-08T01:29:47Z,1170000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M55.00S,2022-01-08T01:29:19.9Z,1,REGULAR,substitution,in,[],1629647,,,1610612750,24,23,2022-01-08T01:29:47Z,1180000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M55.00S,2022-01-08T01:29:19.9Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,24,23,2022-01-08T01:29:47Z,1190000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M39.00S,2022-01-08T01:30:08.4Z,1,REGULAR,foul,personal,['2freethrow'],203488,,,1610612750,24,23,2022-01-08T01:30:18Z,1200000,,,0,,M. Muscala shooting personal FOUL (1 PF) (Reid 2 FT),"[203488, 1629675]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,,,,1629422.0,1.0,0.0,Reid,1629675.0,,,,,,,,,,,,,
128,PT02M39.00S,2022-01-08T01:30:31.3Z,1,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,24,23,2022-01-08T01:30:31Z,1220000,,,0,,MISS N. Reid Free Throw 1 of 2,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,Missed,,,,,,,,,,,,
129,PT02M39.00S,2022-01-08T01:30:31.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,24,23,2022-01-08T01:30:31Z,1230000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,
130,PT02M39.00S,2022-01-08T01:30:50.1Z,1,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,24,24,2022-01-08T01:30:50Z,1240000,,,0,,N. Reid Free Throw 2 of 2 (1 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
154,PT02M23.00S,2022-01-08T01:31:04.2Z,1,REGULAR,violation,kicked ball,[],1630162,,,1610612760,24,24,2022-01-08T01:35:35Z,1250000,,,0,,A. Edwards kicked ball VIOLATION,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,1627534.0,,,,,,,,,,,,,,,,,
132,PT02M14.00S,2022-01-08T01:31:37.1Z,1,REGULAR,2pt,Jump Shot,[],203488,21.994086727989497,68.38235294117646,1610612760,24,24,2022-01-08T01:36:41Z,1260000,-92.0,154.0,1,left,MISS M. Muscala 17' Jump Shot,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,Missed,,17.95,,,,,,,,,,
133,PT02M12.00S,2022-01-08T01:31:39.1Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,24,24,2022-01-08T01:36:41Z,1270000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,132.0,2.0,2.0,0.0,,,,,,
134,PT01M59.00S,2022-01-08T01:31:53.2Z,1,REGULAR,turnover,bad pass,[],1629675,,,1610612750,24,24,2022-01-08T01:32:43Z,1280000,,,0,,N. Reid bad pass TURNOVER (1 TO),"[1629675, 203488]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,1.0,Muscala,203488.0,,,,,,,,,,,,,,,,,,
135,PT01M59.00S,2022-01-08T01:31:53.2Z,1,REGULAR,steal,,[],203488,,,1610612760,24,24,2022-01-08T01:31:55Z,1290000,,,0,,M. Muscala STEAL (1 STL),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M51.00S,2022-01-08T01:32:09.7Z,1,REGULAR,foul,personal,['2freethrow'],1629669,,,1610612760,24,24,2022-01-08T01:32:23Z,1300000,,,0,,J. Nowell shooting personal FOUL (1 PF) (Bazley 2 FT),"[1629669, 1629647]",1610612750.0,MIN,shooting,,,Nowell,J. Nowell,,,,,,,,1629422.0,1.0,0.0,Bazley,1629647.0,,,,,,,,,,,,,
138,PT01M51.00S,2022-01-08T01:32:27.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629647,,,1610612760,25,24,2022-01-08T01:32:27Z,1320000,,,0,,D. Bazley Free Throw 1 of 2 (1 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
139,PT01M51.00S,2022-01-08T01:32:35.0Z,1,REGULAR,substitution,out,[],1628983,,,1610612760,25,24,2022-01-08T01:32:39Z,1330000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M51.00S,2022-01-08T01:32:35.0Z,1,REGULAR,substitution,out,[],203488,,,1610612760,25,24,2022-01-08T01:32:39Z,1340000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M51.00S,2022-01-08T01:32:35.0Z,1,REGULAR,substitution,in,[],1630197,,,1610612760,25,24,2022-01-08T01:32:39Z,1350000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M51.00S,2022-01-08T01:32:35.0Z,1,REGULAR,substitution,in,[],1630581,,,1610612760,25,24,2022-01-08T01:32:39Z,1360000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M51.00S,2022-01-08T01:32:46.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629647,,,1610612760,26,24,2022-01-08T01:32:46Z,1370000,,,0,,D. Bazley Free Throw 2 of 2 (2 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,
144,PT01M38.00S,2022-01-08T01:33:00.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,89.56964520367937,57.107843137254896,1610612750,26,26,2022-01-08T01:33:04Z,1380000,36.0,46.0,1,right,A. Edwards driving Layup (11 PTS) (J. Nowell 1 AST),"[1630162, 1629669]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,,,,,,Made,11.0,5.77,,,,,J. Nowell,1629669.0,1.0,,,
146,PT01M24.00S,2022-01-08T01:33:14.6Z,1,REGULAR,2pt,Jump Shot,[],1629026,12.171484888304862,74.01960784313727,1610612760,26,26,2022-01-08T01:38:56Z,1400000,-120.0,62.0,1,left,MISS K. Williams 13' fadeaway Shot,[1629026],1610612760.0,OKC,fadeaway,,,Williams,K. Williams,,,,,,,,,,,,,Missed,,13.51,,,,,,,,,,
147,PT01M22.00S,2022-01-08T01:33:16.6Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612750,26,26,2022-01-08T01:33:28Z,1410000,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,146.0,1.0,1.0,0.0,,,,,,
148,PT01M08.00S,2022-01-08T01:33:30.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,65.25952693823915,65.19607843137256,1610612750,26,29,2022-01-08T01:33:36Z,1420000,76.0,274.0,1,right,A. Edwards 28' 3PT pullup (14 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,,,,,,,Made,14.0,28.44,,,,,,,,,,
149,PT00M48.60S,2022-01-08T01:33:52.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,8.09789750328515,60.5392156862745,1610612760,28,29,2022-01-08T01:39:31Z,1430000,-53.0,24.0,1,left,A. Pokusevski Layup (2 PTS) (K. Williams 1 AST),"[1630197, 1629026]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,Made,2.0,5.77,,,,,K. Williams,1629026.0,1.0,,,
151,PT00M33.70S,2022-01-08T01:34:09.1Z,1,REGULAR,3pt,Jump Shot,[],1630162,65.91655716162943,69.11764705882352,1610612750,28,32,2022-01-08T01:34:14Z,1450000,96.0,268.0,1,right,A. Edwards 28' 3PT pullup (17 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,,,,,,,Made,17.0,28.44,,,,,,,,,,
152,PT00M16.90S,2022-01-08T01:34:27.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,13.222733245729303,40.68627450980392,1610612760,28,32,2022-01-08T01:39:57Z,1460000,47.0,72.0,1,left,MISS T. Mann 8' driving Layup,[1630544],1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,,,,,,,,,Missed,,8.56,,,,,,,,,,
153,PT00M14.00S,2022-01-08T01:34:30.6Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612750,28,32,2022-01-08T01:34:30Z,1470000,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,152.0,2.0,2.0,0.0,,,,,,
155,PT00M05.30S,2022-01-08T01:34:41.2Z,1,REGULAR,foul,personal,[],1629026,,,1610612750,28,32,2022-01-08T01:34:58Z,1480000,,,0,,K. Williams personal FOUL (1 PF),"[1629026, 1630162]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,1627534.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,
157,PT00M05.30S,2022-01-08T01:34:59.1Z,1,REGULAR,substitution,out,[],1630197,,,1610612750,28,32,2022-01-08T01:35:03Z,1500000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M05.30S,2022-01-08T01:34:59.1Z,1,REGULAR,substitution,in,[],1630598,,,1610612750,28,32,2022-01-08T01:35:03Z,1510000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M03.40S,2022-01-08T01:35:11.1Z,1,REGULAR,turnover,bad pass,[],1629669,,,1610612750,28,32,2022-01-08T01:35:15Z,1520000,,,0,,J. Nowell bad pass TURNOVER (1 TO),"[1629669, 1629026]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,1.0,Williams,1629026.0,,,,,,,,,,,,,,,,,,
160,PT00M03.40S,2022-01-08T01:35:11.1Z,1,REGULAR,steal,,[],1629026,,,1610612760,28,32,2022-01-08T01:35:13Z,1530000,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2022-01-08T01:35:16.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629026,9.149145860709593,43.38235294117647,1610612760,28,32,2022-01-08T01:41:00Z,1540000,33.0,34.0,1,left,MISS K. Williams running Layup - blocked,"[1629026, 1629675]",1610612760.0,OKC,running,,,Williams,K. Williams,,,,,,,,,,,,,Missed,,4.71,,,,,,,,Reid,1629675.0,
162,PT00M00.00S,2022-01-08T01:35:16.3Z,1,REGULAR,block,,[],1629675,,,1610612760,28,32,2022-01-08T01:35:20Z,1550000,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M00.00S,2022-01-08T01:35:16.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,28,32,2022-01-08T01:35:26Z,1560000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,161.0,,,,,,,,,
164,PT00M00.00S,2022-01-08T01:35:28.1Z,1,REGULAR,period,end,[],0,,,1610612750,28,32,2022-01-08T01:35:28Z,1570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-01-08T01:37:45.2Z,2,REGULAR,substitution,out,['startperiod'],1630598,,,1610612750,28,32,2022-01-08T01:38:04Z,1580000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-01-08T01:37:45.2Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,28,32,2022-01-08T01:38:04Z,1590000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-01-08T01:37:45.2Z,2,REGULAR,substitution,out,['startperiod'],1629006,,,1610612750,28,32,2022-01-08T01:38:04Z,1600000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-01-08T01:37:45.2Z,2,REGULAR,substitution,in,['startperiod'],1630197,,,1610612750,28,32,2022-01-08T01:38:04Z,1610000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-01-08T01:37:45.2Z,2,REGULAR,substitution,in,['startperiod'],1629020,,,1610612750,28,32,2022-01-08T01:38:04Z,1620000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-01-08T01:37:45.2Z,2,REGULAR,substitution,in,['startperiod'],1626156,,,1610612750,28,32,2022-01-08T01:38:04Z,1630000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-01-08T01:37:56.9Z,2,REGULAR,period,start,[],0,,,1610612760,28,32,2022-01-08T01:38:05Z,1640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M50.00S,2022-01-08T01:38:06.0Z,2,REGULAR,3pt,Jump Shot,[],1630581,14.4053876478318,93.87254901960785,1610612760,28,32,2022-01-08T01:38:10Z,1650000,-219.0,83.0,1,left,MISS J. Giddey 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,Missed,,23.45,,,,,,,,,,
173,PT11M48.00S,2022-01-08T01:38:08.5Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,28,32,2022-01-08T01:38:08Z,1660000,,,0,,K. Williams REBOUND (Off:1 Def:0),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,172.0,1.0,0.0,1.0,,,,,,
174,PT11M42.00S,2022-01-08T01:38:14.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630544,21.895532194480946,37.745098039215684,1610612760,30,32,2022-01-08T01:38:19Z,1670000,61.0,153.0,1,left,T. Mann 16' step back Jump Shot (2 PTS),[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,,,,,,,,,Made,2.0,16.51,,,,,,,,,,
175,PT11M30.00S,2022-01-08T01:38:28.5Z,2,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612750,30,32,2022-01-08T01:38:51Z,1680000,,,0,,J. Giddey shooting personal FOUL (1 PF) (Reid 2 FT),"[1630581, 1629675]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,,,,1627534.0,1.0,0.0,Reid,1629675.0,,,,,,,,,,,,,
177,PT11M30.00S,2022-01-08T01:38:53.5Z,2,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,30,33,2022-01-08T01:38:53Z,1700000,,,0,,N. Reid Free Throw 1 of 2 (2 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,
178,PT11M30.00S,2022-01-08T01:39:09.7Z,2,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,30,34,2022-01-08T01:39:09Z,1710000,,,0,,N. Reid Free Throw 2 of 2 (3 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,
179,PT11M18.00S,2022-01-08T01:39:23.2Z,2,REGULAR,3pt,Jump Shot,[],1630544,33.327858081471746,46.81372549019608,1610612760,30,34,2022-01-08T01:39:29Z,1720000,16.0,261.0,1,left,MISS T. Mann 26' pullup 3PT,[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,,,,,,,,,Missed,,26.13,,,,,,,,,,
180,PT11M14.00S,2022-01-08T01:39:27.2Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,30,34,2022-01-08T01:39:29Z,1730000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,179.0,3.0,2.0,1.0,,,,,,
181,PT11M07.00S,2022-01-08T01:39:33.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,92.19776609724047,58.57843137254902,1610612750,30,36,2022-01-08T01:39:37Z,1740000,43.0,21.0,1,right,J. Vanderbilt cutting Layup (4 PTS) (D. Russell 5 AST),"[1629020, 1626156]",1610612750.0,MIN,cutting,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,Made,4.0,4.77,,,,,D. Russell,1626156.0,5.0,,,
183,PT10M47.00S,2022-01-08T01:39:52.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630197,6.652431011826544,61.76470588235294,1610612760,32,36,2022-01-08T01:39:57Z,1760000,-59.0,10.0,1,left,A. Pokusevski cutting DUNK (4 PTS) (D. Bazley 1 AST),"[1630197, 1629647]",1610612760.0,OKC,cutting,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,Made,4.0,5.96,,,,,D. Bazley,1629647.0,1.0,,,
185,PT10M31.00S,2022-01-08T01:40:08.5Z,2,REGULAR,3pt,Jump Shot,[],1627736,93.11760840998686,6.127450980392156,1610612750,32,36,2022-01-08T01:40:13Z,1780000,-219.0,12.0,1,right,MISS M. Beasley 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,Missed,,21.97,,,,,,,,,,
186,PT10M28.00S,2022-01-08T01:40:11.5Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,32,36,2022-01-08T01:40:13Z,1790000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,185.0,1.0,1.0,0.0,,,,,,
